#WIDTH: 38,14,25,25,25,50,8,15,28,12,18,22,30,12
#ALIGN: left,left,left,left,left,left,center,center,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
monitoring.alert_sns_topic_arn,Monitoring,[sns-ops-alerts-arn],[sns-ops-alerts-arn],[sns-ops-alerts-arn],SNS topic ARN for all CloudWatch Alarms; email subscriptions for Daniel Park and ops on-call,Yes,String,Valid SNS ARN,Confidential,Operations,solution.region.primary,Routes Lambda error rate / Bedrock throttle / DLQ / quota threshold alarms,2025-06-01
monitoring.alarm_lambda_error_rate_pct,Monitoring,1,5,1,Lambda error rate alarm threshold as a percentage; triggers P2 alert to ops team,Yes,Number,0.1-100.0,Public,Operations,monitoring.alert_sns_topic_arn,Escalate to P1 if sustained > 15 minutes per alert definitions in detailed design,2025-06-01
monitoring.alarm_bedrock_throttle_count,Monitoring,5,20,5,Bedrock ThrottlingException count per 5-minute window before alarm fires,Yes,Integer,1-1000,Public,Operations,monitoring.alert_sns_topic_arn,Triggers SNS notification; investigate token throughput and request quota increase if sustained,2025-06-01
monitoring.alarm_global_quota_threshold_pct,Monitoring,90,90,90,Percentage of global monthly quota (1000 solutions) that triggers P3 warning alarm,Yes,Integer,1-100,Public,Operations,"monitoring.alert_sns_topic_arn, database.quota_global_monthly",Fires at 900/1000 solutions; notify Admin to evaluate quota increase,2025-06-01
monitoring.canary_health_check_interval_minutes,Monitoring,5,5,5,CloudWatch Synthetics canary polling interval in minutes for /api/v1/health route,Yes,Integer,1-60,Public,Operations,networking.apigw_endpoint,P1 alarm fires on 2 consecutive canary failures; immediate escalation required,2025-06-01
monitoring.api_gateway_p99_latency_ms,Monitoring,3000,3000,3000,API Gateway P99 latency SLA target in milliseconds for synchronous routes per SOW,Yes,Integer,100-30000,Public,Operations,networking.apigw_endpoint,CloudWatch metric alarm configured against this threshold,2025-06-01
monitoring.bedrock_cost_per_solution_alert_usd,Monitoring,5.00,5.00,5.00,Alert threshold for estimated per-solution Bedrock cost in USD; matches SOW success metric,Yes,Number,0.01-100.00,Public,Operations,"monitoring.alert_sns_topic_arn, bedrock.cost_per_solution_target_usd",,2025-06-01
operations.backup_enabled,Operations,true,true,true,Enable automated DynamoDB PITR and S3 versioning backups across all environments,Yes,Boolean,true | false,Public,Operations,database.pitr_enabled,,2025-06-01
operations.rto_hours,Operations,4,4,4,Recovery Time Objective in hours; validated by DynamoDB PITR restore test in Phase 3,Yes,Integer,1-72,Public,Operations,database.pitr_enabled,PITR restore test performed in staging during Phase 3 to validate this target,2025-06-01
operations.rpo_hours,Operations,1,1,1,Recovery Point Objective in hours; met by DynamoDB PITR continuous backup per SOW DR design,Yes,Integer,1-24,Public,Operations,database.pitr_enabled,,2025-06-01
operations.scaling_min_solutions_monthly,Operations,50,10,50,Minimum monthly solution volume sizing baseline used for infrastructure cost model,Yes,Integer,1-10000,Public,Operations,bedrock.cost_per_solution_target_usd,PoC baseline is 50 solutions/month; load test targets 200 solutions/month in Phase 3,2025-06-01
operations.scaling_max_solutions_monthly,Operations,1000,100,1000,Global quota cap defining maximum monthly platform throughput,Yes,Integer,1-100000,Public,Operations,database.quota_global_monthly,Matches database.quota_global_monthly; increase requires both config and DynamoDB change,2025-06-01
operations.hypercare_duration_weeks,Operations,4,0,4,Post-go-live hypercare support period duration in weeks per SOW Handover section,Yes,Integer,1-52,Public,Operations,,Weeks 13-16; P1 2-hour / P2 4-hour / P3 next-business-day response times,2025-06-01
operations.cicd_pipeline_tool,Operations,github-actions,github-actions,github-actions,"CI/CD pipeline tool for Docker build / ECR push / Lambda deploy / terraform validate gate",Yes,String,"github-actions | codepipeline",Public,DevOps,,AWS CodePipeline is fallback per SOW; GitHub Actions is primary,2025-06-01
operations.terraform_validate_gate,Operations,true,true,true,Enforce terraform validate syntax gate in CI/CD pipeline before terraform apply,Yes,Boolean,true | false,Public,DevOps,operations.cicd_pipeline_tool,IaC-only changes enforced; no manual console changes permitted in production,2025-06-01
operations.peer_review_required,Operations,true,true,true,Require peer review of terraform plan output before terraform apply per SOW governance,Yes,Boolean,true | false,Public,DevOps,operations.terraform_validate_gate,SOC 2 CC8.1 change management control,2025-06-01
operations.availability_target_pct,Operations,99.5,99.5,99.5,Monthly API availability target as a percentage per SOW success metrics,Yes,Number,90.0-100.0,Public,Operations,monitoring.alarm_lambda_error_rate_pct,Measured by CloudWatch Lambda error rate alarm across all 11 API routes,2025-06-01
operations.artifact_pass_rate_target_pct,Operations,95,95,95,Minimum artifact validation first-attempt pass rate across all 12 artifact types per SOW,Yes,Number,50.0-100.0,Public,Operations,application.max_retries_per_artifact,EO Validator DynamoDB metrics track this KPI; Phase 3 acceptance gate,2025-06-01
operations.quota_bypass_incidents_target,Operations,0,0,0,Zero quota bypass incidents permitted; enforced via atomic DynamoDB conditional writes,Yes,Integer,0-0,Public,Security Team,database.quotas_table_name,Validated in Phase 3 security testing via concurrent batch request scenarios,2025-06-01
