Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
OPS-005,Operations & Support,Backup & Recovery,"What backup strategy is required for DynamoDB (user profiles, quotas) and S3 (solution artifacts)?","Confirm DynamoDB PITR (35-day retention), S3 versioning, and any cross-region backup requirements","","Backup scope and retention period drive storage costs"
OPS-006,Operations & Support,Capacity Planning,"How will the platform scale beyond 200 solutions/month if demand grows?","Identify scaling triggers: Lambda auto-scaling, DynamoDB auto-scaling, Bedrock quota increase SLA","","Growth planning ensures the architecture is not a ceiling; important for investor/customer demos"
OPS-007,Operations & Support,Cost Observability,"How will per-solution cost be tracked and reported (Bedrock tokens, Lambda invocations, S3 operations)?","Identify whether AWS Cost Explorer tags per solution ID, or whether a custom cost-attribution mechanism is needed","","Per-solution cost tracking validates the sub-$5 model spend target and enables customer billing"
OPS-008,Operations & Support,Maintenance,"What maintenance windows are available for patching, schema migrations, and container image updates?","Identify blackout periods (e.g. end-of-quarter sales pushes) and acceptable downtime","","Maintenance window planning affects deployment pipeline design"
OPS-009,Operations & Support,Training,"What operational training is required for the Amatra team to manage the platform post-delivery?","Identify runbook requirements, CloudWatch dashboard training, and incident response procedures","","Knowledge transfer scope and timeline for Phase 3"
IMPL-001,Implementation Planning,Migration Approach,"What is the cutover strategy from the current manual Claude Code CLI process to the automated platform?","Options: hard cutover on go-live date, parallel run (both old and new), or phased by artifact type","","Migration approach affects timeline and consultant re-training scope"
IMPL-002,Implementation Planning,Migration Approach,"Will existing manually-generated solution artifacts be migrated into the new S3/DynamoDB store, or will the platform start fresh?","Estimate volume of historical artifacts and metadata to migrate","","Data migration scope impacts Phase 3 effort"
IMPL-003,Implementation Planning,Downtime Tolerance,"What is the maximum acceptable downtime for the platform during go-live cutover?","Given no current SLA, is any downtime acceptable, or does the sales team require zero-downtime deployment?","","Determines blue/green vs. rolling deployment strategy"
IMPL-004,Implementation Planning,Parallel Run,"Is a parallel run required where both the manual process and the automated platform run simultaneously?","Specify duration (e.g. 2 weeks) and acceptance criteria for cutting off the manual process","","Parallel run adds effort but reduces risk; drives Phase 3 timeline"
IMPL-005,Implementation Planning,Resource Availability,"Which PREDICTif team members will be available for the 12-week engagement, and what are their roles and weekly time commitments?","Identify: AWS architect, DevOps engineer, pre-sales SME, QA/testing resource","","Resource gaps drive subcontracting decisions and timeline risk"
IMPL-006,Implementation Planning,Environment Strategy,"How many environments are required: development, staging, production? Will each have its own AWS account?","Confirm environment isolation strategy and whether staging mirrors production (same Bedrock models, same Cognito pool)","","Environment design affects IAM, cost, and CI/CD pipeline complexity"
IMPL-007,Implementation Planning,Testing & UAT,"What user acceptance testing (UAT) approach is planned? Who signs off on each phase milestone?","Identify UAT participants (Marcus Patel, Daniel Park), test scenarios, and acceptance criteria per artifact type","","UAT gate is required before Phase 3 sign-off and executive demo"
IMPL-008,Implementation Planning,Go-Live Readiness,"What go-live readiness checklist items must be completed before the April 2026 executive demo?","Examples: all 5 presales artifacts passing validation, CLI auth working, quota enforcement tested, CloudWatch baseline green","","Go-live criteria define the finish line and prevent scope creep"
IMPL-009,Implementation Planning,Change Management,"How will the 120 Amatra consultants be onboarded to the new CLI and API?","Identify training format (self-service docs, live session, video walkthrough) and rollout plan","","Change management is a delivery risk; early planning reduces adoption friction"
IMPL-010,Implementation Planning,Vendor & Licensing,"Are there any AWS program credits (MAP, APN, EDP) or Bedrock committed-use agreements available to offset first-year run costs?","Confirm existing AWS EDP agreement status and eligibility for MAP credits for migration workloads","","Credits can materially reduce the $100k-$200k first-year run cost estimate"
RISK-001,Risk & Constraints,Technical Risks,"What is the risk if AWS Bedrock AgentCore Runtime is not generally available or has breaking changes before the April 2026 deadline?","Identify fallback options: self-hosted Strands on ECS, Step Functions orchestration, or Lambda-native orchestration","","AgentCore Runtime is a new service; GA timeline and API stability must be validated"
RISK-002,Risk & Constraints,Technical Risks,"What is the contingency if Claude Sonnet 4.6 or Haiku 4.5 are not available in us-west-2 by the PoC deadline?","Confirm model availability schedule with AWS account team; identify acceptable substitute models","","Model availability is a hard dependency; early confirmation reduces go/no-go risk"
RISK-003,Risk & Constraints,Dependencies,"What external dependencies could delay Phase 1 (weeks 1-4)? Examples: AWS account provisioning, CTO approval for Cognito, Procurement for spend envelope.","Identify owner and expected lead time for each dependency","","Phase 1 dependencies on the critical path must be tracked from day one"
RISK-004,Risk & Constraints,Constraints,"Are there any organisational or policy constraints on storing client briefing data (containing engagement IP) in S3?","Confirm data classification of input briefs and whether any customers have contractual restrictions on cloud storage","","Data handling constraints may require additional encryption or access controls"
RISK-005,Risk & Constraints,Assumptions,"Confirm the assumption that the eof-tools converter library (~30 modules) is stable and will not require significant re-engineering during the engagement.","Identify known technical debt, unsupported artifact types, or planned refactoring","","Unstable eof-tools would increase Phase 2 effort significantly"
