#WIDTH: 38,14,25,25,25,50,8,15,28,12,18,22,30,12
#ALIGN: left,left,left,left,left,left,center,center,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
compute.lambda.github_integration.timeout_seconds,Compute,60,60,60,Execution timeout in seconds for the GitHub Integration Lambda; covers multi-file commit round-trips,Yes,Integer,1-900,Public,Development,compute.lambda.runtime,60 seconds accommodates 12-artifact commit batch with GitHub API rate limiting; retry backoff included,2025-06-01
compute.lambda.github_integration.concurrency_limit,Compute,20,10,20,Reserved concurrency limit for GitHub Integration Lambda to avoid exhausting GitHub PAT rate limits,Yes,Integer,1-1000,Public,Development,compute.lambda.github_integration.memory_mb,GitHub API rate limit is 5000 req/hour per PAT; 20 concurrent Lambdas each committing 12 files stays well within limit,2025-06-01
compute.lambda.post_confirmation.memory_mb,Compute,256,256,256,Memory allocation in MB for the Cognito Post-Confirmation Lambda trigger,Yes,Integer,128-10240,Public,Development,compute.lambda.runtime,Writes user profile and seeds quota counter in DynamoDB; minimal compute,2025-06-01
compute.lambda.post_confirmation.timeout_seconds,Compute,15,15,15,Execution timeout in seconds for the Cognito Post-Confirmation Lambda,Yes,Integer,1-900,Public,Development,compute.lambda.runtime,Cognito trigger timeout ceiling is 5 seconds for synchronous triggers; async trigger allows up to 15 seconds,2025-06-01
compute.agentcore.agents_count,Compute,5,5,5,Number of Strands agents registered with Bedrock AgentCore Runtime per solution generation,Yes,Integer,Exact value 5,Public,Development,,Fixed per SOW: Input Validator + Pre-Sales Generator + Delivery Generator + Code Generator + EO Validator,2025-06-01
compute.agentcore.max_concurrency_per_agent,Compute,10,5,10,Maximum concurrent invocations allowed per AgentCore Runtime agent,Yes,Integer,1-100,Public,Development,compute.agentcore.agents_count,10 concurrent invocations per agent × 5 agents = up to 50 parallel artifact generations,2025-06-01
compute.agentcore.image_tag_policy,Compute,immutable-digest,immutable-digest,immutable-digest,ECR image reference policy for AgentCore Runtime agent registration,Yes,String,"immutable-digest|latest",Public,Development,storage.ecr.repository_name,Must use immutable digest references (not mutable tags) to prevent unintended agent behaviour changes,2025-06-01
database.dynamodb.billing_mode,Database,PAY_PER_REQUEST,PAY_PER_REQUEST,PAY_PER_REQUEST,DynamoDB billing mode for all three platform tables,Yes,String,"PROVISIONED|PAY_PER_REQUEST",Public,Database Team,,On-demand billing appropriate for variable workload at PoC scale; re-evaluate at 200 solutions/month steady state,2025-06-01
database.dynamodb.pitr_enabled,Database,true,false,true,Enable DynamoDB Point-In-Time Recovery on all production and DR tables,Yes,Boolean,true|false,Public,Database Team,,PITR must be true in prod and DR to meet 35-day recovery window and RPO target of 1 hour per SOW,2025-06-01
database.dynamodb.users_table_name,Database,amatra-prod-ddb-users,amatra-dev-ddb-users,amatra-prod-ddb-users,DynamoDB Users table name storing user profiles and per-user monthly quota counters,Yes,String,Valid DynamoDB table name,Confidential,Database Team,solution.resource_name_prefix,Partition key: userId (Cognito sub claim); stores quotaUsed and quotaMonth for atomic quota enforcement,2025-06-01
database.dynamodb.solutions_table_name,Database,amatra-prod-ddb-solutions,amatra-dev-ddb-solutions,amatra-prod-ddb-solutions,DynamoDB Solutions table name storing generation status and artifact S3 location map,Yes,String,Valid DynamoDB table name,Confidential,Database Team,solution.resource_name_prefix,PK: solutionId; SK: userId; GSI on userId+createdAt supports CLI solution list subcommand,2025-06-01
database.dynamodb.global_quota_table_name,Database,amatra-prod-ddb-global-quota,amatra-dev-ddb-global-quota,amatra-prod-ddb-global-quota,DynamoDB GlobalQuota table name storing the atomic monthly solution counter,Yes,String,Valid DynamoDB table name,Confidential,Database Team,solution.resource_name_prefix,PK: month (YYYY-MM); single-record atomic counter enforced via conditional write; hot-partition monitored,2025-06-01
database.dynamodb.encryption_key_alias,Database,aws/dynamodb,aws/dynamodb,aws/dynamodb,KMS key alias for DynamoDB at-rest encryption on all platform tables,Yes,String,"aws/dynamodb or custom CMK ARN",Confidential,Security Team,database.dynamodb.users_table_name,AWS-managed CMK used for initial release; upgrade to customer-managed CMK if SOC 2 Type II scope expands,2025-06-01
security.cognito.user_pool_name,Security,amatra-prod-cognito-userpool,amatra-dev-cognito-userpool,amatra-prod-cognito-userpool,Cognito User Pool name; CTO sign-off required on this configuration before Phase 1 production deployment,Yes,String,Valid Cognito User Pool name,Confidential,Security Team,solution.resource_name_prefix,CTO approval gate per SOW dependency D1; delays to sign-off push Phase 1 completion date,2025-06-01
security.cognito.user_pool_id,Security,[cognito-user-pool-id],[cognito-user-pool-id],[cognito-user-pool-id],Cognito User Pool ID (format: us-west-2_XXXXXXXXX) used by API Gateway JWT authoriser and CLI auth flow,Yes,String,"^us-west-2_[A-Za-z0-9]+$",Confidential,Security Team,security.cognito.user_pool_name,Populated post-Terraform provisioning; referenced by API Gateway JWT authoriser JWKS endpoint URL,2025-06-01
security.cognito.app_client_id,Security,[cognito-app-client-id],[cognito-app-client-id],[cognito-app-client-id],Cognito User Pool App Client ID used by CLI for USER_PASSWORD_AUTH token exchange,Yes,String,Alphanumeric Cognito client ID,Confidential,Security Team,security.cognito.user_pool_id,CLI stores access and refresh tokens in ~/.amatra/credentials (mode 0600) after successful auth,2025-06-01
security.cognito.app_client_secret,Security,[cognito-app-client-secret],[cognito-app-client-secret],[cognito-app-client-secret],Cognito App Client secret used by CLI PKCE exchange; stored in Secrets Manager,Yes,String,Non-empty alphanumeric string,Secret,Security Team,security.cognito.app_client_id,Retrieve from Secrets Manager path amatra/{env}/cognito/client-secret; rotate on-demand or on security incident,2025-06-01
security.cognito.access_token_expiry_seconds,Security,3600,3600,3600,Cognito JWT access token validity period in seconds (1 hour),Yes,Integer,300-86400,Public,Security Team,security.cognito.user_pool_id,1-hour expiry per SOW security design; CLI transparently refreshes before sending API requests on expiry,2025-06-01
security.cognito.refresh_token_expiry_days,Security,30,30,30,Cognito refresh token validity period in days as committed in SOW,Yes,Integer,1-3650,Public,Security Team,security.cognito.user_pool_id,30-day refresh tokens per SOW scope; reduces re-authentication friction for consultants,2025-06-01
security.cognito.mfa_enabled,Security,false,false,false,Whether Cognito TOTP MFA is enforced as mandatory for all users,Yes,Boolean,true|false,Public,Security Team,security.cognito.user_pool_id,Optional for initial release per SOW; set to true via User Pool policy update without platform changes if required,2025-06-01
security.cognito.group_consultants,Security,consultants,consultants,consultants,Cognito User Pool group name for standard consultant users,Yes,String,Non-empty string,Public,Security Team,security.cognito.user_pool_id,Grants access to /solution/* /artifact/* /user/profile routes only; no admin routes,2025-06-01
security.cognito.group_admins,Security,admin,admin,admin,Cognito User Pool group name for platform administrators including Daniel Park's team,Yes,String,Non-empty string,Public,Security Team,security.cognito.user_pool_id,Grants all Consultant permissions plus GET /admin/usage and POST /admin/quota/reset routes,2025-06-01
security.waf.rate_limit_requests_per_ip_per_minute,Security,100,100,100,AWS WAF IP-based rate limit in requests per IP per minute on the API Gateway stage,Yes,Integer,1-10000,Public,Security Team,networking.api_gateway.stage_arn,Protects against DDoS and brute-force attempts; value per SOW security design section,2025-06-01
security.waf.managed_rules_enabled,Security,true,true,true,Enable AWS Managed Rules Common Rule Set (SQLi + XSS + known bad inputs) on API Gateway WAF,Yes,Boolean,true|false,Public,Security Team,networking.api_gateway.stage_arn,AWS CRS includes SQLi and XSS protection; required for SOC 2 network security controls,2025-06-01
security.secrets.github_pat_secret_name,Security,amatra/prod/github/pat,amatra/dev/github/pat,amatra/prod/github/pat,AWS Secrets Manager secret name for the GitHub Personal Access Token,Yes,String,"amatra/{env}/github/pat",Confidential,Security Team,integration.github.repository_url,PAT must have repo scope; stored in Secrets Manager only; never in Lambda env vars; rotate quarterly,2025-06-01
security.secrets.github_pat_value,Security,[github-pat],[github-pat],[github-pat],GitHub Personal Access Token value stored exclusively in Secrets Manager; placeholder only,Yes,String,Valid GitHub PAT with repo scope,Secret,Security Team,security.secrets.github_pat_secret_name,Retrieved at runtime via Secrets Manager SDK; never logged; rotate quarterly per operational runbook,2025-06-01
security.cloudtrail.enabled,Security,true,true,true,Enable AWS CloudTrail for all management and data-plane API calls in us-west-2,Yes,Boolean,true|false,Public,Security Team,aws.region,Required for SOC 2 audit trail; captures every Bedrock invocation DynamoDB write S3 upload and Secrets Manager access,2025-06-01
security.cloudtrail.s3_bucket_name,Security,amatra-prod-s3-cloudtrail-logs-[aws-account-id],amatra-dev-s3-cloudtrail-logs-[aws-account-id],amatra-prod-s3-cloudtrail-logs-[aws-account-id],S3 bucket for CloudTrail log delivery with SSE and MFA delete enabled,Yes,String,Globally unique S3 bucket name,Confidential,Security Team,aws.account_id,MFA delete enabled on this bucket to prevent tamper of audit records; separate from artifacts bucket,2025-06-01
security.iam.wildcard_resource_arns_allowed,Security,false,false,false,Policy control — no Lambda execution role may use wildcard resource ARNs in IAM policies,Yes,Boolean,true|false,Public,Security Team,,Enforced via AWS Config rule; violation triggers CloudWatch alarm; all roles provisioned with specific ARNs only,2025-06-01
quota.user.monthly_solution_limit,Operations,10,10,10,Maximum number of solutions a single user may generate per calendar month,Yes,Integer,1-1000,Public,Operations,database.dynamodb.users_table_name,Fixed per SOW scope (10 solutions/user/month); override via POST /admin/quota/reset for ad-hoc increases,2025-06-01
quota.global.monthly_solution_limit,Operations,1000,100,1000,Maximum total solutions generated globally per calendar month enforced atomically in DynamoDB,Yes,Integer,1-100000,Public,Operations,database.dynamodb.global_quota_table_name,1000 solutions/month global cap per SOW; at 200/month steady state this provides 5× safety margin,2025-06-01
quota.global.alert_threshold_pct,Operations,90,80,90,Percentage of global monthly quota consumed before a CloudWatch alarm fires to notify Marcus Patel,Yes,Integer,50-99,Public,Operations,quota.global.monthly_solution_limit,Alert at 90% (900/1000 solutions) allows time to request a quota increase before the ceiling is hit,2025-06-01
quota.user.alert_threshold_count,Operations,8,8,8,Per-user solution count threshold at which a CloudWatch alarm fires to notify the operations team,Yes,Integer,1-999,Public,Operations,quota.user.monthly_solution_limit,Alert at 8 of 10 per-user limit gives 2 remaining before hard cap; enables proactive override for legitimate high-volume consultants,2025-06-01
integration.bedrock.generation_model_id,Integration,anthropic.claude-sonnet-4-6,anthropic.claude-sonnet-4-6,anthropic.claude-sonnet-4-6,Bedrock model ID for Claude Sonnet 4.6 used by Pre-Sales and Delivery Generator agents,Yes,String,Valid Bedrock model ID,Confidential,Integration Team,aws.region,Pinned to specific model version ARN in Lambda IAM policy to prevent unintended behaviour changes on model updates,2025-06-01
integration.bedrock.validation_model_id,Integration,anthropic.claude-haiku-4-5,anthropic.claude-haiku-4-5,anthropic.claude-haiku-4-5,Bedrock model ID for Claude Haiku 4.5 used by EO Validator Agent for cost-efficient quality checks,Yes,String,Valid Bedrock model ID,Confidential,Integration Team,aws.region,Haiku 4.5 is ~3× cheaper than Sonnet; running all quality-gate passes with Haiku keeps model spend under $5/solution,2025-06-01
integration.bedrock.max_retries_per_artifact,Integration,3,3,3,Maximum number of Bedrock generation + EO Validator retry cycles per artifact before flagging for human review,Yes,Integer,1-10,Public,Integration Team,integration.bedrock.generation_model_id,3-retry budget per SOW; artifacts exceeding this are written to DynamoDB with status VALIDATION_FAILED,2025-06-01
integration.bedrock.generation_retry_initial_delay_ms,Integration,1000,1000,1000,Initial backoff delay in milliseconds before first Bedrock retry on throttling error,Yes,Integer,100-30000,Public,Integration Team,integration.bedrock.generation_model_id,Longer initial delay (1 second) for LLM generation context vs standard SDK calls (100ms); exponential backoff applies,2025-06-01
integration.bedrock.target_cost_per_solution_usd,Integration,5.00,5.00,5.00,Target maximum combined Bedrock model spend (Sonnet + Haiku) per solution in USD,Yes,Number,0.01-100.00,Public,Integration Team,"integration.bedrock.generation_model_id, integration.bedrock.validation_model_id",Per SOW commitment of under $5/solution at 200/month steady state; CloudWatch alarm fires if spend exceeds $10,2025-06-01
integration.github.repository_url,Integration,https://github.com/predictif-solutions/amatra-artifacts,https://github.com/predictif-solutions/amatra-artifacts,https://github.com/predictif-solutions/amatra-artifacts,Fixed public GitHub repository URL for artifact commit pipeline per SOW scope,Yes,String,Valid HTTPS GitHub repository URL,Confidential,Integration Team,security.secrets.github_pat_secret_name,Fixed single repository per SOW out-of-scope boundary; multi-repo support requires Phase 2 change control,2025-06-01
integration.github.commit_retry_count,Integration,3,3,3,Maximum number of retry attempts for GitHub commit API calls before routing to CloudWatch DLQ,Yes,Integer,1-10,Public,Integration Team,integration.github.repository_url,GitHub 5xx errors retried up to 3 times; persistent failures logged to /amatra/{env}/github-commit-failures log group,2025-06-01
integration.github.branch,Integration,main,main,main,Target branch for all artifact commits in the fixed GitHub repository,Yes,String,Valid git branch name,Confidential,Integration Team,integration.github.repository_url,,2025-06-01
networking.api_gateway.stage_name,Networking,prod,dev,prod,API Gateway HTTP API v2 stage name used in the invocation URL path,Yes,String,"prod|staging|dev",Public,Network Team,solution.environment,,2025-06-01
networking.api_gateway.stage_arn,Networking,[api-gateway-stage-arn],[api-gateway-stage-arn],[api-gateway-stage-arn],API Gateway HTTP API v2 stage ARN used in WAF WebACL association,Yes,String,Valid API Gateway stage ARN,Confidential,Network Team,networking.api_gateway.stage_name,Populated post-Terraform provisioning; required for WAF attachment and CloudWatch access log configuration,2025-06-01
networking.api_gateway.throttle_burst_limit,Networking,10000,500,10000,API Gateway stage-level burst concurrency throttle limit,Yes,Integer,1-100000,Public,Network Team,networking.api_gateway.stage_name,AWS account default is 10000; set explicitly to ensure predictable quota enforcement behaviour,2025-06-01
networking.api_gateway.throttle_rate_limit,Networking,5000,200,5000,API Gateway stage-level steady-state requests-per-second throttle limit,Yes,Integer,1-50000,Public,Network Team,networking.api_gateway.stage_name,5000 rps steady state; WAF IP-level rate limit (100/min/IP) is the primary DDoS control for individual abusers,2025-06-01
networking.api_gateway.custom_domain,Networking,api.amatra.predictif.com,api-dev.amatra.predictif.com,api.amatra.predictif.com,Custom domain name for API Gateway endpoint; TLS certificate managed by ACM,Yes,String,Valid FQDN,Confidential,Network Team,networking.api_gateway.stage_name,ACM certificate must be in us-east-1 for API Gateway custom domain attachment (even for us-west-2 deployment),2025-06-01
networking.api_gateway.tls_minimum_version,Networking,TLS_1_2,TLS_1_2,TLS_1_2,Minimum TLS version enforced on the API Gateway custom domain,Yes,String,"TLS_1_0|TLS_1_2",Public,Security Team,networking.api_gateway.custom_domain,TLS 1.2 minimum per SOW security design; TLS 1.0 is deprecated and must not be enabled,2025-06-01
storage.s3.artifacts_bucket_name,Storage,amatra-prod-s3-artifacts-[aws-account-id],amatra-dev-s3-artifacts-[aws-account-id],amatra-prod-s3-artifacts-[aws-account-id],S3 bucket name for raw MD/CSV source artifacts and converted DOCX/PPTX/XLSX artifacts,Yes,String,Globally unique S3 bucket name,Confidential,Operations,aws.account_id,Versioning enabled from provisioning; public access blocked; artifacts served only via Lambda presigned URLs,2025-06-01
storage.s3.artifacts_versioning_enabled,Storage,true,true,true,Enable S3 object versioning on the artifacts bucket to support recovery and immutable lineage,Yes,Boolean,true|false,Public,Operations,storage.s3.artifacts_bucket_name,Versioning enables point-in-time artifact recovery; required for SOW RPO target of 1 hour,2025-06-01
storage.s3.artifacts_intelligent_tiering_days,Storage,90,90,90,Days after which S3 objects transition to Intelligent-Tiering storage class,Yes,Integer,1-365,Public,Operations,storage.s3.artifacts_bucket_name,Lifecycle rule per SOW data architecture; reduces long-term storage cost for aged artifacts at 200/month volume,2025-06-01
storage.s3.artifacts_prefix_raw,Storage,raw/,raw/,raw/,S3 key prefix for raw source markdown and CSV artifacts produced by generation agents,Yes,String,Non-empty string ending with /,Public,Operations,storage.s3.artifacts_bucket_name,Lambda IAM policies scope s3:PutObject to this prefix per agent role; separation from converted/ prefix required,2025-06-01
storage.s3.artifacts_prefix_converted,Storage,converted/,converted/,converted/,S3 key prefix for converted DOCX/PPTX/XLSX artifacts produced by eof-tools converter pipeline,Yes,String,Non-empty string ending with /,Public,Operations,storage.s3.artifacts_bucket_name,,2025-06-01
storage.s3.terraform_prefix,Storage,terraform/,terraform/,terraform/,S3 key prefix for Terraform IaC automation bundles produced by Code Generator agent,Yes,String,Non-empty string ending with /,Public,Operations,storage.s3.artifacts_bucket_name,Code Generator agent IAM role scoped to s3:PutObject on this prefix only,2025-06-01
storage.s3.guidance_bucket_name,Storage,amatra-prod-s3-guidance-[aws-account-id],amatra-dev-s3-guidance-[aws-account-id],amatra-prod-s3-guidance-[aws-account-id],S3 bucket containing EO Framework guidance files loaded by agents as prompt context,Yes,String,Globally unique S3 bucket name,Confidential,Operations,aws.account_id,Must be pre-populated before Phase 2 agent development begins per SOW dependency D3 (client responsibility),2025-06-01
storage.ecr.repository_name,Storage,amatra-prod-ecr-eoframework-agent,amatra-dev-ecr-eoframework-agent,amatra-prod-ecr-eoframework-agent,ECR repository name for agent container images containing eof-tools library,Yes,String,Valid ECR repository name,Confidential,Operations,solution.resource_name_prefix,Image scanning on push enabled; untagged images older than 30 days removed by lifecycle policy,2025-06-01
storage.ecr.image_scan_on_push,Storage,true,true,true,Enable ECR vulnerability scanning on every image push to detect CVEs in eof-tools Python dependencies,Yes,Boolean,true|false,Public,Operations,storage.ecr.repository_name,Scan results reviewed before AgentCore Runtime image registration in prod; critical CVEs block deployment,2025-06-01
monitoring.cloudwatch.log_retention_days,Monitoring,30,14,30,CloudWatch Log Group retention period in days for all Lambda function and agent logs,Yes,Integer,1-3653,Public,Operations,,30-day retention balances operational debugging needs against CloudWatch storage costs,2025-06-01
monitoring.cloudwatch.cloudtrail_log_retention_days,Monitoring,365,30,365,CloudWatch Log Group retention for CloudTrail forwarded logs used for real-time security alerting,Yes,Integer,1-3653,Public,Operations,security.cloudtrail.enabled,365-day minimum recommended for SOC 2 audit readiness; longer retention in S3 CloudTrail bucket,2025-06-01
monitoring.cloudwatch.dashboard_platform_health,Monitoring,amatra-prod-platform-health,amatra-dev-platform-health,amatra-prod-platform-health,CloudWatch dashboard name for Lambda errors / DynamoDB throttles / API Gateway 4xx-5xx view,Yes,String,Non-empty string,Public,Operations,solution.resource_name_prefix,One of four dashboards delivered at go-live; reviewed daily by Daniel Park's operations team,2025-06-01
monitoring.cloudwatch.dashboard_throughput,Monitoring,amatra-prod-solution-throughput,amatra-dev-solution-throughput,amatra-prod-solution-throughput,CloudWatch dashboard name for solutions per day/week/month and validation pass-rate view,Yes,String,Non-empty string,Public,Operations,solution.resource_name_prefix,Surfaced in exec review with Marcus Patel and Sarah Lin to demonstrate 95%+ pass-rate SLA,2025-06-01
monitoring.cloudwatch.dashboard_cost_telemetry,Monitoring,amatra-prod-cost-telemetry,amatra-dev-cost-telemetry,amatra-prod-cost-telemetry,CloudWatch dashboard name for Bedrock token spend by model and phase per-solution cost trend view,Yes,String,Non-empty string,Public,Operations,solution.resource_name_prefix,Critical for validating under $5/solution Bedrock spend target; reviewed weekly by Marcus Patel,2025-06-01
monitoring.cloudwatch.dashboard_quota_utilisation,Monitoring,amatra-prod-quota-utilisation,amatra-dev-quota-utilisation,amatra-prod-quota-utilisation,CloudWatch dashboard name for per-user and global quota consumption heat map view,Yes,String,Non-empty string,Public,Operations,solution.resource_name_prefix,,2025-06-01
monitoring.cloudwatch.xray_tracing_enabled,Monitoring,true,true,true,Enable AWS X-Ray distributed tracing on all Lambda functions and API Gateway stage,Yes,Boolean,true|false,Public,Operations,,X-Ray provides end-to-end latency attribution per solution generation; required for sub-60-minute SLA validation,2025-06-01
monitoring.canary.endpoint_path,Monitoring,/v1/quota,/v1/quota,/v1/quota,CloudWatch Synthetic Canary target endpoint path for availability monitoring every 5 minutes,Yes,String,Valid API path starting with /,Public,Operations,networking.api_gateway.custom_domain,Lightweight read-only endpoint chosen for canary; no Bedrock spend; confirms API GW → Lambda → DynamoDB chain,2025-06-01
monitoring.canary.interval_minutes,Monitoring,5,15,5,CloudWatch Synthetic Canary execution interval in minutes,Yes,Integer,1-60,Public,Operations,monitoring.canary.endpoint_path,5-minute interval in prod for fast failure detection; 2 consecutive failures trigger P1 alarm to Daniel Park,2025-06-01
monitoring.alerts.sns_topic_name,Monitoring,amatra-prod-ops-alerts,amatra-dev-ops-alerts,amatra-prod-ops-alerts,SNS topic name for all CloudWatch alarm notifications to Daniel Park's operations team,Yes,String,Valid SNS topic name,Confidential,Operations,solution.resource_name_prefix,All CloudWatch Alarms route to this topic; Daniel Park subscribes via email on go-live; PagerDuty webhook optional,2025-06-01
monitoring.alerts.sns_topic_arn,Monitoring,[sns-topic-arn],[sns-topic-arn],[sns-topic-arn],SNS topic ARN populated post-Terraform provisioning; referenced by all CloudWatch Alarm actions,Yes,String,Valid SNS ARN,Confidential,Operations,monitoring.alerts.sns_topic_name,Populated by Terraform output; used in all alarm Action definitions; subscribe Daniel Park email before go-live,2025-06-01
monitoring.alerts.lambda_error_rate_threshold_pct,Monitoring,5,10,5,Lambda error rate percentage threshold that triggers a P2 CloudWatch alarm,Yes,Number,0.1-100,Public,Operations,monitoring.alerts.sns_topic_arn,5% error rate threshold per SOW go-live readiness criteria (target < 1%); alarm fires for rapid incident response,2025-06-01
