#WIDTH: 38,14,25,25,25,50,8,15,28,12,18,22,30,12
#ALIGN: left,left,left,left,left,left,center,center,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
application.api_version,Application,v1,v1,v1,REST API version prefix used in all endpoint paths (/api/v1/),Yes,String,vN where N is a positive integer,Public,Development,application.name,,2026-07-01
application.presigned_url_ttl_seconds,Application,86400,86400,86400,Expiry time in seconds for S3 presigned artifact download URLs,Yes,Integer,3600-604800,Public,Development,storage.s3.artifacts_bucket_name,24-hour TTL per detailed design; clients must re-request if TTL expires,2026-07-01
application.max_brief_size_kb,Application,512,512,512,Maximum allowed client brief JSON payload size in kilobytes,Yes,Integer,64-1024,Public,Development,,Enforced by API Gateway request validator; rejects oversized briefs before Lambda invocation,2026-07-01
compute.lambda.runtime,Compute,python3.12,python3.12,python3.12,Python runtime version for all Lambda functions,Yes,String,python3.12|python3.11,Public,Development,,Python 3.12 is team standard per SOW; all boto3 calls use this runtime,2026-07-01
compute.lambda.api_submit.memory_mb,Compute,512,512,512,Memory allocation in MB for the brief-submission API Handler Lambda (isb-api-submit),Yes,Integer,128-10240,Public,Development,compute.lambda.runtime,512 MB sufficient for JSON validation and DynamoDB/SQS write; provisioned concurrency covers cold-start,2026-07-01
compute.lambda.api_submit.timeout_seconds,Compute,30,30,30,Timeout in seconds for the brief-submission API Handler Lambda,Yes,Integer,1-900,Public,Development,compute.lambda.api_submit.memory_mb,Must be less than API Gateway integration timeout of 29 s; synchronous path only,2026-07-01
compute.lambda.api_submit.provisioned_concurrency,Compute,5,0,5,Provisioned concurrency units for isb-api-submit to eliminate cold-start on latency-sensitive path,Yes,Integer,0-100,Public,Development,compute.lambda.api_submit.memory_mb,Provisioned in Prod only; Dev uses on-demand; targets ≤500 ms p99 API response SLA,2026-07-01
compute.lambda.bedrock_sonnet.memory_mb,Compute,1024,1024,1024,Memory allocation in MB for the Bedrock Invoker Lambda for Claude 3 Sonnet (complex artifact types),Yes,Integer,128-10240,Public,Development,compute.lambda.runtime,1024 MB required for large prompt assembly and response buffering for complex artifact types,2026-07-01
compute.lambda.bedrock_sonnet.timeout_seconds,Compute,900,900,900,Timeout in seconds for the Bedrock Invoker Lambda for Claude 3 Sonnet,Yes,Integer,1-900,Public,Development,compute.lambda.bedrock_sonnet.memory_mb,900 s (Lambda max) required; Step Functions TaskToken callback prevents blocking,2026-07-01
compute.lambda.bedrock_haiku.memory_mb,Compute,512,512,512,Memory allocation in MB for the Bedrock Invoker Lambda for Claude 3 Haiku (lightweight artifact types),Yes,Integer,128-10240,Public,Development,compute.lambda.runtime,512 MB sufficient for Haiku; lower-cost path for discovery questionnaire type,2026-07-01
compute.lambda.bedrock_haiku.timeout_seconds,Compute,600,600,600,Timeout in seconds for the Bedrock Invoker Lambda for Claude 3 Haiku,Yes,Integer,1-900,Public,Development,compute.lambda.bedrock_haiku.memory_mb,600 s sufficient for Haiku generation; reduces Lambda execution cost vs Sonnet,2026-07-01
compute.lambda.artifact_processor.memory_mb,Compute,512,512,512,Memory allocation in MB for the Artifact Processor / QA scoring Lambda,Yes,Integer,128-10240,Public,Development,compute.lambda.runtime,512 MB covers QA rubric scoring and S3 write; increased to 1024 MB if Phase 2 QA logic grows,2026-07-01
compute.lambda.artifact_processor.timeout_seconds,Compute,300,300,300,Timeout in seconds for the Artifact Processor / QA scoring Lambda,Yes,Integer,1-900,Public,Development,compute.lambda.artifact_processor.memory_mb,,2026-07-01
compute.lambda.reserved_concurrency_total,Compute,500,100,500,Total reserved Lambda concurrency across all platform functions to prevent account-level starvation,Yes,Integer,10-3000,Public,Development,compute.lambda.api_submit.provisioned_concurrency,Protects other AWS account workloads; sized for 24 concurrent generation jobs with headroom,2026-07-01
database.solution_state_table,Database,AmatraISB-SolutionState-Prod,AmatraISB-SolutionState-Dev,AmatraISB-SolutionState-Prod,DynamoDB table name for tracking solution job status and artifact S3 keys,Yes,String,Alphanumeric hyphens max 255 chars,Confidential,Database Team,aws.region,Table naming follows AmatraISB-{TableName}-{Env} convention from detailed design,2026-07-01
database.usage_tracking_table,Database,AmatraISB-UsageTracking-Prod,AmatraISB-UsageTracking-Dev,AmatraISB-UsageTracking-Prod,DynamoDB table name for per-user and global monthly generation usage counters,Yes,String,Alphanumeric hyphens max 255 chars,Confidential,Database Team,aws.region,Enforces per-user and global monthly limits; read before every job submission,2026-07-01
database.billing_mode,Database,PAY_PER_REQUEST,PAY_PER_REQUEST,PAY_PER_REQUEST,DynamoDB capacity billing mode for both tables,Yes,String,PAY_PER_REQUEST|PROVISIONED,Public,Database Team,,On-demand selected per SOW; scales automatically with up to 24 concurrent jobs; no reserved capacity,2026-07-01
database.pitr_enabled,Database,true,false,true,Enable DynamoDB Point-in-Time Recovery on both tables,Yes,Boolean,true|false,Public,Database Team,database.solution_state_table,PITR required in Prod to meet RPO ≤15 min target; disabled in Dev to reduce cost,2026-07-01
database.ttl_solution_state_days,Database,365,30,365,DynamoDB TTL in days for COMPLETE SolutionState records,Yes,Integer,1-3653,Public,Database Team,database.solution_state_table,FAILED records exempt from TTL pending investigation; GDPR right-to-erasure enforced via admin Lambda,2026-07-01
database.ttl_usage_tracking_days,Database,365,30,365,DynamoDB TTL in days for UsageTracking records,Yes,Integer,1-3653,Public,Database Team,database.usage_tracking_table,Supports GDPR right-to-erasure; 365 days sufficient for annual usage reporting,2026-07-01
database.encryption_key_alias,Database,alias/amatra-isb-dynamodb-prod,alias/amatra-isb-dynamodb-dev,alias/amatra-isb-dynamodb-prod,KMS CMK alias used for DynamoDB at-rest encryption on both tables,Yes,String,"Valid KMS alias format: alias/[a-zA-Z0-9/_-]+",Secret,Security Team,security.kms.dynamodb_key_id,Separate CMK per environment; annual automatic key rotation enabled per SOW,2026-07-01
storage.s3.artifacts_bucket_name,Storage,[amatra-isb-artifacts-prod-account-id],[amatra-isb-artifacts-dev-account-id],[amatra-isb-artifacts-prod-account-id],S3 bucket name for all generated artifacts stored under structured key taxonomy,Yes,String,Globally unique; lowercase alphanumeric hyphens,Confidential,Operations,aws.account_id,Globally unique; includes account ID suffix per naming convention; Block Public Access enforced,2026-07-01
storage.s3.cloudtrail_bucket_name,Storage,[amatra-isb-cloudtrail-logs-prod],[amatra-isb-cloudtrail-logs-dev],[amatra-isb-cloudtrail-logs-prod],S3 bucket name for immutable CloudTrail audit logs with Object Lock (WORM),Yes,String,Globally unique; lowercase alphanumeric hyphens,Confidential,Security Team,aws.account_id,Object Lock Compliance mode; 7-year retention; root user deny on CMK per SOC 2 requirement,2026-07-01
storage.s3.templates_bucket_name,Storage,[amatra-isb-templates-prod],[amatra-isb-templates-dev],[amatra-isb-templates-prod],S3 bucket name for Bedrock prompt templates and ingested legacy Word/Excel/PPT templates,Yes,String,Globally unique; lowercase alphanumeric hyphens,Confidential,Development,aws.account_id,Versioned objects; prompt templates committed to GitHub as source of truth and synced to S3 on deploy,2026-07-01
storage.s3.artifacts_lifecycle_standard_days,Storage,180,30,180,Days before artifacts are transitioned from S3 Standard to S3 Glacier Flexible Retrieval,Yes,Integer,30-3650,Public,Operations,storage.s3.artifacts_bucket_name,Reduces long-term storage cost by ~80%; aligns to SOW data retention policy,2026-07-01
storage.s3.versioning_enabled,Storage,true,true,true,Enable S3 versioning on the artifacts bucket to protect against accidental deletion,Yes,Boolean,true|false,Public,Operations,storage.s3.artifacts_bucket_name,Required for S3 Object-level audit in CloudTrail and GDPR right-to-erasure version history,2026-07-01
storage.s3.encryption_key_alias,Storage,alias/amatra-isb-s3-artifacts-prod,alias/amatra-isb-s3-artifacts-dev,alias/amatra-isb-s3-artifacts-prod,KMS CMK alias used for SSE-KMS encryption on the artifacts bucket,Yes,String,"Valid KMS alias format: alias/[a-zA-Z0-9/_-]+",Secret,Security Team,security.kms.s3_key_id,Unencrypted PutObject requests denied by bucket policy; annual key rotation enabled,2026-07-01
security.cognito.user_pool_id,Security,[cognito-user-pool-id],[cognito-user-pool-id],[cognito-user-pool-id],Amazon Cognito User Pool ID for all platform user authentication,Yes,String,"Format: {region}_[A-Za-z0-9]+",Secret,Security Team,aws.region,Provisioned in Phase 1 Month 2; replaces Okta as IdP; ~50 migrated users initially scaling to ~120,2026-07-01
security.cognito.user_pool_client_id,Security,[cognito-app-client-id],[cognito-app-client-id],[cognito-app-client-id],Cognito App Client ID used by API Gateway Cognito authoriser for JWT token validation,Yes,String,Alphanumeric 26-char string,Secret,Security Team,security.cognito.user_pool_id,Do not expose in client-side code; referenced by API Gateway authoriser only,2026-07-01
security.cognito.admin_group_name,Security,AmAdmin,AmAdmin,AmAdmin,Cognito group name for platform administrators with usage-limit override capability,Yes,String,Alphanumeric max 128 chars,Public,Security Team,security.cognito.user_pool_id,MFA (TOTP) enforced for all members of this group per SOC 2 CC6 control,2026-07-01
security.cognito.presales_group_name,Security,PreSales,PreSales,PreSales,Cognito group name for pre-sales consultants (Phase 1 artifact types only),Yes,String,Alphanumeric max 128 chars,Public,Security Team,security.cognito.user_pool_id,Access scoped to 4 Phase 1 artifact types; expanded to Delivery group post-Phase 2,2026-07-01
security.cognito.delivery_group_name,Security,Delivery,Delivery,Delivery,Cognito group name for delivery consultants with access to all 7 artifact types,Yes,String,Alphanumeric max 128 chars,Public,Security Team,security.cognito.user_pool_id,Activated in Phase 2; maps to full artifact_types list in application.artifact_types,2026-07-01
security.cognito.mfa_enforcement,Security,OPTIONAL,OPTIONAL,OPTIONAL,Cognito MFA enforcement level for PreSales and Delivery groups,Yes,String,OFF|OPTIONAL|REQUIRED,Public,Security Team,security.cognito.user_pool_id,AmAdmin group enforces MFA via Cognito group policy regardless of this setting; Phase 3 tightens to REQUIRED,2026-07-01
security.cognito.token_expiry_minutes,Security,15,60,15,Access token validity in minutes for Cognito-issued JWTs,Yes,Integer,5-1440,Public,Security Team,security.cognito.user_pool_id,15-min Prod expiry limits blast radius of stolen tokens; refresh token is 30 days,2026-07-01
security.kms.s3_key_id,Security,[kms-s3-artifacts-key-id],[kms-s3-artifacts-key-id],[kms-s3-artifacts-key-id],KMS Customer Managed Key ID for S3 artifacts bucket encryption,Yes,String,Valid KMS key ID or ARN,Secret,Security Team,aws.region,Store in Secrets Manager; annual rotation enabled; key policy denies all but named IAM roles,2026-07-01
security.kms.dynamodb_key_id,Security,[kms-dynamodb-key-id],[kms-dynamodb-key-id],[kms-dynamodb-key-id],KMS Customer Managed Key ID for DynamoDB table encryption,Yes,String,Valid KMS key ID or ARN,Secret,Security Team,aws.region,Separate CMK from S3 key; annual rotation enabled; used by both DynamoDB tables,2026-07-01
security.kms.cloudtrail_key_id,Security,[kms-cloudtrail-key-id],[kms-cloudtrail-key-id],[kms-cloudtrail-key-id],KMS Customer Managed Key ID for CloudTrail log bucket encryption,Yes,String,Valid KMS key ID or ARN,Secret,Security Team,aws.region,Root user explicitly denied usage in key policy per SOC 2 WORM requirement,2026-07-01
security.kms.secrets_manager_key_id,Security,[kms-secrets-manager-key-id],[kms-secrets-manager-key-id],[kms-secrets-manager-key-id],KMS Customer Managed Key ID for Secrets Manager secret encryption,Yes,String,Valid KMS key ID or ARN,Secret,Security Team,aws.region,Annual rotation enabled; fourth dedicated CMK per SOW security design,2026-07-01
security.waf.web_acl_arn,Security,[waf-web-acl-arn],[waf-web-acl-arn],[waf-web-acl-arn],ARN of the AWS WAF WebACL attached to the API Gateway REST API stage,Yes,String,Valid WAF WebACL ARN,Confidential,Security Team,integration.api_gateway.rest_api_id,WebACL includes CRS and KBI managed rule groups plus custom rate-limiting rule,2026-07-01
security.waf.rate_limit_per_ip_per_5min,Security,2000,500,2000,WAF rate-based rule threshold: maximum requests per IP per 5-minute window,Yes,Integer,100-100000,Public,Security Team,security.waf.web_acl_arn,Aligned to API Gateway stage throttle; prevents per-IP abuse while allowing burst for internal users,2026-07-01
security.s3.block_public_access,Security,true,true,true,Enforce S3 Block Public Access at the AWS account level,Yes,Boolean,true|false,Public,Security Team,,Must be true in all environments; enforced via AWS Config rule and SCP,2026-07-01
security.guardduty_enabled,Security,true,true,true,Enable AWS GuardDuty for continuous threat detection across the account,Yes,Boolean,true|false,Public,Security Team,,GuardDuty high-severity findings trigger automated Lambda remediation per SOW security design,2026-07-01
security.securityhub_enabled,Security,true,true,true,Enable AWS Security Hub to aggregate GuardDuty and Config findings,Yes,Boolean,true|false,Public,Security Team,security.guardduty_enabled,Reviewed weekly by Security & Compliance Lead; required for SOC 2 CC7 control evidence,2026-07-01
security.cloudtrail_enabled,Security,true,true,true,Enable AWS CloudTrail for all management events and S3 data events,Yes,Boolean,true|false,Public,Security Team,storage.s3.cloudtrail_bucket_name,CloudTrail with S3 Object Lock is the primary SOC 2 audit trail; must be enabled before Phase 1 go-live,2026-07-01
security.cloudtrail_retention_years,Security,7,1,7,Retention period in years for CloudTrail logs in the S3 audit bucket (Object Lock Compliance mode),Yes,Integer,1-10,Public,Security Team,storage.s3.cloudtrail_bucket_name,7-year retention meets SOC 2 and enterprise client contractual requirements,2026-07-01
security.session_timeout_minutes,Security,30,60,30,Inactive session timeout in minutes enforced by Cognito app client,Yes,Integer,5-480,Public,Security Team,security.cognito.user_pool_id,30-min Prod timeout aligns to SOC 2 CC6 access control requirements,2026-07-01
integration.api_gateway.rest_api_id,Integration,[api-gateway-rest-api-id],[api-gateway-rest-api-id],[api-gateway-rest-api-id],API Gateway REST API ID for the platform endpoint,Yes,String,10-char alphanumeric,Confidential,Integration Team,aws.region,Generated by CloudFormation; referenced by WAF WebACL attachment and custom domain mapping,2026-07-01
integration.api_gateway.stage_name,Integration,prod,dev,prod,API Gateway deployment stage name,Yes,String,Alphanumeric max 128 chars,Public,Integration Team,integration.api_gateway.rest_api_id,,2026-07-01
integration.api_gateway.throttle_burst_rps,Integration,500,50,500,API Gateway stage-level burst throttle limit in requests per second,Yes,Integer,1-10000,Public,Integration Team,integration.api_gateway.rest_api_id,500 RPS burst aligned to Lambda reserved concurrency of 500; prevents Lambda starvation,2026-07-01
integration.api_gateway.throttle_steady_rps,Integration,200,20,200,API Gateway stage-level steady-state throttle limit in requests per second,Yes,Integer,1-10000,Public,Integration Team,integration.api_gateway.rest_api_id,200 RPS steady-state supports 120 concurrent users with comfortable headroom,2026-07-01
integration.api_gateway.custom_domain,Integration,[api-custom-domain],[api-custom-domain-dev],[api-custom-domain],Custom domain name for the API Gateway endpoint,Yes,String,Valid FQDN,Confidential,Integration Team,integration.api_gateway.rest_api_id,ACM certificate auto-renews; TLS 1.2+ security policy enforced; DNS TTL 60 s pre-cutover,2026-07-01
integration.bedrock.sonnet_model_id,Integration,anthropic.claude-3-sonnet-20240229-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,anthropic.claude-3-sonnet-20240229-v1:0,Amazon Bedrock model ID for Claude 3 Sonnet used for complex artifact types,Yes,String,Valid Bedrock model ID,Public,Development,aws.region,Used for SoW / detailed design / implementation guide types; ~10M input tokens/month per SOW,2026-07-01
integration.bedrock.haiku_model_id,Integration,anthropic.claude-3-haiku-20240307-v1:0,anthropic.claude-3-haiku-20240307-v1:0,anthropic.claude-3-haiku-20240307-v1:0,Amazon Bedrock model ID for Claude 3 Haiku used for lightweight artifact types,Yes,String,Valid Bedrock model ID,Public,Development,aws.region,Used for discovery questionnaire type; ~60% lower cost than Sonnet per SOW cost model,2026-07-01
integration.bedrock.max_input_tokens_monthly,Integration,10000000,1000000,10000000,Monthly Bedrock input token budget across all artifact generation jobs,Yes,Integer,100000-100000000,Public,Development,integration.bedrock.sonnet_model_id,P3 CloudWatch alarm fires at 80% consumed; aligned to SOW scope ~10M input tokens/month,2026-07-01
integration.bedrock.max_output_tokens_monthly,Integration,5000000,500000,5000000,Monthly Bedrock output token budget across all artifact generation jobs,Yes,Integer,100000-50000000,Public,Development,integration.bedrock.sonnet_model_id,Aligned to SOW scope ~5M output tokens/month; Haiku substitution reduces cost when budget at 80%,2026-07-01
integration.bedrock.retry_max_attempts,Integration,3,3,3,Maximum Step Functions retry attempts on Bedrock ThrottlingException or ServiceUnavailableException,Yes,Integer,1-10,Public,Development,"integration.bedrock.sonnet_model_id,integration.bedrock.haiku_model_id",Exponential backoff with 30 s initial interval and rate 2; after 3 failures job marked FAILED,2026-07-01
integration.bedrock.retry_interval_seconds,Integration,30,10,30,Initial retry interval in seconds for Bedrock invocation failures in Step Functions,Yes,Integer,1-300,Public,Development,integration.bedrock.retry_max_attempts,,2026-07-01
integration.sqs.job_queue_name,Integration,amatra-isb-job-queue-prod,amatra-isb-job-queue-dev,amatra-isb-job-queue-prod,SQS Standard Queue name for async generation job messages,Yes,String,Alphanumeric hyphens max 80 chars,Confidential,Integration Team,aws.region,Visibility timeout 5 min; message retention 4 days; DLQ attached per detailed design,2026-07-01
integration.sqs.dlq_name,Integration,amatra-isb-job-dlq-prod,amatra-isb-job-dlq-dev,amatra-isb-job-dlq-prod,SQS Dead Letter Queue name for failed job messages after max receive attempts,Yes,String,Alphanumeric hyphens max 80 chars,Confidential,Integration Team,integration.sqs.job_queue_name,DLQ depth > 0 triggers P1 SNS alert; messages investigated and replayed manually or via replay Lambda,2026-07-01
integration.sqs.visibility_timeout_seconds,Integration,300,300,300,SQS visibility timeout in seconds for job queue messages,Yes,Integer,0-43200,Public,Integration Team,integration.sqs.job_queue_name,Must be >= Step Functions Initiator Lambda timeout to prevent duplicate processing,2026-07-01
integration.sqs.message_retention_seconds,Integration,345600,345600,345600,SQS message retention period in seconds (4 days),Yes,Integer,60-1209600,Public,Integration Team,integration.sqs.job_queue_name,4 days provides buffer for investigation of stuck jobs; DLQ catches unprocessed messages,2026-07-01
integration.sqs.max_receive_count,Integration,3,3,3,Maximum number of times a message is received before moving to the DLQ,Yes,Integer,1-1000,Public,Integration Team,"integration.sqs.job_queue_name,integration.sqs.dlq_name",Aligns to Bedrock retry max attempts; after 3 failures message routes to DLQ for triage,2026-07-01
integration.stepfunctions.state_machine_arn,Integration,[step-functions-state-machine-arn],[step-functions-state-machine-arn],[step-functions-state-machine-arn],ARN of the AWS Step Functions Standard Workflow for async generation orchestration,Yes,String,Valid Step Functions ARN,Confidential,Integration Team,aws.region,Supports up to 2000 concurrent executions; 90-day execution history retention per detailed design,2026-07-01
integration.stepfunctions.execution_history_days,Integration,90,30,90,Step Functions execution history retention period in days,Yes,Integer,1-90,Public,Integration Team,integration.stepfunctions.state_machine_arn,90 days supports job audit and replay; CloudTrail provides longer-term audit trail,2026-07-01
integration.secrets_manager.secret_prefix,Integration,amatra/prod,amatra/dev,amatra/prod,Prefix path for all Secrets Manager secrets following convention amatra/{env}/{service}/{secret-name},Yes,String,"Alphanumeric slashes format amatra/{env}",Confidential,Integration Team,aws.region,All 10 initial secrets stored under this prefix; Lambda caches at init to reduce API call costs,2026-07-01
integration.datadog.api_key,Integration,[datadog-api-key],[datadog-api-key],[datadog-api-key],Datadog API key for Lambda layer APM agent telemetry and cold-start profiling,Yes,String,32-char hex string,Secret,Operations,integration.secrets_manager.secret_prefix,Store in Secrets Manager under amatra/{env}/datadog/api-key; rotate annually; fire-and-forget telemetry,2026-07-01
integration.github_actions.oidc_role_arn,Integration,[github-actions-oidc-role-arn],[github-actions-oidc-role-arn],[github-actions-oidc-role-arn],IAM Role ARN assumed by GitHub Actions via OIDC for CI/CD deployments,Yes,String,Valid IAM Role ARN,Secret,Cloud CoE,aws.account_id,No static AWS credentials stored in GitHub; OIDC token exchange per deploy; Prod requires manual approval,2026-07-01
monitoring.cloudwatch.operations_dashboard,Monitoring,amatra-isb-operations-prod,amatra-isb-operations-dev,amatra-isb-operations-prod,CloudWatch dashboard name for real-time async job queue depth and Lambda error rates,Yes,String,Non-empty string max 255 chars,Public,Operations,aws.region,One of 3 CloudWatch dashboards per detailed design; JSON definitions delivered in handover package,2026-07-01
monitoring.cloudwatch.sla_dashboard,Monitoring,amatra-isb-sla-prod,amatra-isb-sla-dev,amatra-isb-sla-prod,CloudWatch dashboard name for monthly availability percentage and job completion rate vs SLA targets,Yes,String,Non-empty string max 255 chars,Public,Operations,aws.region,Tracks 99.9% availability and ≤60 min job completion SLA; reviewed by VP Engineering weekly,2026-07-01
monitoring.cloudwatch.quality_dashboard,Monitoring,amatra-isb-quality-prod,amatra-isb-quality-dev,amatra-isb-quality-prod,CloudWatch dashboard name for QA first-pass acceptance rate and Bedrock token consumption,Yes,String,Non-empty string max 255 chars,Public,Operations,aws.region,Tracks ≥90% QA first-pass target and monthly token budget; token P3 alarm fires at 80% consumed,2026-07-01
monitoring.cloudwatch.log_retention_days,Monitoring,90,30,90,Retention period in days for all Lambda function CloudWatch Log Groups,Yes,Integer,1-3653,Public,Operations,,90 days balances cost and investigation window; structured JSON format enables Log Insights queries,2026-07-01
monitoring.sns.alerts_topic_arn,Monitoring,[sns-alerts-topic-arn],[sns-alerts-topic-arn],[sns-alerts-topic-arn],SNS topic ARN for operational alerts routing to PagerDuty (P1) and Slack (P2),Yes,String,Valid SNS ARN,Confidential,Operations,aws.region,All CloudWatch alarms route to this topic; subscriptions: PagerDuty P1 / Slack #amatra-isb-ops P2,2026-07-01
monitoring.alarm.job_failure_rate_threshold_pct,Monitoring,5,10,5,Async job failure rate percentage threshold that triggers a P1 PagerDuty alert,Yes,Integer,1-100,Public,Operations,monitoring.sns.alerts_topic_arn,Evaluated over 5-minute window on Step Functions execution failure rate metric,2026-07-01
monitoring.alarm.api_5xx_threshold_pct,Monitoring,1,5,1,API Gateway 5xx error rate percentage threshold that triggers a P2 Slack alert,Yes,Integer,1-100,Public,Operations,monitoring.sns.alerts_topic_arn,Evaluated over 15-minute window; VP Engineering notified via Slack #amatra-isb-ops,2026-07-01
monitoring.alarm.bedrock_budget_warning_pct,Monitoring,80,80,80,Bedrock monthly token consumption percentage threshold that triggers a P3 email alert,Yes,Integer,50-100,Public,Operations,monitoring.sns.alerts_topic_arn,Email sent to Head of Solutions; triggers Haiku substitution review per detailed design cost model,2026-07-01
monitoring.alarm.dlq_depth_threshold,Monitoring,1,1,1,SQS DLQ message count threshold that triggers a P1 alert,Yes,Integer,1-1000,Public,Operations,"monitoring.sns.alerts_topic_arn,integration.sqs.dlq_name",Any DLQ message is P1; evaluated immediately; VP Engineering investigates failed job,2026-07-01
monitoring.alarm.cognito_auth_failure_pct,Monitoring,10,20,10,Cognito authentication failure rate percentage threshold triggering a P2 alert and GuardDuty review,Yes,Integer,1-100,Public,Operations,"monitoring.sns.alerts_topic_arn,security.guardduty_enabled",Credential-stuffing detection; automated Lambda remediation suspends Cognito user if GuardDuty confirms,2026-07-01
monitoring.synthetics.health_check_interval_seconds,Monitoring,60,300,60,CloudWatch Synthetics canary polling interval in seconds for GET /api/v1/health availability measurement,Yes,Integer,60-3600,Public,Operations,integration.api_gateway.rest_api_id,Primary SLA measurement signal for 99.9% monthly availability target; runs from us-west-2,2026-07-01
operations.usage_limit.per_user_monthly_default,Operations,10,5,10,Default monthly generation count limit per Amatra internal user,Yes,Integer,1-1000,Public,Operations,database.usage_tracking_table,Enforced by pre-authorisation Lambda before each job submission; AmAdmin can override per user,2026-07-01
operations.usage_limit.global_monthly_default,Operations,240,50,240,Default monthly global generation count limit across all users,Yes,Integer,1-10000,Public,Operations,database.usage_tracking_table,240 = 24 engagements/quarter × 10 artifact types; AmAdmin can override; aligned to SOW scope,2026-07-01
operations.backup.cognito_export_schedule,Operations,cron(0 2 * * ? *),cron(0 2 * * ? *),cron(0 2 * * ? *),CloudWatch Events cron expression for nightly Cognito user pool export to S3,Yes,String,Valid CloudWatch Events cron expression,Public,Operations,"storage.s3.artifacts_bucket_name,security.cognito.user_pool_id",Nightly at 02:00 UTC; export encrypted with amatra-s3-artifacts-cmk; ~120 users; RTO ≤30 min restore,2026-07-01
operations.backup.dynamodb_pitr_window_days,Operations,35,7,35,DynamoDB PITR continuous backup window in days,Yes,Integer,1-35,Public,Operations,database.pitr_enabled,AWS maximum is 35 days; supports RPO ≤15 min target; restore tested at each phase go-live gate,2026-07-01
operations.cicd.github_repo,Operations,amatra/amatra-isb,amatra/amatra-isb,amatra/amatra-isb,GitHub repository containing all Lambda source code and CloudFormation/SAM templates,Yes,String,"Valid GitHub org/repo format",Confidential,Cloud CoE,,GitOps model; all infra changes via pull request; no direct console changes to Production,2026-07-01
operations.cicd.production_approval_required,Operations,true,false,true,Require manual GitHub Actions approval gate before deploying to Production environment,Yes,Boolean,true|false,Public,Cloud CoE,operations.cicd.github_repo,Approval action logged to CloudTrail; VP Engineering is designated approver for production deploys,2026-07-01
operations.cicd.lambda_alias_prod,Operations,$PROD,$DEV,$PROD,Lambda function alias name used for production traffic routing in blue-green deployments,Yes,String,Non-empty string max 128 chars,Public,Cloud CoE,compute.lambda.runtime,Blue-green promotion; rollback = revert alias to prior version; target ≤30 min rollback time,2026-07-01
