# SCOPE ASSUMPTIONS
#WIDTH: 25,35,30,25,25,30,40
#ALIGN: left,left,left,left,left,left,left
Category,Baseline Assumption,Current Scope,Small (1x),Medium (2x),Large (3x),Notes
Users / Monthly Active Users,Single department ~100 MAU,"Starting at 0; projections for 100 / 10K / 100K MAU",Up to 100 MAU,"Up to 10,000 MAU","100,000+ MAU",Cost modeling required for all three tiers for investor conversations
Content Catalog,Single-genre catalog ~1000 tracks,"Existing FlutterFlow / Firebase catalog with titles + metadata; lyric and transcript files where available","Up to 2,000 tracks","Up to 50,000 tracks","500,000+ tracks","Firebase data-migration execution is out of scope; catalog is read via API"
AI/ML Models in Scope,1 baseline recommendation model,"Content-intelligence classifier + preference-learning model + mood-to-content matcher + playlist generator + retraining pipeline",1 model,3-5 models,10+ models,"Medium complexity — 5 interacting ML components built from scratch"
AWS Environments,Single prod environment,"Dev + Staging environments; production deployment out of scope for this engagement",1 environment,2 environments,3+ environments,Production deployment deferred to a later phase
Integration Points / APIs,1 downstream consumer,"FlutterFlow mobile app calling secured REST API; no frontend modification required",1 integration,2-3 integrations,5+ integrations,All API contracts must be documented for independent operation
Data Schemas,Basic metadata schema,"User preference vectors + content metadata + mood taxonomy; defined and documented in Phase 1",Basic schema,Intermediate schema with versioning,Full ontology with multi-language support,"Mood taxonomy and data schema design are explicit Phase 1 deliverables"
Compliance / Security,Standard AWS best practices,"Dedicated AWS account provided by customer; security controls under existing or new dedicated security account",Standard IAM + encryption,NIST CSF aligned,FedRAMP / SOC 2 ready,No specific compliance framework stated; AWS security baseline assumed
Knowledge Transfer,Single handoff session,"Two formal knowledge-transfer sessions + full operational runbook delivery",1 session,2 sessions,4+ sessions,Runbooks and API documentation required for independent operation post-engagement

# ESTIMATE SETTINGS
#WIDTH: 25,30,15,80
#ALIGN: left,left,center,left
Phase,Variable Name,Multiplier,Description / Applies To Tasks
Discovery & Architecture Planning,discovery_factor,1.0,Baseline — requirements workshop + architecture design + data schema definition + tiered cost modeling
Content Intelligence Development,content_intelligence_factor,1.2,Elevated complexity — lyric/transcript NLP pipeline + audio analysis + catalog enrichment at ingest time
Recommendation Engine Development,recommendation_factor,1.3,Highest complexity — preference-learning model + mood-to-content matching + playlist generation + retraining pipeline
API Service Layer Development,api_factor,1.1,Moderate complexity — authenticated REST endpoints + feedback capture + API documentation
Testing & Validation,testing_factor,1.0,End-to-end functional + integration + performance testing across all pipeline components
Integration & Deployment,deployment_factor,1.0,End-to-end validation + production-readiness checks + knowledge-transfer sessions + final documentation delivery
Management,management_factor,1.0,Project management and technical leadership overhead (10% of engineering hours)

# LEVEL OF EFFORT
#WIDTH: 15,25,50,15,12,14,12,12,15,25,40
#ALIGN: left,left,left,left,right,center,right,right,right,left,left
Phase,Work Package,Task Description,Resource Type,Base Hours,Effort Multiplier,Actual Hours,Rate,Cost Estimate,Dependencies,Notes
Content Intelligence Development,Catalog Enrichment Service,"Build catalog-enrichment Lambda triggered at artist/podcast upload time to apply classification outputs to metadata",Solutions Engineer,24,1.2,29,$200,$5800,"NLP Emotion Classifier, Audio Analysis Pipeline","Runs at ingest time; does not require frontend change"
Content Intelligence Development,Classification Endpoint (Internal),"Expose internal classification endpoint consumed by catalog enrichment pipeline and tested end-to-end",Solutions Engineer,16,1.2,19,$200,$3800,Catalog Enrichment Service,"Internal endpoint only; public-facing endpoint built in API Development phase"
Recommendation Engine Development,Preference Data Schema & Ingestion,"Implement DynamoDB schema for user preference vectors and ingestion path for mood inputs + genre selections + interaction events",Solutions Engineer,16,1.3,21,$200,$4200,Phase 1 Documentation,"Listening-history storage analysis deferred to later phase; schema designed for forward compatibility"
Recommendation Engine Development,Preference Learning Model,"Build and train collaborative-filtering / content-based hybrid preference-learning model on SageMaker",ML/AI Engineer,48,1.3,62,$250,$15500,Preference Data Schema & Ingestion,Cold-start strategy required for new users with no history
Recommendation Engine Development,Mood-to-Content Matching Algorithm,"Develop algorithm correlating mood-state input with multi-attribute content vectors from catalog enrichment",ML/AI Engineer,32,1.3,42,$250,$10500,"Preference Learning Model, Content Intelligence Development",Bridges mental-health and faith use case — core differentiator
Recommendation Engine Development,Playlist Generation Service,"Build playlist-generation service incorporating preference weighting + session context + feedback signals",Solutions Engineer,32,1.3,42,$200,$8400,Mood-to-Content Matching Algorithm,"Lambda-based service; output is ordered list of track/podcast IDs"
Recommendation Engine Development,Model Retraining Pipeline,"Implement SageMaker Pipeline for scheduled model retraining as interaction data accumulates",ML/AI Engineer,24,1.3,31,$250,$7750,Playlist Generation Service,"Retraining cadence configurable; initial cadence weekly"
API Service Layer Development,API Design & Contract Documentation,"Define and document all REST API contracts — user profile/session + classification + playlist + feedback endpoints",Solution Architect,16,1.1,18,$225,$4050,Recommendation Engine Development,API contracts must be documented for independent operation per brief
API Service Layer Development,API Gateway & Lambda Setup,"Provision API Gateway + Lambda authorizer + IAM roles + WAF rules for secured public-facing API layer",Solutions Engineer,24,1.1,26,$200,$5200,API Design & Contract Documentation,Dedicated AWS account provided by customer
API Service Layer Development,User Profile & Session Endpoint,"Implement authenticated user-profile and session management endpoint with JWT / Cognito integration",Solutions Engineer,16,1.1,18,$200,$3600,API Gateway & Lambda Setup,"FlutterFlow calls this without frontend modification"
API Service Layer Development,Content Classification Endpoint,"Expose secured content-classification endpoint callable at artist/podcast upload time",Solutions Engineer,16,1.1,18,$200,$3600,"API Gateway & Lambda Setup, Content Intelligence Development",Public-facing version of internal Phase 2 endpoint
API Service Layer Development,Playlist Generation Endpoint,"Expose playlist-generation endpoint accepting mood and user context; return ordered track/podcast list",Solutions Engineer,16,1.1,18,$200,$3600,"API Gateway & Lambda Setup, Playlist Generation Service",Core consumer-facing endpoint
API Service Layer Development,Listening History & Feedback Capture,"Implement feedback-capture endpoint (play / skip / like / dislike) feeding preference-learning loop via EventBridge + SQS",Solutions Engineer,16,1.1,18,$200,$3600,"Playlist Generation Endpoint, Model Retraining Pipeline",Feeds the continuous improvement loop
API Service Layer Development,API Security Hardening,"Implement API throttling + request validation + secrets management (AWS Secrets Manager) + security review",Security Engineer,16,1.1,18,$225,$4050,All API Layer Endpoints,"Security controls under existing or new dedicated security account"
Testing & Validation,Content Intelligence Testing,"Validate classifier accuracy against holdout set + catalog enrichment pipeline end-to-end functional test",QA Engineer,16,1.0,16,$150,$2400,Classification Endpoint (Internal),Accuracy metrics documented in deliverable
Testing & Validation,Recommendation Engine Testing,"Validate preference-learning model accuracy + playlist generation relevance + retraining pipeline execution",QA Engineer,24,1.0,24,$150,$3600,Model Retraining Pipeline,Bias and fairness review included
Testing & Validation,API Layer Testing,"End-to-end API functional + integration tests; simulate FlutterFlow call patterns against all endpoints",QA Engineer,16,1.0,16,$150,$2400,API Security Hardening,Validates no frontend modification required
Testing & Validation,Performance & Load Testing,"Test API performance under simulated load for 100 / 10K MAU scenarios; document latency and throughput baselines",QA Engineer,16,1.0,16,$150,$2400,API Layer Testing,Feeds tiered cost model accuracy
Integration & Deployment,End-to-End Validation,"Validate full pipeline — content upload to classification to catalog enrichment to mood input to playlist generation to feedback capture",Solutions Engineer,24,1.0,24,$200,$4800,Testing & Validation,Validates against FlutterFlow call patterns from brief
Integration & Deployment,Operational Runbook Development,"Create comprehensive operational runbooks covering all services — deployment + scaling + retraining + incident response",Technical Writer,24,1.0,24,$125,$3000,End-to-End Validation,Required for independent operation per brief
Integration & Deployment,Knowledge Transfer Session 1,"Conduct KT session 1 — architecture overview + pipeline operations + retraining procedure for engineering team",Solution Architect,8,1.0,8,$225,$1800,Operational Runbook Development,Two formal KT sessions required per brief
Integration & Deployment,Knowledge Transfer Session 2,"Conduct KT session 2 — API operations + security runbook + monitoring + incident-response walkthrough",Solutions Engineer,8,1.0,8,$200,$1600,Knowledge Transfer Session 1,Customer technical team must attend both sessions
Integration & Deployment,Final Deliverable Package,"Compile and deliver complete as-built documentation — architecture diagrams + data schemas + API contracts + runbooks",Technical Writer,16,1.0,16,$125,$2000,"Operational Runbook Development, Both KT Sessions",All deliverables documented for independent operation
Integration & Deployment,Project Closeout,"Project retrospective + lessons learned + AWS funding reconciliation + final invoice preparation",Project Manager,8,1.0,8,$175,$1400,Final Deliverable Package,"Net-10 invoicing after project kickoff per brief"
Management,Technical Leadership,"Quarterback technical oversight across all phases — architecture review, escalation, quality assurance",EO Quarterback,"=ROUND(SUM($G$9:$G$50)*0.10,0)",1.0,"=ROUND(SUM($G$9:$G$50)*0.10,0)",$225,"=TEXT(ROUND(SUM($G$9:$G$50)*0.10,0)*225,""$#,##0"")",,10% of all engineering task hours
Management,Project Management,"Project coordination + status reporting + stakeholder communication + schedule management across all phases",EO Project Manager,"=ROUND(SUM($G$9:$G$50)*0.10,0)",1.0,"=ROUND(SUM($G$9:$G$50)*0.10,0)",$175,"=TEXT(ROUND(SUM($G$9:$G$50)*0.10,0)*175,""$#,##0"")",,10% of all engineering task hours
,,,,,TOTAL HOURS,"=SUM($G$9:$G$52)",TOTAL COST,"=TEXT(SUMPRODUCT($G$9:$G$52,$H$9:$H$52),""$#,##0"")",,

# CREDITS
#WIDTH: 25,15,100
#ALIGN: left,right,left
Credit Type,Credit Amount,Credit Comments
AWS Partner Funding Credit,"($25,000)","AWS Partner Funding Portal (AFP) credit covering 100% of professional services fee; nClouds does not begin work until AWS funding approval is confirmed. Eligibility: nClouds APN partner program — AI/ML solution build on AWS for qualified ISV customer ANP Streaming."
NET PROFESSIONAL SERVICES COST,$0.00,Total professional services cost fully offset by AWS Partner Funding — net customer cost is $0.00 on professional services. Customer remains responsible for all AWS service-consumption fees incurred by the delivered solution.
