Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
SEC-008,Security & Compliance,Audit & Logging,"What logging and audit trail requirements exist for artifact generation events?","Specify retention period for CloudTrail, API Gateway access logs, and Lambda logs in CloudWatch","","SOC 2 requires immutable audit logs; retention period (typically ≥1 year) must be defined upfront"
SEC-009,Security & Compliance,Network Security,"Is the platform entirely public-internet-facing via API Gateway, or are VPC-private endpoints required?","Clarify if Lambda and DynamoDB should use VPC endpoints, and whether AWS WAF is required on API Gateway","","WAF + VPC endpoints add cost and complexity but are often required for SOC 2 network controls"
SEC-010,Security & Compliance,Vulnerability Management,"What is the process for patching Lambda runtimes and third-party dependencies (e.g. Python packages)?","Describe cadence, responsibility (Amatra Engineering), and tooling (Amazon Inspector, Dependabot, etc.)","","Vulnerability management programme is a SOC 2 CC7 control requirement"
SEC-011,Security & Compliance,Data Governance,"How must client brief data be handled after an engagement is closed or a client account is deleted?","Specify data-deletion SLAs, right-to-erasure (GDPR Article 17) requirements, and S3 Object Lifecycle policies","","GDPR data-subject deletion rights require automated lifecycle policies and documented procedures"
OPS-001,Operations & Support,RTO,"What is the Recovery Time Objective (RTO) for the platform in the event of a service outage?","e.g. <1 hour, <4 hours, <24 hours — is 99.9% availability SLA consistent with a <1-hour RTO?","","RTO drives multi-AZ Lambda deployment, DynamoDB global tables consideration, and failover automation design"
OPS-002,Operations & Support,RPO,"What is the Recovery Point Objective (RPO) — how much data loss is acceptable in a failure scenario?","e.g. zero data loss, <5 minutes, <1 hour — DynamoDB point-in-time recovery and S3 versioning must align","","RPO determines DynamoDB PITR configuration and S3 versioning/replication settings"
OPS-003,Operations & Support,Monitoring,"What monitoring and alerting stack will be used — Amazon CloudWatch native, Datadog, Grafana, or other?","Include dashboards, alert channels (PagerDuty, Slack, email), and on-call rotation ownership","","Monitoring architecture must be defined in Phase 1; post-launch visibility is critical for a 99.9% SLA"
OPS-004,Operations & Support,Monitoring,"What business-level metrics must be tracked in addition to infrastructure metrics?","e.g. artifacts generated per day, job success/failure rate, average generation time, token consumption","","Business KPIs are success-criteria metrics; CloudWatch custom metrics or a BI dashboard may be needed"
OPS-005,Operations & Support,Support Coverage,"What support coverage is required for the platform — business hours (8×5), extended, or 24×7?","Identify who provides L1/L2 support: internal Amatra Engineering or a managed-services partner","","Support model affects staffing costs and must align with the 99.9% availability commitment"
OPS-006,Operations & Support,Maintenance Windows,"Are there defined maintenance windows when planned downtime is acceptable?","e.g. Sunday 00:00–04:00 Pacific — serverless architecture minimises downtime but DynamoDB index changes may require it","","Even serverless deployments need maintenance windows for schema migrations and major Bedrock model version updates"
OPS-007,Operations & Support,Capacity Planning,"How will token-consumption quotas be managed as usage scales from MVP to GA?","Describe Bedrock service-quota increase process and any reserved throughput (Provisioned Throughput) plans","","Bedrock on-demand throughput has soft limits; provisioned throughput may be needed for peak SLA compliance"
OPS-008,Operations & Support,Incident Management,"What is the incident management and escalation process once the platform is live?","Define severity levels, response times, escalation path (e.g. on-call engineer → VP Engineering → CTO)","","Formalising this in Phase 1 prevents ad-hoc incident handling and is required for SOC 2 CC7"
IMPL-001,Implementation Planning,Migration Approach,"What is the preferred approach for migrating from manual Google Workspace processes to the new platform?","Options: phased rollout (pilot team first), department-wide cutover, or parallel run with manual as fallback","","Migration approach determines change-management effort and the acceptable risk level for early adopters"
IMPL-002,Implementation Planning,Migration Approach,"How will existing Okta user accounts be migrated to Amazon Cognito — bulk import, SCIM sync, or manual?","Provide number of users to migrate and whether their session history or preferences must be preserved","","Identity migration is a Phase 1 prerequisite; timeline must account for Okta licence run-down and Cognito testing"
IMPL-003,Implementation Planning,Migration Approach,"Will the legacy EC2 monolith be decommissioned before or after Phase 1 go-live?","Clarify any data or functionality that still depends on the monolith and must be replicated in the new platform","","Parallel operation of legacy and new platform adds infrastructure cost and integration complexity"
IMPL-004,Implementation Planning,Phasing,"What is the detailed scope boundary between Phase 1 (Pre-Sales MVP) and Phase 2 (Delivery + Terraform)?","List which artifact types are in scope for each phase and which features (e.g. Terraform generation) are Phase 2-only","","Clear phase boundaries prevent scope creep and protect the 2026-09-30 Phase 1 deadline"
IMPL-005,Implementation Planning,Downtime Tolerance,"What is the maximum acceptable downtime during the production launch (go-live cutover) for Phase 1?","e.g. zero downtime blue/green deployment, <30-minute maintenance window outside business hours","","Serverless architecture supports zero-downtime deploys, but first-time Cognito and DynamoDB provisioning may require brief windows"
IMPL-006,Implementation Planning,Resource Availability,"What internal engineering resources from Amatra's team are available to support the build?","Identify team members, roles, estimated weekly hours, and any competing project commitments","","Resource availability directly impacts sprint velocity, vendor dependency, and overall timeline feasibility"
IMPL-007,Implementation Planning,Resource Availability,"Will Amatra use an external delivery partner (SI/MSP) for build, or is this an internal-only build?","If a partner is involved, identify procurement timeline and contracting approach","","External partner onboarding can add 4–8 weeks to the start; must be factored into Phase 1 timeline"
IMPL-008,Implementation Planning,Training Needs,"What training is required for pre-sales consultants to use the new platform effectively?","Cover platform navigation, brief authoring best practices, artifact review and QA process","","Training plan must be delivered before GA; train-the-trainer model may scale better than individual sessions"
IMPL-009,Implementation Planning,Training Needs,"What admin training is required for the team managing Cognito user groups and usage quotas?","Identify who will be the platform administrator and whether runbooks/playbooks must be delivered","","Admin enablement is a go-live dependency; undocumented admin procedures create SOC 2 control gaps"
IMPL-010,Implementation Planning,UAT & Go-Live,"What is the User Acceptance Testing approach — who conducts it, what scenarios must pass, and what is the exit criteria?","Define UAT participants (pre-sales consultants, Head of Solutions), scenario count, and acceptable defect threshold","","UAT exit criteria gate the Phase 1 go-live; unclear criteria lead to delayed sign-off"
IMPL-011,Implementation Planning,UAT & Go-Live,"How will artifact quality be evaluated during UAT — automated scoring, manual peer review, or a QA rubric?","Reference the ≥90% first-pass QA target; define what constitutes a 'pass'","","Quality gate methodology must be agreed before UAT begins to avoid subjective sign-off disputes"
RISK-001,Risk & Constraints,Project Risks,"What happens to the project if the 2026-09-30 Phase 1 deadline is missed?","Identify contractual, commercial, or reputational consequences and acceptable contingency plans","","Flagship client renewal is contingent on faster turnaround; delay risk has direct revenue implications"
RISK-002,Risk & Constraints,Technical Risks,"How will the team handle Amazon Bedrock service limits (tokens per minute) during peak concurrent job runs?","Describe mitigation: job queuing (SQS), exponential back-off, or pre-purchased Provisioned Throughput","","Bedrock throttling is the most likely cause of SLA breach; mitigation must be designed in Phase 1"
RISK-003,Risk & Constraints,Dependencies,"Are there third-party dependencies (e.g. document-generation libraries for DOCX/PPTX/XLSX) that must be evaluated and licensed?","List any open-source or commercial libraries under consideration and confirm licence compatibility","","Third-party library vetting can delay Lambda packaging; must be resolved before architecture is finalised"
RISK-004,Risk & Constraints,Constraints,"What organisational change-management constraints exist around retiring the manual process?","Identify resistance from teams who rely on manual Google Workspace workflows and the plan to address it","","Adoption risk is as significant as technical risk; change management must be a formal workstream"
RISK-005,Risk & Constraints,Assumptions,"What assumptions underpin the $300k–$450k budget estimate, and which are most likely to change?","e.g. team composition, scope of AI model customisation, number of artifact types in Phase 1","","Budget assumptions must be validated during discovery; unstated assumptions are the leading cause of overruns"
