#WIDTH: 38,14,25,25,25,50,8,15,28,12,18,22,30,12
#ALIGN: left,left,left,left,left,left,center,center,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
integration.siem.dlq_name,Integration,cntso-siem-forward-dlq-prod,cntso-siem-forward-dlq-nonprod,cntso-siem-forward-dlq-dr,SQS dead-letter queue name for failed SIEM forwarding Lambda invocations,Yes,String,Non-empty string matching naming convention,Confidential,Integration Team,integration.siem.api_endpoint,DLQ depth alarm threshold > 0 for > 5 minutes triggers P1 alert to platform team,2025-06-01
integration.siem.dlq_alarm_threshold,Integration,0,0,0,SQS DLQ message count threshold above which a P1 CloudWatch alarm fires,Yes,Integer,0-100,Public,Integration Team,integration.siem.dlq_name,Any DLQ message indicates a SIEM delivery failure; threshold 0 ensures immediate alerting,2025-06-01
integration.itsm.api_endpoint,Integration,[itsm-api-endpoint],[itsm-api-endpoint],[itsm-api-endpoint],HTTPS endpoint for the on-premises ITSM ticketing platform change-approval API,Yes,String,Valid HTTPS URL,Confidential,Integration Team,integration.itsm.oauth_client_id,Collected from ITSM administrator by Week 8; stored in Secrets Manager,2025-06-01
integration.itsm.oauth_client_id,Integration,[itsm-oauth-client-id],[itsm-oauth-client-id],[itsm-oauth-client-id],OAuth 2.0 client ID for authenticating Lambda-to-ITSM API calls,Yes,String,Non-empty alphanumeric,Confidential,Integration Team,integration.itsm.api_endpoint,OAuth 2.0 client credentials flow; client secret stored separately in Secrets Manager,2025-06-01
integration.itsm.oauth_client_secret,Integration,[itsm-oauth-client-secret],[itsm-oauth-client-secret],[itsm-oauth-client-secret],OAuth 2.0 client secret for ITSM API authentication,Yes,String,Non-empty string,Secret,Integration Team,integration.itsm.oauth_client_id,Stored in Secrets Manager; rotated every 90 days; Lambda rotation function deployed,2025-06-01
integration.itsm.approval_poll_interval_seconds,Integration,120,120,120,Interval in seconds at which the AFT pipeline polls ITSM for change record approval status,Yes,Integer,30-600,Public,Integration Team,integration.itsm.api_endpoint,2-minute polling interval per detailed design; balances ITSM API rate limits with provisioning latency,2025-06-01
integration.itsm.change_freeze_scp_condition,Integration,true,false,true,Enable SCP condition that denies AFT pipeline execution without approved ITSM change record during change freeze,Yes,Boolean,true|false,Public,Integration Team,integration.itsm.api_endpoint,SOW: 14-day change freeze before Q2 2026 regulatory review; freeze window set in ITSM change calendar,2025-06-01
monitoring.cloudwatch.dashboard_platform_ops,Monitoring,cntso-platform-operations,cntso-platform-operations,cntso-platform-operations-dr,CloudWatch dashboard name for AFT pipeline health and Config compliance trend,Yes,String,Non-empty string,Public,Operations,aws.account_id.management,One of three operational dashboards deployed as IaC; reviewed daily by platform team,2025-06-01
monitoring.cloudwatch.dashboard_identity,Monitoring,cntso-identity-access,cntso-identity-access,cntso-identity-access-dr,CloudWatch dashboard name for IAM Identity Center login events and break-glass usage,Yes,String,Non-empty string,Public,Operations,aws.account_id.security,Displays IAM Identity Center logins; permission set assignments; break-glass usage events,2025-06-01
monitoring.cloudwatch.dashboard_dr,Monitoring,cntso-dr-replication,cntso-dr-replication,cntso-dr-replication-dr,CloudWatch dashboard name for S3 CRR lag and DR region replication health,Yes,String,Non-empty string,Public,Operations,storage.log_archive.crr_destination_bucket,Tracks S3 CRR replication lag against < 1 hour RPO target; reviewed before each DR drill,2025-06-01
monitoring.cloudwatch.log_retention_days,Monitoring,90,30,90,CloudWatch Logs retention in days before log group expiry; S3 export extends to 12 months,Yes,Integer,1-3653,Public,Operations,storage.log_archive.bucket_name,90-day in-service retention; nightly export to Log Archive S3 bucket achieves 12-month total retention,2025-06-01
monitoring.cloudwatch.alert_sns_topic_arn,Monitoring,[sns-topic-arn],[sns-topic-arn],[sns-topic-arn],SNS topic ARN routing P1 and P2 CloudWatch alarms to the on-call platform engineer,Yes,String,Valid SNS ARN,Confidential,Operations,aws.account_id.audit,P1 alerts (AFT failure; DLQ depth; CRR lag; BGP state change) use 2-minute evaluation period,2025-06-01
monitoring.guardduty.org_detector_enabled,Monitoring,true,true,true,Enable GuardDuty organisational detector in the Audit account for all member accounts,Yes,Boolean,true|false,Public,Security Team,aws.account_id.audit,GuardDuty auto-enrolls new AFT-vended accounts; SCP denies DeleteDetector to prevent disabling,2025-06-01
monitoring.securityhub.standards_aws_fsbp,Monitoring,true,true,true,Enable AWS Foundational Security Best Practices standard in Security Hub,Yes,Boolean,true|false,Public,Security Team,aws.account_id.audit,One of three Security Hub standards enabled; findings aggregated from all member accounts,2025-06-01
monitoring.securityhub.standards_cis,Monitoring,true,true,true,Enable CIS AWS Foundations Benchmark standard in Security Hub,Yes,Boolean,true|false,Public,Security Team,aws.account_id.audit,CIS Benchmark enabled alongside FSBP and internal baseline standard in Security Hub,2025-06-01
monitoring.securityhub.finding_volume_monthly,Monitoring,1000,1000,1000,Expected Security Hub finding volume per month used for Lambda concurrency and SIEM sizing,Yes,Integer,1-1000000,Public,Operations,monitoring.cloudwatch.alert_sns_topic_arn,SOW scope parameter: ~1000 findings/month; drives EventBridge rule and Lambda reserved concurrency,2025-06-01
monitoring.config.rule_count,Monitoring,80,80,80,Approximate number of AWS Config rules deployed (ISO 27001 conformance pack + internal baseline),Yes,Integer,1-500,Public,Security Team,aws.account_id.audit,SOW scope: ~80 rules; drives Config billing estimate; exact count confirmed in Phase 1 control mapping,2025-06-01
monitoring.config.evaluation_lag_seconds,Monitoring,60,60,60,Maximum acceptable time from resource change to Config rule evaluation firing in seconds,Yes,Integer,30-300,Public,Security Team,monitoring.config.rule_count,SOW success metric: Config rule evaluation ≤ 60 seconds; validated in Phase 3 security testing,2025-06-01
networking.transit_gateway.primary_id,Networking,[tgw-id],[tgw-id],[tgw-id],AWS Transit Gateway ID in ap-southeast-2 (primary) for hub-spoke routing,Yes,String,"^tgw-[a-f0-9]{17}$",Confidential,Network Team,aws.account_id.network,Central hub for all inter-account and on-premises traffic; hosted in Network account,2025-06-01
networking.transit_gateway.dr_id,Networking,[tgw-id],[tgw-id],[tgw-id],AWS Transit Gateway ID in ap-southeast-4 (DR) for failover connectivity,Yes,String,"^tgw-[a-f0-9]{17}$",Confidential,Network Team,aws.account_id.network,Activated during DR failover drill and regional failover events; mirrors primary TGW route tables,2025-06-01
networking.vpc.cidr_network_account,Networking,10.0.0.0/24,10.0.0.0/24,10.1.0.0/24,VPC CIDR block for the Network Account inspection VPC,Yes,String,Valid CIDR /24 or smaller,Confidential,Network Team,networking.transit_gateway.primary_id,Dedicated /24 for Network Account; must not overlap with any workload account CIDR allocations,2025-06-01
networking.vpc.cidr_master_pool,Networking,10.0.0.0/16,10.0.0.0/16,10.1.0.0/16,Master RFC 1918 address pool from which workload account VPC /24s are allocated by AFT,Yes,String,Valid CIDR /16 or smaller,Confidential,Network Team,aft.pipeline.itsm_approval_required,Centrally managed to prevent route conflicts; AFT account customisation allocates /24 per new account,2025-06-01
networking.nat_gateway.count,Networking,2,1,2,Number of NAT Gateway instances deployed in the Network Account for outbound patch traffic,Yes,Integer,1-3,Public,Network Team,networking.vpc.cidr_network_account,2 NAT Gateways for production HA (one per AZ); 1 for nonprod cost saving; workload VPCs have no IGW,2025-06-01
networking.direct_connect.primary_bandwidth_gbps,Networking,1,1,1,Bandwidth in Gbps for the primary AWS Direct Connect hosted connection in ap-southeast-2,Yes,Integer,1-100,Public,Network Team,aws.account_id.network,SOW: 1 Gbps hosted connection; ordered by Contoso Financial before Phase 2 start (Week 7),2025-06-01
networking.direct_connect.dr_bandwidth_gbps,Networking,1,1,1,Bandwidth in Gbps for the DR AWS Direct Connect hosted connection in ap-southeast-4,Yes,Integer,1-100,Public,Network Team,aws.account_id.network,SOW: 1 Gbps hosted connection to ap-southeast-4; VPN provides backup path if circuit unavailable,2025-06-01
networking.direct_connect.macsec_enabled,Networking,true,true,true,Enable MACsec encryption on both Direct Connect hosted connections,Yes,Boolean,true|false,Public,Network Team,networking.direct_connect.primary_bandwidth_gbps,ISO 27001 A.13 in-transit encryption requirement for private circuit; L2 MACsec per SOW security design,2025-06-01
networking.vpn.backup_enabled,Networking,true,true,true,Enable Site-to-Site VPN as resilient backup path for management and federation traffic,Yes,Boolean,true|false,Public,Network Team,networking.direct_connect.primary_bandwidth_gbps,VPN activated automatically if Direct Connect BGP session drops (BFD sub-second failover detection),2025-06-01
networking.firewall.inspection_enabled,Networking,true,true,true,Enable AWS Network Firewall stateful inspection for all east-west and on-premises traffic,Yes,Boolean,true|false,Public,Network Team,networking.transit_gateway.primary_id,Network Firewall deployed in 2 AZs (ap-southeast-2a and ap-southeast-2b) for HA,2025-06-01
networking.vpc_endpoints.enabled_services,Networking,"s3,ssm,ssmmessages,ec2messages,kms,secretsmanager,config,cloudtrail","s3,ssm,ssmmessages,ec2messages,kms,secretsmanager,config,cloudtrail","s3,ssm,ssmmessages,ec2messages,kms,secretsmanager,config,cloudtrail",Comma-separated list of AWS services with interface VPC endpoints in all workload accounts,Yes,List(String),Valid AWS service names,Public,Network Team,networking.vpc.cidr_master_pool,Ensures all service API calls stay on AWS private network; no internet traversal for platform services,2025-06-01
storage.log_archive.bucket_name,Storage,[bucket-name],[bucket-name],[bucket-name],S3 bucket name in Log Archive account for centralised CloudTrail and Config log storage,Yes,String,Globally unique bucket name; lowercase alphanumeric hyphens,Confidential,Operations,aws.account_id.log_archive,Object Lock (Compliance mode) must be enabled at bucket creation; cannot be disabled post-creation,2025-06-01
storage.log_archive.object_lock_mode,Storage,COMPLIANCE,COMPLIANCE,COMPLIANCE,S3 Object Lock mode enforcing WORM retention on log archive bucket,Yes,String,COMPLIANCE|GOVERNANCE,Confidential,Security Team,storage.log_archive.bucket_name,COMPLIANCE mode prevents deletion by any identity including root; required for ISO 27001 evidence immutability,2025-06-01
storage.log_archive.crr_destination_bucket,Storage,[bucket-name],[bucket-name],[bucket-name],S3 bucket name in ap-southeast-4 as the cross-region replication destination for log archive data,Yes,String,Globally unique bucket name; lowercase alphanumeric hyphens,Confidential,Operations,storage.log_archive.bucket_name,Sub-minute CRR lag ensures RPO < 1 hour; destination bucket in DR region ap-southeast-4,2025-06-01
storage.log_archive.cloudtrail_log_volume_gb_monthly,Storage,200,50,200,Expected monthly CloudTrail log volume in GB used for S3 capacity planning,Yes,Integer,1-10000,Public,Operations,storage.log_archive.bucket_name,SOW scope: 50–200 GB/month medium tier; S3 Standard used (Intelligent-Tiering incompatible with Object Lock),2025-06-01
storage.terraform_state.bucket_name,Storage,[bucket-name],[bucket-name],[bucket-name],S3 bucket name in Management account for Terraform state files across all workspaces,Yes,String,Globally unique bucket name; lowercase alphanumeric hyphens,Confidential,Cloud CoE,aws.account_id.management,Versioning enabled; access restricted to AFT pipeline IAM role only; backed up daily by AWS Backup,2025-06-01
storage.terraform_state.versioning_enabled,Storage,true,true,true,Enable S3 versioning on Terraform state bucket to support state file rollback,Yes,Boolean,true|false,Public,Cloud CoE,storage.terraform_state.bucket_name,Required for Terraform state rollback capability; previous state versions retained per backup policy,2025-06-01
compute.lambda.siem_forward.memory_mb,Compute,1024,1024,1024,Memory allocation in MB for the SIEM forwarding Lambda function,Yes,Integer,128-10240,Public,Cloud CoE,integration.siem.api_endpoint,1024 MB provides sufficient headroom for JSON transformation; adjust based on Phase 3 X-Ray profiling,2025-06-01
compute.lambda.siem_forward.timeout_seconds,Compute,30,30,30,Timeout in seconds for the SIEM forwarding Lambda function,Yes,Integer,1-900,Public,Cloud CoE,integration.siem.delivery_sla_minutes,30-second timeout well within 5-minute SIEM delivery SLA; Lambda DLQ handles retries on timeout,2025-06-01
compute.lambda.siem_forward.reserved_concurrency,Compute,10,10,10,Reserved concurrency for SIEM forwarding Lambda to prevent throttling on peak finding volumes,Yes,Integer,1-1000,Public,Cloud CoE,monitoring.securityhub.finding_volume_monthly,Sized for ~1000 findings/month per SOW scope; increase if finding volume exceeds this estimate,2025-06-01
compute.lambda.itsm_integration.memory_mb,Compute,512,512,512,Memory allocation in MB for the ITSM change-approval integration Lambda function,Yes,Integer,128-10240,Public,Cloud CoE,integration.itsm.api_endpoint,512 MB sufficient for JSON payload processing and OAuth token management,2025-06-01
compute.lambda.itsm_integration.reserved_concurrency,Compute,5,5,5,Reserved concurrency for ITSM integration Lambda to prevent API rate limit exhaustion,Yes,Integer,1-1000,Public,Cloud CoE,integration.itsm.api_endpoint,5 concurrent executions sufficient for expected account vending request rate; aligns with AFT max concurrent,2025-06-01
compute.lambda.config_remediation.memory_mb,Compute,512,512,512,Memory allocation in MB for the Config auto-remediation Lambda function,Yes,Integer,128-10240,Public,Security Team,monitoring.config.rule_count,Auto-remediation scoped to governance resources only via IAM role; not executed against workload resources,2025-06-01
compute.lambda.config_remediation.max_concurrency,Compute,20,20,20,Maximum concurrency for Config auto-remediation Lambda to control remediation blast radius,Yes,Integer,1-1000,Public,Security Team,compute.lambda.config_remediation.memory_mb,Capped at 20 to avoid simultaneous remediation of too many resources; P2 alert if threshold approached,2025-06-01
compute.lambda.aft_pipeline.memory_mb,Compute,3008,3008,3008,Memory allocation in MB for AFT account vending Lambda functions,Yes,Integer,128-10240,Public,Cloud CoE,aft.pipeline.itsm_approval_required,3008 MB (max for 6 vCPU Lambda) used for AFT account provisioning functions; reduces cold start latency,2025-06-01
operations.backup.plan_name,Operations,cntso-platform-backup-prod,cntso-platform-backup-nonprod,cntso-platform-backup-dr,AWS Backup plan name covering DynamoDB and S3 configuration buckets,Yes,String,Non-empty string matching naming convention,Public,Operations,aws.account_id.management,Daily backups with 30-day retention per SOW operational design; replicated to ap-southeast-4,2025-06-01
operations.backup.retention_days,Operations,30,7,30,Backup retention period in days for AWS Backup daily plan,Yes,Integer,7-365,Public,Operations,operations.backup.plan_name,SOW: 30-day retention for platform state protection; 7-day retention in nonprod for cost saving,2025-06-01
operations.backup.dr_replication_enabled,Operations,true,false,true,Enable AWS Backup cross-region replication to ap-southeast-4 DR region,Yes,Boolean,true|false,Public,Operations,operations.backup.plan_name,Replication to DR region ensures backup availability during ap-southeast-2 regional failure,2025-06-01
operations.dr.rto_hours,Operations,4,4,4,Recovery Time Objective in hours for governance platform DR failover,Yes,Integer,1-24,Public,Operations,networking.transit_gateway.dr_id,SOW hard requirement: RTO < 4 hours; validated via Phase 3 DR failover drill; result in evidence package,2025-06-01
operations.dr.rpo_hours,Operations,1,1,1,Recovery Point Objective in hours for governance platform DR failover,Yes,Integer,1-24,Public,Operations,storage.log_archive.crr_destination_bucket,SOW hard requirement: RPO < 1 hour; met by S3 CRR sub-minute lag; validated in Phase 3,2025-06-01
