Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
TECH-005,Technical Requirements,Account Structure,"Are shared services (DNS, networking, logging, security tooling) to be centralised in dedicated accounts?","Confirm whether a shared-services or hub-spoke model is preferred","","Centralised shared services reduce duplication but require cross-account access design"
TECH-006,Technical Requirements,Infrastructure as Code,"What IaC tooling is currently used or preferred — Terraform, AWS CDK, CloudFormation, or Pulumi?","Identify existing skills, approved tooling standards, and CI/CD pipeline integrations","","IaC tool selection affects template design, pipeline integration, and team skills uplift"
TECH-007,Technical Requirements,Infrastructure as Code,"Is there an existing IaC code repository and CI/CD pipeline that the new platform must integrate with?","Provide details of Git provider (GitHub, GitLab, Bitbucket, CodeCommit) and pipeline tooling (Jenkins, GitHub Actions, etc.)","","Avoids duplication and ensures the new platform fits existing developer workflows"
TECH-008,Technical Requirements,Identity & Access,"Describe the on-premises identity provider — product, version, and directory structure.","Examples: Microsoft Active Directory, Okta, Ping Identity; include forest/domain structure","","Federation design depends on the IdP product, protocol support (SAML/OIDC), and directory schema"
TECH-009,Technical Requirements,Identity & Access,"What AWS Identity Center (SSO) configuration is required — permission sets, assignment scope, and attribute mapping?","Map job roles to permission sets and identify attribute-based access control requirements","","Permission set design directly affects the no-console-access-in-production control"
TECH-010,Technical Requirements,Identity & Access,"How will break-glass (emergency) access be handled given no manual console access in production?","Define the emergency access workflow, approval chain, and audit trail requirements","","Break-glass process must be documented for CISO approval and regulatory evidence"
TECH-011,Technical Requirements,Networking,"Describe the current network topology — VPCs, CIDR ranges, Transit Gateway, and Direct Connect or VPN connectivity.","Include on-premises connectivity, inter-VPC routing, and any existing network firewalls","","Networking baseline is required for Landing Zone network design and DR topology"
TECH-012,Technical Requirements,Networking,"What connectivity is required between ap-southeast-2 (primary) and ap-southeast-4 (DR) regions?","Confirm whether inter-region Transit Gateway peering, replication traffic, and failover routing are required","","DR connectivity design affects cost and data residency controls"
TECH-013,Technical Requirements,Policy as Code,"Which guardrail mechanisms are preferred — AWS SCPs, AWS Config Rules, CloudFormation Guard, or a combination?","Describe any existing policy frameworks or guardrail patterns in use","","Guardrail mechanism selection drives the policy-as-code architecture and enforcement model"
TECH-014,Technical Requirements,ITSM Integration,"What ITSM platform is in use, and what is the required integration scope?","Examples: ServiceNow, Jira Service Management, Remedy; specify change approval, incident, and CMDB integration","","ITSM integration is required for automated change approval workflows"
TECH-015,Technical Requirements,SIEM Integration,"What SIEM platform is in use, and what log sources and alerting integrations are required?","Examples: Splunk, Microsoft Sentinel, IBM QRadar; specify log formats, ingestion methods, and alert routing","","SIEM integration is a key security control and evidence source for the regulatory review"
TECH-016,Technical Requirements,Containerised Workloads,"What container orchestration platforms are in use (EKS, ECS, on-premises Kubernetes), and what is the workload count?","Include cluster count, node size, and any existing cluster management tooling","","Container workloads require specific guardrails and pod security policies"
TECH-017,Technical Requirements,Legacy Workloads,"Describe the two on-premises legacy workloads that remain out of scope — what connectivity do they require to cloud workloads?","Identify protocols, ports, and data flows between legacy and cloud environments","","Out-of-scope workloads may still require firewall rules, DNS, or identity integration"
TECH-018,Technical Requirements,Performance & Scale,"What are the expected volume metrics for automated provisioning — how many accounts or environments per month?","Estimate peak provisioning demand and any burst requirements","","Sizing the automation pipeline capacity and testing realistic load scenarios"
TECH-019,Technical Requirements,Data Residency,"Confirm that all data, logs, and backups must remain within Australian regions (ap-southeast-2 and ap-southeast-4) only.","Identify any exceptions (e.g. SaaS tooling that stores data offshore)","","Data residency is a hard regulatory requirement; any exception requires CISO approval"
TECH-020,Technical Requirements,Tooling & Licensing,"Are there existing AWS Enterprise Discount Programme (EDP) agreements, MAP credits, or APN programme benefits applicable?","Confirm contract status and available credits","","Existing commercial agreements may offset infrastructure and tooling costs"
SEC-001,Security & Compliance,Compliance Frameworks,"Which regulatory frameworks must the solution comply with — ISO 27001, APRA CPS 234, SOC 2, or others?","List all frameworks with applicable scope and any current certification status","","Compliance scope determines required controls, evidence artefacts, and audit cadence"
SEC-002,Security & Compliance,Data Classification,"What data classification levels are in use, and what is the highest classification stored or processed in AWS?","Examples: Public, Internal, Confidential, Restricted; describe classification scheme","","Data classification drives encryption, access control, and DLP requirements"
SEC-003,Security & Compliance,Authentication & MFA,"What MFA requirements apply to all human access to AWS — is hardware MFA (FIDO2) required, or is TOTP acceptable?","Specify MFA method and whether it applies to break-glass access as well","","MFA enforcement is a key control for ISO 27001 and APRA CPS 234"
SEC-004,Security & Compliance,Data Residency,"Are there specific data sovereignty requirements that restrict log storage or replication outside Australia?","Confirm whether AWS CloudTrail, Config, and Security Hub data must remain in-country","","Data sovereignty controls must be implemented in the Landing Zone from day one"
SEC-005,Security & Compliance,Encryption,"What encryption requirements apply for data at rest and in transit?","Specify key management approach — AWS KMS customer-managed keys, AWS managed keys, or HSM (CloudHSM)","","Key management design affects cost, operational overhead, and compliance posture"
SEC-006,Security & Compliance,Secrets Management,"How are secrets, credentials, and API keys currently managed, and what is the target state?","Confirm whether AWS Secrets Manager or HashiCorp Vault is preferred","","Eliminating shared credentials is a stated objective; secrets management is a required control"
SEC-007,Security & Compliance,Vulnerability Management,"What vulnerability scanning and patch management processes are currently in place for cloud workloads?","Identify scanning tooling (Amazon Inspector, Qualys, etc.) and patching SLA requirements","","Automated patch compliance is a guardrail and evidence requirement"
SEC-008,Security & Compliance,Network Security,"What network security controls are required — Security Groups, Network Firewall, WAF, Shield?","Describe internet-facing workloads, DMZ requirements, and east-west inspection needs","","Network security architecture must align with no-console-access and guardrail requirements"
SEC-009,Security & Compliance,Audit & Logging,"What audit logging must be enabled — CloudTrail, VPC Flow Logs, Config, Security Hub, GuardDuty?","Confirm required log retention periods and whether logs must be immutable","","Centralised immutable audit logging is a core regulatory evidence requirement"
SEC-010,Security & Compliance,Incident Response,"Is there an existing cloud incident response playbook, and must the solution integrate with it?","Describe IR workflow, escalation path, and any automated remediation requirements","","Automated guardrails may trigger IR events; integration with existing process is required"
SEC-011,Security & Compliance,Third-Party Risk,"Are any third-party vendors or managed service providers involved, and what access will they require?","Identify vendor access scope, duration, and approval process","","Third-party access must be governed under the same no-console-access policy"
SEC-012,Security & Compliance,Penetration Testing,"Is penetration testing required before go-live, and is there an existing testing schedule?","Confirm scope, frequency, and whether AWS penetration testing approval is required","","Pen test findings may affect the go-live readiness gate for the regulatory review"
OPS-001,Operations & Support,RTO,"What is the Recovery Time Objective (RTO) for the Landing Zone control plane itself?","Maximum acceptable time to restore automated provisioning and guardrail enforcement after an outage","","Control plane RTO drives HA architecture and DR runbook requirements"
OPS-002,Operations & Support,RPO,"What is the Recovery Point Objective (RPO) for configuration state and audit logs?","Maximum acceptable data loss — e.g. configuration drift history, CloudTrail logs","","RPO drives backup frequency, cross-region replication, and S3 versioning requirements"
OPS-003,Operations & Support,Monitoring,"What monitoring and alerting is required for the platform — infrastructure, security events, guardrail violations?","Identify target tooling (CloudWatch, Datadog, Splunk) and on-call escalation process","","Proactive guardrail violation alerting is essential for maintaining compliance between audits"
OPS-004,Operations & Support,Support Coverage,"What support coverage is required for the Landing Zone platform — business hours, 24x5, or 24x7?","Specify support tiers for P1 (guardrail failure), P2 (provisioning failure), and P3 (general)","","Support coverage level determines managed service scope and cost"
OPS-005,Operations & Support,Maintenance Windows,"What maintenance windows are available for platform patching and upgrades?","Specify days and times when maintenance activity is acceptable without a change request","","Maintenance windows affect Control Tower and SCP update scheduling"
OPS-006,Operations & Support,Change Management,"What is the existing change management process, and how must cloud platform changes be governed?","Describe CAB process, emergency change path, and ITSM integration requirements","","Automated provisioning must operate within the existing change approval framework"
OPS-007,Operations & Support,Capacity Planning,"What is the anticipated growth in AWS account count and workload volume over 12-24 months?","Provide projected number of new accounts, environments, and workloads per quarter","","Capacity planning drives automation pipeline sizing and Landing Zone scalability design"
OPS-008,Operations & Support,Training,"What operational training is required for the platform engineering team to self-manage the Landing Zone?","Identify skills gaps, preferred training format (hands-on labs, workshops, documentation), and training timeline","","Knowledge transfer scope and timeline must be factored into the project plan"
OPS-009,Operations & Support,Backup & DR,"What is the DR strategy for the Landing Zone — active-active, active-passive, or backup-and-restore?","Confirm whether ap-southeast-4 is a hot standby or a cold DR replica","","DR strategy drives cross-region replication design, cost, and RTO achievement"
IMPL-001,Implementation Planning,Migration Approach,"Is this a greenfield Landing Zone deployment or a migration of existing accounts into a new structure?","Confirm whether existing AWS accounts must be enrolled into the new OU structure without disruption","","Brownfield account enrolment introduces SCP compatibility risk for existing workloads"
IMPL-002,Implementation Planning,Phasing,"Are the proposed phases (Phase 1: foundation in 6 weeks; Phase 2: full guardrails by Month 4) acceptable?","Identify any workstreams that must be accelerated or could be deferred without impacting the regulatory deadline","","Phase plan must be confirmed with James Wu and Priya Nair before kickoff"
IMPL-003,Implementation Planning,Downtime Tolerance,"What is the acceptable downtime for production workloads during account enrolment into the Landing Zone?","Specify zero-downtime requirement or acceptable maintenance window for each production environment","","Downtime tolerance drives the enrolment sequencing and change management approach"
IMPL-004,Implementation Planning,Resource Availability,"What internal platform engineering resource is available for this project — FTE count, roles, and time commitment?","Identify dedicated vs shared team members and any competing project commitments","","Under-resourced customer team is a common cause of project delays"
IMPL-005,Implementation Planning,Parallel Run,"Is a parallel run of the old manual provisioning process alongside the new automated platform required?","Specify duration and criteria for decommissioning the manual process","","Parallel run extends timeline and cost but reduces cutover risk"
IMPL-006,Implementation Planning,UAT & Go-Live Criteria,"What are the user acceptance testing criteria for the automated provisioning and guardrail enforcement workflows?","Define test scenarios, pass/fail thresholds, and who approves UAT sign-off","","UAT criteria must include CISO sign-off and regulatory evidence package validation"
IMPL-007,Implementation Planning,Change Management,"What organisational change management is required for teams that currently provision environments manually?","Identify affected teams, communication plan, and training requirements","","Behavioural change (no manual console access) requires structured change management"
IMPL-008,Implementation Planning,Procurement,"What is the vendor procurement lead time for tooling and licensing contracts?","Identify procurement process, legal review timeline, and any pre-approved vendor lists","","Procurement delays can push back Phase 1 start and compress the regulatory deadline"
IMPL-009,Implementation Planning,Dependencies,"Are there any in-flight projects that share infrastructure, identity, or ITSM dependencies with this engagement?","List concurrent projects and identify shared dependencies or resource conflicts","","Dependency conflicts must be resolved in the project plan before Phase 1 kickoff"
IMPL-010,Implementation Planning,Go-Live Readiness,"What go-live readiness gate criteria must be satisfied before handing the platform to the operations team?","Examples: all guardrails active, DR tested, runbooks approved, CISO sign-off obtained","","Go-live gates must align with the Q2 2026 regulatory evidence collection deadline"
RISK-001,Risk & Constraints,Project Risks,"What are the top risks the Contoso Financial team foresees for this engagement?","Consider regulatory deadline pressure, CISO approval timelines, procurement delays, and legacy workload dependencies","","Early risk identification enables proactive mitigation planning"
RISK-002,Risk & Constraints,Dependencies,"Are there third-party dependencies (AWS, ITSM vendor, SIEM vendor) that could affect the timeline?","Identify any pending vendor negotiations, contract renewals, or product roadmap dependencies","","Third-party delays are outside project control and must be identified early"
RISK-003,Risk & Constraints,Constraints,"Are there any technical constraints that limit the Landing Zone architecture choices?","Examples: existing Direct Connect contracts, locked AWS accounts, legacy DNS infrastructure","","Technical constraints must be documented as design assumptions before architecture is finalised"
RISK-004,Risk & Constraints,Assumptions,"What assumptions are being made about the scope and state of the existing AWS environment?","List assumptions that have not yet been validated by technical discovery","","Unvalidated assumptions are a primary source of scope creep and cost overrun"
