# SCOPE ASSUMPTIONS
#WIDTH: 25,35,30,25,25,30,40
#ALIGN: left,left,left,left,left,left,left
Category,Baseline Assumption,Current Scope,Small (1x),Medium (2x),Large (3x),Notes
Users / Accounts,Single business unit (~100 users),~4500 employees across platform team and workload owners,Up to 100,100–500,500+,Scope includes platform team plus onboarded workload account owners
Regions / Geographies,Single AWS region,Two regions: ap-southeast-2 (primary) + ap-southeast-4 (DR),1 region,2 regions,3+ regions,All data must remain in-country (Australia); DR replica required
Cloud Environments,Dev + Prod (2 environments),Three production environments + dev/test/staging per workload,2–3,4–6,7+,Existing three prod environments plus new structured account hierarchy
Identity Integration,New identity deployment,Federation with existing on-premises enterprise directory,New IdP,Federate 1 IdP,Federate 2+ IdPs,On-prem IdP federated via AWS IAM Identity Center; no replacement
Compliance Frameworks,Single framework,ISO 27001 + internal security baseline + financial services regulations,1 framework,2 frameworks,3+ frameworks,Regulatory review hard deadline Q2 2026 (end of April)
ITSM / Integration Points,No ITSM integration,Existing SIEM + ticketing platform integrations required,0–1,2–3,4+,Change approval workflow must route through existing ITSM; SIEM alert forwarding
Infrastructure-as-Code Coverage,Greenfield IaC,All new accounts and guardrails via IaC; legacy workloads excluded,Partial IaC,Full IaC new,Full IaC + legacy remediation,Two legacy on-prem workloads explicitly out of scope
Policy-as-Code Guardrails,Basic SCPs,Comprehensive preventive + detective guardrails (no manual console access in prod),Basic SCPs only,SCPs + Config rules,SCPs + Config + custom Lambda guardrails,Production console access must be fully blocked with break-glass procedure
SLA / Availability Target,Standard business hours support,99.9% platform availability; DR RTO < 4h / RPO < 1h,Best effort,99.5% SLA,99.9%+ with DR,DR replica must be tested and validated before regulatory review

# ESTIMATE SETTINGS
#WIDTH: 25,30,15,80
#ALIGN: left,left,center,left
Phase,Variable Name,Multiplier,Description / Applies To Tasks
Discovery,discovery_factor,1.2,Elevated for regulated environment; includes compliance assessment and CISO alignment sessions
Planning,planning_factor,1.3,Increased for multi-region architecture and policy-as-code design complexity
Development,development_factor,1.5,Large complexity multiplier; covers IaC automation + two-region deployment + ITSM and SIEM integrations
Testing,testing_factor,1.2,Compliance validation and DR failover testing add overhead beyond standard functional testing
Deployment,deployment_factor,1.2,Staged rollout across three prod environments with change-approval gate at each phase
Management,management_factor,1.0,Standard overhead applied to PM and technical leadership rows (10% of engineering hours)

# LEVEL OF EFFORT
#WIDTH: 15,25,50,15,12,14,12,12,15,25,40
#ALIGN: left,left,left,left,right,center,right,right,right,left,left
Phase,Work Package,Task Description,Resource Type,Base Hours,Effort Multiplier,Actual Hours,Rate,Cost Estimate,Dependencies,Notes
Planning,Policy-as-Code Design,"Design preventive SCPs and detective AWS Config rules; define break-glass procedure for emergency console access; document no-console-access enforcement",Security Engineer,32,1.3,41.6,$200,"=TEXT(41.6*200,""$#,##0"")",,Feeds Development phase for guardrail implementation
Planning,DR Architecture Design,Design multi-region DR replication and failover architecture for ap-southeast-2 to ap-southeast-4; define RTO/RPO targets,Solution Architect,24,1.3,31.2,$225,"=TEXT(31.2*225,""$#,##0"")",,Coordinate with Contoso infrastructure team
Planning,Network & Connectivity Design,"Design Transit Gateway, VPC topology, and connectivity between regions and on-premises data centres",Cloud Engineer,24,1.3,31.2,$200,"=TEXT(31.2*200,""$#,##0"")",,Two data centres and two AWS regions in scope
Planning,Security Architecture Design,"Design centralised security monitoring: Security Hub, GuardDuty, Config aggregation, and CloudTrail for audit evidence",Security Engineer,24,1.3,31.2,$200,"=TEXT(31.2*200,""$#,##0"")",,Must produce audit-ready evidence before April 2026
Planning,Identity Federation Design,"Detail IAM Identity Center permission set design, attribute-based access control, and SSO application assignments",Security Engineer,16,1.3,20.8,$200,"=TEXT(20.8*200,""$#,##0"")",,On-prem IdP federation architecture confirmed in Discovery
Planning,Architecture Documentation,Produce as-designed architecture diagrams; document design decisions and rationale for CISO review,Technical Writer,24,1.3,31.2,$125,"=TEXT(31.2*125,""$#,##0"")",,Deliverable: Architecture Design Document
Development,AWS Control Tower Deployment,"Deploy AWS Control Tower in ap-southeast-2; configure management account, log archive, and audit accounts; establish OU hierarchy",Cloud Engineer,40,1.5,60,$225,"=TEXT(60*225,""$#,##0"")",,AWS-certified architect rate applies; foundation for all workloads
Development,Account Vending Machine,Develop and deploy IaC-based account vending pipeline; integrate with ITSM for change-approval-gated provisioning,Solutions Engineer,48,1.5,72,$200,"=TEXT(72*200,""$#,##0"")",,ITSM integration required before go-live
Development,IaC Module Library,Build reusable Terraform modules for VPC networking; IAM roles; logging; tagging; and environment baseline configuration,Solutions Engineer,64,1.5,96,$200,"=TEXT(96*200,""$#,##0"")",,Modules must meet internal security baseline standards
Development,Preventive Guardrails (SCPs),Implement Service Control Policies blocking console access in production; restrict disallowed services; enforce encryption at rest and in transit,Security Engineer,40,1.5,60,$225,"=TEXT(60*225,""$#,##0"")",,Security Engineer rate + $25 for CISSP specialisation; CISO review required
Development,Detective Guardrails (Config Rules),"Deploy AWS Config conformance packs for ISO 27001; create custom Config rules for internal security baseline; configure auto-remediation",Security Engineer,40,1.5,60,$200,"=TEXT(60*200,""$#,##0"")",,Auto-remediation rules must be tested before enabling in prod
Development,Centralised Security Monitoring,"Configure AWS Security Hub with aggregated findings; enable GuardDuty across all accounts; configure CloudTrail with log integrity validation",Security Engineer,32,1.5,48,$200,"=TEXT(48*200,""$#,##0"")",,Produces audit evidence for Q2 2026 regulatory review
Development,SIEM Integration,Develop and deploy integration to forward Security Hub findings and CloudTrail events to existing SIEM platform,Solutions Engineer,32,1.5,48,$200,"=TEXT(48*200,""$#,##0"")",,SIEM API credentials and endpoint documentation required
Development,Identity Federation Implementation,"Configure AWS IAM Identity Center; federate with on-premises IdP; deploy permission sets; configure SSO for workload accounts",Security Engineer,32,1.5,48,$200,"=TEXT(48*200,""$#,##0"")",,On-prem IdP team availability required for federation configuration
Development,ITSM Workflow Integration,Develop change-approval workflow integration between account vending pipeline and existing ITSM; configure approval routing and notifications,Solutions Engineer,32,1.5,48,$200,"=TEXT(48*200,""$#,##0"")",,ITSM API access and workflow documentation required
Development,DR Region Baseline,"Deploy mirrored baseline in ap-southeast-4; configure cross-region replication for Config, CloudTrail, and Security Hub",Cloud Engineer,32,1.5,48,$200,"=TEXT(48*200,""$#,##0"")",,Follows primary region deployment; data sovereignty validated
Development,Network Infrastructure Deployment,"Deploy Transit Gateway; configure VPC peering / attachments; establish Direct Connect or VPN connectivity to on-premises data centres",Cloud Engineer,40,1.5,60,$200,"=TEXT(60*200,""$#,##0"")",,Network design approved in Planning phase required
Development,Workload Onboarding (3 Prod Environments),Onboard existing three production environments into new account structure; apply guardrails without service interruption,Solutions Engineer,48,1.5,72,$200,"=TEXT(72*200,""$#,##0"")",,Change window approvals required; CISO sign-off before prod changes
Development,CI/CD Pipeline for IaC,Implement GitOps pipeline for IaC deployment; integrate with change approval gate; configure automated policy compliance checks,DevOps Engineer,40,1.5,60,$200,"=TEXT(60*200,""$#,##0"")",,Pipeline must enforce no-manual-deployment policy
Development,Configuration Documentation,Document all configurations; produce runbook for account vending and guardrail management,Technical Writer,32,1.5,48,$125,"=TEXT(48*125,""$#,##0"")",,Deliverable: Configuration and Operations Guide
Testing,Test Plan Development,"Create test plan covering account provisioning, guardrail enforcement, identity federation, SIEM integration, and DR failover",QA Engineer,16,1.2,19.2,$150,"=TEXT(19.2*150,""$#,##0"")",,Test plan requires sign-off from Priya Nair before execution
Testing,Functional Testing — Account Vending,Test automated account provisioning end-to-end; validate ITSM change approval workflow; confirm tagging and baseline configuration,QA Engineer,24,1.2,28.8,$150,"=TEXT(28.8*150,""$#,##0"")",,Account vending machine deployment complete
Testing,Functional Testing — Guardrails,Validate preventive SCPs block prohibited actions; confirm detective Config rules fire alerts and trigger auto-remediation correctly,Security Engineer,24,1.2,28.8,$200,"=TEXT(28.8*200,""$#,##0"")",,Test in non-production environment first; then validate in prod replica
Testing,Identity Federation Testing,Validate SSO login flows; test permission set assignments; confirm break-glass access procedure works and is audited,Security Engineer,16,1.2,19.2,$200,"=TEXT(19.2*200,""$#,##0"")",,On-prem IdP team participation required for end-to-end test
Testing,SIEM Integration Testing,Validate Security Hub findings and CloudTrail events are correctly ingested and correlated in existing SIEM,Solutions Engineer,16,1.2,19.2,$200,"=TEXT(19.2*200,""$#,##0"")",,SIEM team co-ordination required
Testing,Compliance Validation,Execute ISO 27001 control checklist; produce compliance evidence package for regulatory review; remediate any findings,Security Engineer,32,1.2,38.4,$225,"=TEXT(38.4*225,""$#,##0"")",,Rate includes CISSP specialist premium; must complete before April 2026
Testing,DR Failover Testing,Conduct DR failover drill for ap-southeast-4; validate RTO < 4h and RPO < 1h; document test results,Cloud Engineer,24,1.2,28.8,$200,"=TEXT(28.8*200,""$#,##0"")",,DR failover testing deliverable required for regulatory evidence pack
Testing,Performance & Resilience Testing,Load-test account vending pipeline; validate guardrail enforcement under concurrent provisioning; confirm no throttling,Solutions Engineer,16,1.2,19.2,$200,"=TEXT(19.2*200,""$#,##0"")",,
Testing,UAT Co-ordination,Co-ordinate UAT with platform team and CISO; facilitate sign-off on all controls before production cutover,Project Manager,16,1.2,19.2,$175,"=TEXT(19.2*175,""$#,##0"")",,CISO sign-off is gate for production deployment
Testing,Defect Resolution,Triage and resolve defects identified during functional and compliance testing; re-test resolved items,Solutions Engineer,24,1.2,28.8,$200,"=TEXT(28.8*200,""$#,##0"")",,Buffer allocated for expected defects
Testing,Test Results Report,Document all test results and sign-off evidence; package compliance artefacts for regulatory submission,Technical Writer,16,1.2,19.2,$125,"=TEXT(19.2*125,""$#,##0"")",,Deliverable: Test Results and Compliance Evidence Package
Deployment,Go-Live Planning,Document production cutover plan and rollback procedures for each of three production environments,Project Manager,8,1.2,9.6,$175,"=TEXT(9.6*175,""$#,##0"")",,Cutover plan reviewed and approved by Rachel Moore
Deployment,Production Cutover — Environment 1,Deploy guardrails and account structure to first production environment; validate no service interruption,Solutions Engineer,16,1.2,19.2,$200,"=TEXT(19.2*200,""$#,##0"")",,Change window approved via ITSM
Deployment,Production Cutover — Environment 2,Deploy guardrails and account structure to second production environment; validate no service interruption,Solutions Engineer,16,1.2,19.2,$200,"=TEXT(19.2*200,""$#,##0"")",,Change window approved via ITSM
Deployment,Production Cutover — Environment 3,Deploy guardrails and account structure to third production environment; validate no service interruption,Solutions Engineer,16,1.2,19.2,$200,"=TEXT(19.2*200,""$#,##0"")",,Change window approved via ITSM
Deployment,Runbook Delivery,Finalise and deliver operational runbooks for account vending; guardrail management; break-glass procedure; and DR failover,Technical Writer,24,1.2,28.8,$125,"=TEXT(28.8*125,""$#,##0"")",,Deliverable: Operational Runbook Suite
Deployment,Knowledge Transfer Sessions,"Conduct knowledge transfer sessions with platform team covering IaC pipeline, guardrail management, IAM Identity Center, and Security Hub operations",Trainer,24,1.2,28.8,$150,"=TEXT(28.8*150,""$#,##0"")",,Target audience: Priya Nair's platform team
Deployment,Administrator Training,Train platform engineers on day-to-day operations; account onboarding; escalation procedures; and evidence collection for audits,Trainer,16,1.2,19.2,$150,"=TEXT(19.2*150,""$#,##0"")",,
Deployment,Hypercare Support (8 weeks),"Post-go-live hypercare support for 8 weeks; on-call assistance for platform team; incident triage; guardrail tuning",Support Engineer,80,1.2,96,$150,"=TEXT(96*150,""$#,##0"")",,Large complexity = 8-week hypercare; covers regulatory review period
Deployment,Optimisation Recommendations,Document platform optimisation recommendations; cost optimisation opportunities; and roadmap for ongoing compliance automation,Solution Architect,16,1.2,19.2,$225,"=TEXT(19.2*225,""$#,##0"")",,Deliverable: Platform Optimisation Roadmap
Deployment,Project Closeout,Project retrospective; lessons learned; final status report to James Wu and Priya Nair,Project Manager,8,1.2,9.6,$175,"=TEXT(9.6*175,""$#,##0"")",,Deliverable: Project Closeout Report
Management,Technical Leadership,Quarterback technical oversight across all phases; escalation point for architecture and security decisions,Solution Architect,"=ROUND(SUM($G$4:$G$52)*0.10,0)",1.0,"=ROUND(SUM($G$4:$G$52)*0.10,0)",$225,"=TEXT(ROUND(SUM($G$4:$G$52)*0.10,0)*225,""$#,##0"")",,10% of engineering hours; no circular reference
Management,Project Management,Project co-ordination; stakeholder reporting; risk and issue management; schedule tracking across 4-month engagement,Project Manager,"=ROUND(SUM($G$4:$G$52)*0.10,0)",1.0,"=ROUND(SUM($G$4:$G$52)*0.10,0)",$175,"=TEXT(ROUND(SUM($G$4:$G$52)*0.10,0)*175,""$#,##0"")",,10% of engineering hours; Rachel Moore counterpart
,,,,,TOTAL HOURS,"=SUM($G$4:$G$54)",TOTAL COST,"=TEXT(SUMPRODUCT($G$4:$G$54,$H$4:$H$54),""$#,##0"")",,

# CREDITS
#WIDTH: 25,15,100
#ALIGN: left,right,left
Credit Type,Credit Amount,Credit Comments
AWS Partner Services Credit,"($10,000)","AWS Partner Network (APN) Advanced Tier credit applied to solution architecture and implementation services for Contoso Financial engagement"
AWS MAP (Migration Acceleration Program),"($15,000)","AWS MAP professional services funding available for enterprise landing zone and workload onboarding engagements; eligibility confirmed with AWS account team"
Volume Implementation Discount,"($5,000)","Volume discount on professional services for strategic financial services engagement; 2% discount on total PS fees applied in Year 1"
NET PROFESSIONAL SERVICES COST,"=SUMPRODUCT($G$4:$G$54,$H$4:$H$54)-30000","Total professional services cost minus AWS Partner credits, MAP funding, and volume discount. Infrastructure costs are captured separately in infrastructure-costs.csv"
