Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
BUS-011,Business Requirements,ROI & Value,"What is the current fully-loaded cost (consultant time + overhead) to produce one presales package manually?","Use the 6-10 senior-consultant-hours estimate as a baseline; confirm the blended hourly rate","","Quantifies ROI baseline for the business case and executive presentation"
BUS-012,Business Requirements,ROI & Value,"Is parallel pipeline throughput (multiple solutions generated simultaneously) a hard requirement or a stretch goal?","Confirm whether concurrent multi-solution generation is needed for the PoC demo or Phase 2","","Architectural decision driver for Lambda concurrency limits and AgentCore scaling"
TECH-001,Technical Requirements,Current Infrastructure,"Describe the existing AWS account structure — single account or multi-account org, and which account will host the new platform?","Confirm whether a net-new us-west-2 account is being created or whether an existing account is being used with a new region footprint","","Foundation for IAM, VPC, and blast-radius decisions"
TECH-002,Technical Requirements,Current Infrastructure,"What AWS services are currently active in the us-east-1 footprint, and are any shared resources (IAM roles, S3 buckets, VPCs) expected to be reused?","List managed-services workloads and identify any cross-region or cross-account dependencies","","Isolation boundary design and blast-radius analysis"
TECH-003,Technical Requirements,Cloud Platform,"Has the team used Amazon Bedrock or AgentCore Runtime in any previous engagement?","Identify existing Bedrock model access approvals, service quotas, and any prior AgentCore Runtime experience","","Bedrock model access (Claude Sonnet 4.6 and Haiku 4.5) must be enabled before Phase 2; quota increases may have lead time"
TECH-004,Technical Requirements,Cloud Platform,"What is the target AWS region for each service — is us-west-2 confirmed for all services including Bedrock, Cognito, and API Gateway?","Confirm regional availability of Bedrock model IDs (claude-sonnet-4-6, claude-haiku-4-5) in us-west-2","","Some Bedrock model IDs may only be available in specific regions; verify before architecture is finalised"
TECH-005,Technical Requirements,Agent Architecture,"How many concurrent solution-generation workflows must the platform support at steady state (200/month) and at peak?","Estimate peak concurrency — e.g., 10 simultaneous solutions — to size Lambda reserved concurrency and AgentCore Runtime instances","","Drives Lambda concurrency limits, DynamoDB throughput mode, and Bedrock token-per-minute quota"
TECH-006,Technical Requirements,Agent Architecture,"Confirm the five-agent topology: Input Validator (Agent 0), Pre-Sales Generator, Delivery Generator, Code Generator, EO Validator — is this fixed or subject to change?","Identify any additional agents planned (e.g., cost estimator, diagram generator) that should be architected in from the start","","Agent count affects AgentCore Runtime registration, IAM role design, and per-solution token budget"
TECH-007,Technical Requirements,Agent Architecture,"What is the expected average token count per artifact and per full solution package (12 artifacts)?","Provide estimates for input + output tokens per artifact type (e.g., solution-briefing vs. Terraform bundle)","","Primary driver of Bedrock cost model and per-solution $5 spend target feasibility"
TECH-008,Technical Requirements,API & CLI,"Describe the 14 CLI subcommands and 11 HTTP API routes — which are in-scope for the PoC and which are deferred?","List the four core capabilities required for the April demo: CLI auth, presales generation, delivery generation, automation bundle","","Scope boundary for Phase 3 testing and acceptance"
TECH-009,Technical Requirements,API & CLI,"What authentication flow does the CLI use — device-code flow, username/password, or machine-to-machine client credentials?","Confirm the Cognito auth flow (USER_PASSWORD_AUTH, DEVICE_FLOW, or MACHINE_TO_MACHINE) for the pip-installable CLI","","Cognito app-client configuration and token-refresh design (30-day refresh tokens confirmed)"
TECH-010,Technical Requirements,Data & Storage,"What is the expected S3 storage volume at steady state (200 solutions/month) — raw artifacts, converted DOCX/PPTX/XLSX, and GitHub-committed bundles?","Estimate average solution package size (raw + converted) multiplied by monthly volume and retention period","","S3 storage cost and lifecycle-policy design"
TECH-011,Technical Requirements,Data & Storage,"What is the DynamoDB access pattern for quota enforcement — single-table design with per-user and global counters, or separate tables?","Confirm atomic counter strategy: DynamoDB transactions or conditional writes for the 10/user/month and 1000/month global quota","","DynamoDB capacity mode (on-demand vs. provisioned) and consistency requirements"
TECH-012,Technical Requirements,eof-tools Integration,"Describe the eof-tools converter library interface — is it invoked as a Python subprocess, imported as a module, or called via an internal API?","Confirm how the 30-module library covering 12 artifact types is packaged into the agent container image","","Container image size, cold-start latency, and dependency management"
TECH-013,Technical Requirements,eof-tools Integration,"Are all 12 artifact types supported by the current eof-tools library, or are there gaps that require new converter modules?","Identify any artifact types (e.g., new Terraform bundle format) not yet covered by eof-tools","","Scope risk — new converter modules may add to Phase 2 effort"
TECH-014,Technical Requirements,GitHub Integration,"What GitHub repository structure is expected — one repo per solution, one repo per client, or a single monorepo with solution-scoped directories?","Confirm the fixed public repository mentioned in the brief and the branching strategy for committed artifacts","","GitHub personal-access-token scope, repo permissions, and CI/CD trigger design"
TECH-015,Technical Requirements,GitHub Integration,"How is the GitHub personal access token managed — AWS Secrets Manager, Parameter Store, or environment variable in the container?","Identify rotation policy and who owns the token","","Security and operational risk; token expiry could silently break artifact delivery"
TECH-016,Technical Requirements,Performance,"What is the maximum acceptable end-to-end latency for a full 12-artifact solution generation run?","Confirm the under-60-minute target; identify whether this is a p50, p95, or p99 target","","Lambda timeout configuration (max 15 min per function) and Step Functions / async orchestration design"
TECH-017,Technical Requirements,Performance,"What are the Terraform validation gate requirements — is `terraform validate` the only gate, or are `terraform plan` dry-runs also required?","Identify whether a live AWS account is needed for plan execution or whether validate-only is sufficient for the PoC","","Infrastructure and IAM requirements for Terraform execution environment"
TECH-018,Technical Requirements,Monitoring & Observability,"What CloudWatch metrics baseline is required for Phase 3 sign-off?","Define the specific metrics: per-agent token usage, artifact generation latency, validation pass/fail rates, quota utilisation","","Monitoring design and CloudWatch dashboard scope"
TECH-019,Technical Requirements,Monitoring & Observability,"Is distributed tracing (AWS X-Ray) required, or is CloudWatch Logs correlation sufficient for the PoC?","Confirm observability tooling preferences and any existing monitoring stack","","Tracing instrumentation adds latency and cost; confirm if required for PoC"
TECH-020,Technical Requirements,Scalability,"What is the long-term throughput target beyond the 200-solutions/month steady state — is there a 12-month or 24-month growth projection?","Provide peak throughput scenarios (e.g., 500 or 1000 solutions/month) to validate the linear-scaling architecture claim","","Architecture validation for Lambda concurrency, DynamoDB, and Bedrock quota ceilings"
SEC-001,Security & Compliance,Compliance Frameworks,"What compliance frameworks apply to this platform and its generated artifacts?","SOC 2 Type II, ISO 27001, NIST CSF, or others — particularly relevant if customer data flows through the platform","","Determines audit-logging depth, encryption requirements, and penetration-testing scope"
SEC-002,Security & Compliance,Data Classification,"What is the sensitivity classification of the presales artifacts and briefing data processed by the platform?","Classify as Public, Internal, Confidential, or Restricted — presales documents may contain client pricing and architecture IP","","Drives encryption-at-rest configuration, S3 bucket policies, and data-retention rules"
SEC-003,Security & Compliance,Authentication & Authorisation,"Beyond Cognito MFA, are there additional authentication requirements such as SSO federation with an enterprise IdP (Okta, Azure AD)?","Confirm whether SAML 2.0 or OIDC federation is required for Amatra consultants or PREDICTif corporate accounts","","Cognito identity pool vs. user pool design; federation adds configuration complexity"
SEC-004,Security & Compliance,Authentication & Authorisation,"What is the role-based access control model — admin, standard user, and read-only reviewer, or a different model?","Define the permission boundaries: who can create solutions, who can view all solutions, who can manage quotas","","IAM and Cognito group configuration; admin usage endpoint access control"
SEC-005,Security & Compliance,Data Residency,"Must all data (S3 artifacts, DynamoDB records, CloudWatch logs) remain in us-west-2, or are cross-region replicas permitted?","Confirm data-residency requirements for any client-specific content processed by the platform","","S3 replication, CloudWatch log export, and DynamoDB global table design"
SEC-006,Security & Compliance,Encryption,"What encryption requirements apply to data at rest and in transit?","Confirm: S3 SSE-KMS vs. SSE-S3, DynamoDB encryption at rest, TLS 1.2+ for API Gateway, KMS key ownership (AWS-managed vs. customer-managed)","","Customer-managed KMS keys add operational overhead; confirm if required for compliance"
SEC-007,Security & Compliance,Network Security,"Is the Lambda and AgentCore Runtime environment required to run inside a VPC, or is public-endpoint execution acceptable?","Identify any network egress restrictions or VPC endpoint requirements for Bedrock, S3, and DynamoDB","","VPC configuration significantly increases cold-start latency and adds NAT Gateway cost"
SEC-008,Security & Compliance,Audit & Logging,"What audit-logging requirements exist — CloudTrail for all API calls, S3 access logs, and DynamoDB stream logging?","Confirm log retention periods and whether logs must be exported to a SIEM","","Audit log volume and cost; SIEM integration adds to Phase 1 scope"
SEC-009,Security & Compliance,Secret Management,"How are sensitive credentials managed — GitHub PAT, Bedrock API keys, Cognito client secrets?","Confirm use of AWS Secrets Manager with automatic rotation vs. Parameter Store SecureString","","Rotation policy and access audit trail for all platform secrets"
SEC-010,Security & Compliance,Vulnerability Management,"What is the container image vulnerability scanning policy for the AgentCore Runtime Docker image containing eof-tools?","Identify whether Amazon ECR image scanning (basic or enhanced via Inspector) is required at build and runtime","","Container security posture; critical vulnerabilities in eof-tools dependencies could block deployment"
OPS-001,Operations & Support,RTO,"What is the Recovery Time Objective (RTO) for the platform if a regional AWS service disruption occurs?","Define maximum acceptable downtime: under 1 hour, 4 hours, or next business day","","Determines whether multi-AZ or multi-region failover is required; impacts architecture cost"
OPS-002,Operations & Support,RPO,"What is the Recovery Point Objective (RPO) for DynamoDB quota counters and S3 solution artifacts?","Define maximum acceptable data loss: zero (point-in-time recovery) or last daily backup","","DynamoDB PITR and S3 versioning configuration; PITR adds ~20% storage cost"
OPS-003,Operations & Support,Monitoring & Alerting,"What CloudWatch alarms are required at launch — Lambda error rates, Bedrock throttling, API Gateway 5xx rates, DynamoDB capacity?","Define alerting thresholds and notification channels (SNS → PagerDuty, email, Slack)","","Operational readiness gate for Phase 3 sign-off"
OPS-004,Operations & Support,Monitoring & Alerting,"Is a real-time operational dashboard required for the PoC demo, or is CloudWatch Logs Insights sufficient?","Identify whether a CloudWatch Dashboard, Grafana, or third-party APM tool is expected","","Dashboard scope affects Phase 3 timeline; confirm for demo readiness"
OPS-005,Operations & Support,Support Coverage,"What support coverage is required for the platform post-launch — business hours 8x5, extended 24x5, or 24x7?","Identify the on-call rotation and escalation path for P1 incidents (e.g., platform down during peak sales cycle)","","Managed-service scope definition and staffing cost estimate"
OPS-006,Operations & Support,Maintenance,"What are acceptable maintenance windows for Lambda deployments and DynamoDB schema changes?","Identify days/times when the platform can be taken offline for updates; serverless architecture minimises downtime but blue/green deployments must be planned","","CI/CD pipeline design and change-management process"
OPS-007,Operations & Support,Backup & Recovery,"What is the artifact retention policy — how long must completed solution packages be stored in S3?","Define retention period (e.g., 90 days, 1 year, indefinite) and whether expired artifacts should be archived to S3 Glacier","","S3 lifecycle policy design and storage cost projection"
OPS-008,Operations & Support,Capacity Planning,"How will per-user (10/month) and global (1000/month) quota limits be monitored and adjusted over time?","Define the operational process for quota increases: self-service admin API, manual DynamoDB update, or automated scaling","","Quota management runbook and admin tooling scope"
OPS-009,Operations & Support,Cost Management,"What AWS Cost Explorer tags or cost-allocation tags are required to track platform spend by team, project, or client?","Identify tagging strategy for Lambda, S3, DynamoDB, Bedrock, and Cognito resources","","Cost visibility and chargeback model; required if spend is allocated across multiple business units"
IMPL-001,Implementation Planning,Migration Approach,"Is this a greenfield deployment (no existing platform to migrate from) or does it need to coexist with the current manual Claude Code CLI process during a transition period?","Confirm whether a parallel-run period is required and its minimum duration","","If parallel run is needed, both old and new processes must be supported simultaneously, increasing Phase 2 scope"
IMPL-002,Implementation Planning,Phase 1 Scope,"Confirm the Phase 1 deliverables (Weeks 1-4): Cognito, API Gateway, DynamoDB, S3, and baseline IAM — are there any additions or removals?","Identify any pre-requisites not in the brief: AWS account creation, VPC setup, DNS, or certificate management","","Phase 1 is the foundation; scope changes here cascade to Phase 2 and 3 timelines"
IMPL-003,Implementation Planning,Phase 2 Scope,"Confirm Phase 2 deliverables (Weeks 5-9): Strands Agents, AgentCore Runtime registration, Docker image pipeline, eof-tools integration — are all five agents in scope?","Identify which agents (Input Validator, Pre-Sales Generator, Delivery Generator, Code Generator, EO Validator) are required for the PoC demo vs. phased delivery","","Agent count and complexity are the primary Phase 2 risk driver"
IMPL-004,Implementation Planning,Resource Availability,"What internal Amatra/PREDICTif resources are available for this engagement — dedicated engineers, part-time SMEs, and executive sponsor time?","Identify team roles: AWS architect, backend developer, DevOps/IaC engineer, QA lead, and project manager; confirm time commitment percentages","","Resource availability is the primary schedule risk; confirm full-time vs. fractional allocation"
IMPL-005,Implementation Planning,Resource Availability,"Does PREDICTif have AWS Advanced or Premier tier partnership with access to AWS ProServe or Partner Development resources?","Confirm APN tier, available AWS credits (MAP, Partner Opportunity), and access to AWS Bedrock specialists","","AWS partner resources could accelerate Bedrock and AgentCore Runtime integration in Phase 2"
IMPL-006,Implementation Planning,Infrastructure as Code,"Is Terraform the mandated IaC tool for all platform infrastructure, or is AWS CDK or CloudFormation acceptable for specific components?","Confirm IaC tooling standards; identify whether Terraform Cloud/Enterprise or open-source Terraform with S3 backend is used","","Terraform state management design and `terraform validate` gate implementation"
IMPL-007,Implementation Planning,CI/CD Pipeline,"What CI/CD platform is required — GitHub Actions, AWS CodePipeline, GitLab CI, or Jenkins?","Confirm the pipeline tooling and branching strategy for infrastructure and application code","","CI/CD pipeline design is a Phase 2 dependency for Docker image builds and Terraform deployments"
IMPL-008,Implementation Planning,Testing & UAT,"What is the User Acceptance Testing (UAT) plan for Phase 3 — which artifact types, how many test solutions, and who signs off?","Define the 12-artifact green run criteria: all 5 presales artifacts, 6 delivery artifacts, and 1 automation bundle must pass format-check and LLM quality-check","","Phase 3 acceptance gate; confirm sign-off authority (Marcus Patel, Daniel Park, or CTO)"
IMPL-009,Implementation Planning,Training,"What training is required for Amatra consultants using the CLI and for administrators managing quotas and monitoring?","Identify training format: live workshop, recorded video, runbook documentation, or hands-on lab","","Training scope affects Phase 3 timeline and knowledge-transfer deliverables"
IMPL-010,Implementation Planning,Go-Live Readiness,"What are the go-live readiness criteria for the April PoC demonstration — specific metrics, artifact types, or stakeholder sign-offs?","Define the minimum viable demo: CLI auth flow, one full presales generation, one delivery generation, and one Terraform bundle with validate gate passing","","Executive-sponsor demo script and acceptance criteria"
RISK-001,Risk & Constraints,Project Risks,"What is the risk if Bedrock model access for Claude Sonnet 4.6 and Claude Haiku 4.5 is not approved in us-west-2 before Phase 2 begins?","Identify the model access request process, approval lead time, and fallback model options if specific model IDs are unavailable","","Model access approval is a hard dependency for Phase 2; a 2-4 week lead time could compress the Phase 2 window"
RISK-002,Risk & Constraints,Project Risks,"What is the contingency plan if AgentCore Runtime is not generally available or has breaking API changes before the PoC deadline?","Identify fallback orchestration options: ECS-hosted Strands agents, Step Functions, or Lambda-direct invocation","","AgentCore Runtime is a relatively new service; GA stability and regional availability should be confirmed early"
RISK-003,Risk & Constraints,Dependencies,"Are there external dependencies on AWS Professional Services, Anthropic support, or third-party Strands Agents documentation that could introduce delays?","List all vendor or partner dependencies with expected response SLAs","","Vendor dependency lead times should be mapped to the Phase 2 critical path"
RISK-004,Risk & Constraints,Constraints,"Are there any organisational constraints on open-source library usage within the platform (e.g., Strands Agents framework licensing)?","Review open-source licence compliance requirements for Strands Agents, eof-tools, and any third-party Python dependencies in the container image","","Licence risk could block deployment to production if legal review is required"
RISK-005,Risk & Constraints,Assumptions,"Confirm that the eof-tools converter library is production-ready for all 12 artifact types and does not require significant refactoring for containerised execution.","Identify any known issues with eof-tools running in a headless Lambda/container environment (e.g., font rendering, LibreOffice dependencies for DOCX conversion)","","eof-tools readiness is a critical Phase 2 assumption; undocumented dependencies (LibreOffice, fonts) in a container can cause significant rework"
