#WIDTH: 38,14,25,25,25,50,8,15,28,12,18,22,30,12
#ALIGN: left,left,left,left,left,left,center,center,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
compute.lambda.playlist.timeout_seconds,Compute,29,29,29,Timeout for Playlist Lambda; must stay below API GW 29 s hard limit,Yes,Integer,1-29,Public,Development,compute.apigw.integration_timeout_ms,29 s keeps within API Gateway integration timeout ceiling,2026-03-19
compute.lambda.enrichment.memory_mb,Compute,512,512,512,Memory for the Catalog Enrichment Lambda orchestrator,Yes,Integer,128-10240,Public,Development,,,2026-03-19
compute.lambda.enrichment.timeout_seconds,Compute,300,300,300,Timeout for the Catalog Enrichment Lambda; Step Functions handles retries,Yes,Integer,1-900,Public,Development,,Step Functions retries independently; Lambda itself may run up to 5 min,2026-03-19
compute.lambda.authorizer.memory_mb,Compute,256,256,256,Memory for the API Gateway Lambda Authorizer,Yes,Integer,128-10240,Public,Development,security.cognito.user_pool_id,Short execution path; 256 MB sufficient,2026-03-19
compute.lambda.authorizer.timeout_seconds,Compute,5,5,5,Timeout for the Lambda Authorizer; kept short to avoid latency on every API call,Yes,Integer,1-29,Public,Development,compute.lambda.authorizer.memory_mb,Short timeout is critical for meeting the 2 s API SLA,2026-03-19
compute.lambda.feedback.memory_mb,Compute,256,256,256,Memory for the Feedback Capture Lambda,Yes,Integer,128-10240,Public,Development,integration.sqs.feedback_queue_url,,2026-03-19
compute.lambda.preference_update.memory_mb,Compute,512,512,512,Memory for the Preference Update Lambda that consumes from SQS,Yes,Integer,128-10240,Public,Development,integration.sqs.feedback_queue_url,,2026-03-19
compute.lambda.architecture,Compute,arm64,arm64,arm64,Lambda CPU architecture; arm64 reduces cost by approximately 20 percent,Yes,String,"x86_64|arm64",Public,Development,,ARM64 selected for cost optimisation across all Lambda functions,2026-03-19
compute.apigw.stage_name,Compute,prod,dev,prod,API Gateway stage name embedded in endpoint URLs,Yes,String,Alphanumeric and hyphens,Public,Development,application.api_version,,2026-03-19
compute.apigw.integration_timeout_ms,Compute,29000,29000,29000,API Gateway backend integration timeout in milliseconds,Yes,Integer,50-29000,Public,Development,,AWS hard ceiling is 29000 ms; Lambda timeout must be at or below this,2026-03-19
compute.sagemaker.nlp_endpoint_name,Compute,anp-prod-nlp-classifier-endpoint,anp-dev-nlp-classifier-endpoint,anp-prod-nlp-classifier-endpoint,SageMaker endpoint name for NLP emotion/mood/theme classifier,Yes,String,Non-empty string matching naming convention,Confidential,Development,compute.sagemaker.nlp_instance_type,Convention: anp-{env}-nlp-classifier-endpoint,2026-03-19
compute.sagemaker.nlp_instance_type,Compute,ml.t3.medium,ml.t3.medium,ml.t3.medium,SageMaker instance type for the NLP classifier inference endpoint,Yes,String,Valid SageMaker instance type,Public,Development,,ml.t3.medium for fewer than 100 MAU; upsize to ml.m5.large if p95 latency at risk,2026-03-19
compute.sagemaker.audio_endpoint_name,Compute,anp-prod-audio-extractor-endpoint,anp-dev-audio-extractor-endpoint,anp-prod-audio-extractor-endpoint,SageMaker endpoint name for audio feature extraction,Yes,String,Non-empty string matching naming convention,Confidential,Development,compute.sagemaker.audio_instance_type,Convention: anp-{env}-audio-extractor-endpoint,2026-03-19
compute.sagemaker.audio_instance_type,Compute,ml.t3.medium,ml.t3.medium,ml.t3.medium,SageMaker instance type for the audio feature extractor endpoint,Yes,String,Valid SageMaker instance type,Public,Development,,Single instance per env; scale up at 10K MAU,2026-03-19
compute.sagemaker.training_instance_type,Compute,ml.m5.xlarge,ml.m5.xlarge,ml.m5.xlarge,SageMaker instance type for model training and retraining jobs,Yes,String,Valid SageMaker instance type,Public,Development,,Approximately 20 hrs/month; Managed Spot Training reduces cost by 70 percent,2026-03-19
compute.sagemaker.training_use_spot,Compute,true,true,true,Enable Managed Spot Training for SageMaker training jobs,Yes,Boolean,true|false,Public,Development,compute.sagemaker.training_instance_type,Enabled for cost savings; max 1 h wait before fallback to on-demand,2026-03-19
compute.opensearch.instance_type,Compute,t3.small.search,t3.small.search,t3.small.search,OpenSearch node instance type for semantic catalog search,Yes,String,Valid OpenSearch instance type,Public,Infrastructure,,Single node sufficient for fewer than 5000 catalog items; upgrade before production,2026-03-19
compute.opensearch.volume_gb,Compute,20,10,20,EBS volume size in GB attached to the OpenSearch node,Yes,Integer,10-1024,Public,Infrastructure,compute.opensearch.instance_type,,2026-03-19
compute.elasticache.node_type,Compute,cache.t3.micro,cache.t3.micro,cache.t3.micro,ElastiCache Redis node type for playlist and session caching,Yes,String,Valid ElastiCache node type,Public,Infrastructure,,cache.t3.micro per detailed design; add replica at production,2026-03-19
database.content_catalog_table,Database,anp-prod-content-catalog,anp-dev-content-catalog,anp-prod-content-catalog,DynamoDB table for enriched catalog items with emotion/mood attribute scores,Yes,String,Alphanumeric and hyphens,Confidential,Database Team,aws.account_id,Convention: anp-{env}-content-catalog,2026-03-19
database.user_profile_table,Database,anp-prod-user-profiles,anp-dev-user-profiles,anp-prod-user-profiles,DynamoDB table for user preference vectors and mood history,Yes,String,Alphanumeric and hyphens,Confidential,Database Team,aws.account_id,,2026-03-19
database.interaction_events_table,Database,anp-prod-interaction-events,anp-dev-interaction-events,anp-prod-interaction-events,DynamoDB table for play/skip/like/dislike feedback events; primary retraining input,Yes,String,Alphanumeric and hyphens,Confidential,Database Team,aws.account_id,Append-only writes; retention 730 days per data governance policy,2026-03-19
database.mood_taxonomy_table,Database,anp-prod-mood-taxonomy,anp-dev-mood-taxonomy,anp-prod-mood-taxonomy,DynamoDB reference table for canonical mood taxonomy label set,Yes,String,Alphanumeric and hyphens,Public,Database Team,aws.account_id,Stable reference data; schema changes require CEO approval,2026-03-19
database.billing_mode,Database,PAY_PER_REQUEST,PAY_PER_REQUEST,PAY_PER_REQUEST,DynamoDB billing mode; on-demand handles variable ingest bursts,Yes,String,"PROVISIONED|PAY_PER_REQUEST",Public,Database Team,,On-demand selected per serverless-first design principle,2026-03-19
database.pitr_enabled,Database,true,true,true,Enable DynamoDB Point-in-Time Recovery on all tables,Yes,Boolean,true|false,Public,Database Team,,PITR required for RPO 1 hour target; must be true on all tables,2026-03-19
database.interaction_retention_days,Database,730,90,730,Retention period in days for InteractionEvents records,Yes,Integer,1-3650,Public,Database Team,database.interaction_events_table,730 days equals 2 years per detailed-design data governance policy,2026-03-19
cache.host,Cache,[elasticache-endpoint],[elasticache-endpoint],[elasticache-endpoint],ElastiCache Redis cluster primary endpoint hostname,Yes,String,Valid hostname,Confidential,Infrastructure,networking.private_subnet_data_az1,Set at deploy time from CDK stack output; never hard-code,2026-03-19
cache.port,Cache,6379,6379,6379,Redis port for ElastiCache cluster connections,Yes,Integer,1-65535,Public,Infrastructure,compute.elasticache.node_type,,2026-03-19
cache.playlist_ttl_seconds,Cache,600,600,600,ElastiCache TTL in seconds for cached generated playlists,Yes,Integer,60-3600,Public,Development,compute.elasticache.node_type,10-min TTL per detailed-design data flow; cache miss triggers Personalize,2026-03-19
cache.session_ttl_seconds,Cache,1800,1800,1800,ElastiCache TTL in seconds for cached session context objects,Yes,Integer,60-7200,Public,Development,compute.elasticache.node_type,30-min TTL balances freshness with latency reduction,2026-03-19
cache.enabled,Cache,true,true,true,Enable ElastiCache playlist and session caching layer,Yes,Boolean,true|false,Public,Development,,Disabling cache will breach the 2 s playlist SLA at any load,2026-03-19
security.cognito.user_pool_id,Security,[cognito-user-pool-id],[cognito-user-pool-id],[cognito-user-pool-id],Amazon Cognito User Pool ID for API JWT authentication,Yes,String,Valid Cognito user pool ID,Confidential,Security Team,aws.account_id,Provisioned per environment; referenced by Lambda Authorizer at runtime,2026-03-19
security.cognito.client_id,Security,[cognito-app-client-id],[cognito-app-client-id],[cognito-app-client-id],Cognito User Pool App Client ID for FlutterFlow application,Yes,String,Alphanumeric 26 chars,Confidential,Security Team,security.cognito.user_pool_id,Provide to ANP team for FlutterFlow integration configuration,2026-03-19
security.cognito.token_expiry_minutes,Security,60,60,60,Cognito JWT access token expiry in minutes,Yes,Integer,5-1440,Public,Security Team,security.cognito.user_pool_id,Refresh token valid 30 days; access token renewed hourly,2026-03-19
security.cognito.mfa_enabled,Security,true,false,true,Require MFA for admin-role users in the Cognito User Pool,Yes,Boolean,true|false,Public,Security Team,security.cognito.user_pool_id,MFA enforced for admin accounts per SOW IAM requirements,2026-03-19
security.kms.catalog_cmk_alias,Security,alias/anp-prod-catalog,alias/anp-dev-catalog,alias/anp-prod-catalog,KMS CMK alias for catalog DynamoDB table and S3 raw-catalog bucket,Yes,String,Valid KMS alias format,Confidential,Security Team,aws.account_id,Dedicated CMK per data tier; enables independent rotation and audit,2026-03-19
security.kms.user_data_cmk_alias,Security,alias/anp-prod-user-data,alias/anp-dev-user-data,alias/anp-prod-user-data,KMS CMK alias for user-profile and interaction-events tables,Yes,String,Valid KMS alias format,Confidential,Security Team,aws.account_id,Separate CMK from catalog CMK for independent key rotation,2026-03-19
security.kms.model_artifacts_cmk_alias,Security,alias/anp-prod-model-artifacts,alias/anp-dev-model-artifacts,alias/anp-prod-model-artifacts,KMS CMK alias for SageMaker model artifact S3 bucket encryption,Yes,String,Valid KMS alias format,Confidential,Security Team,aws.account_id,Third dedicated CMK; model artifact access independently auditable,2026-03-19
security.kms.rotation_enabled,Security,true,true,true,Enable automatic annual key rotation for all KMS CMKs,Yes,Boolean,true|false,Public,Security Team,,12-month rotation schedule per SOW Security and Compliance section,2026-03-19
security.secrets_rotation_days,Security,90,90,90,Automatic rotation cadence in days for all Secrets Manager secrets,Yes,Integer,1-365,Public,Security Team,,90-day rotation per SOW; applies to Firebase credentials and API keys,2026-03-19
security.tls_minimum_version,Security,TLSv1.2,TLSv1.2,TLSv1.2,Minimum TLS version on API Gateway and all inter-service calls,Yes,String,"TLSv1.2|TLSv1.3",Public,Security Team,compute.apigw.stage_name,TLS 1.2 minimum per SOW Security and Compliance section,2026-03-19
security.waf_enabled,Security,true,true,true,Enable AWS WAF v2 on API Gateway with Managed Rule Groups,Yes,Boolean,true|false,Public,Security Team,compute.apigw.stage_name,"Core Rule Set, Known Bad Inputs, and IP Reputation List enabled",2026-03-19
security.guardduty_enabled,Security,true,true,true,Enable Amazon GuardDuty for threat detection,Yes,Boolean,true|false,Public,Security Team,aws.account_id,GuardDuty HIGH and CRITICAL findings routed to SNS alert topic,2026-03-19
security.cloudtrail_enabled,Security,true,true,true,Enable AWS CloudTrail management-event trail with S3 Object Lock,Yes,Boolean,true|false,Public,Security Team,storage.s3.cloudtrail_bucket,Object Lock WORM prevents log tampering per SOW compliance,2026-03-19
security.iam_access_analyzer_enabled,Security,true,true,true,Enable IAM Access Analyzer to detect overly permissive policies,Yes,Boolean,true|false,Public,Security Team,aws.account_id,Required for SOW Well-Architected Security Pillar SEC 01,2026-03-19
security.log_retention_days,Security,90,30,90,CloudWatch Logs retention in days for Lambda and API access logs,Yes,Integer,1-3653,Public,Security Team,,90-day retention per detailed-design data governance policy,2026-03-19
security.firebase_credentials_secret_arn,Security,[firebase-credentials-secret-arn],[firebase-credentials-secret-arn],[firebase-credentials-secret-arn],Secrets Manager ARN for Firebase REST API credentials,Yes,String,Valid AWS Secrets Manager ARN,Secret,Security Team,integration.firebase.api_url,Never in env vars or code; rotated on 90-day schedule,2026-03-19
integration.firebase.api_url,Integration,https://anp-streaming-default-rtdb.firebaseio.com,https://anp-streaming-default-rtdb.firebaseio.com,https://anp-streaming-default-rtdb.firebaseio.com,Firebase REST API base URL for read-only catalog metadata access,Yes,String,Valid HTTPS URL,Confidential,Integration Team,,Read-only access; no Firebase data migration per SOW out-of-scope,2026-03-19
integration.firebase.timeout_ms,Integration,30000,30000,30000,Timeout for Firebase REST API calls in milliseconds,Yes,Integer,1000-300000,Public,Integration Team,integration.firebase.api_url,,2026-03-19
integration.personalize.dataset_group_arn,Integration,[personalize-dataset-group-arn],[personalize-dataset-group-arn],[personalize-dataset-group-arn],Amazon Personalize dataset group ARN for the preference-learning model,Yes,String,Valid Amazon Personalize ARN,Confidential,Development,aws.account_id,Set at deploy time from CDK output; update after Personalize training,2026-03-19
integration.personalize.campaign_arn,Integration,[personalize-campaign-arn],[personalize-campaign-arn],[personalize-campaign-arn],Amazon Personalize campaign ARN serving real-time playlist recommendations,Yes,String,Valid Amazon Personalize ARN,Confidential,Development,integration.personalize.dataset_group_arn,Update this ARN after each model promotion in SageMaker Registry,2026-03-19
integration.personalize.event_tracker_id,Integration,[personalize-event-tracker-id],[personalize-event-tracker-id],[personalize-event-tracker-id],Amazon Personalize event tracker ID for interaction event ingestion,Yes,String,UUID format,Confidential,Development,integration.personalize.dataset_group_arn,Used by Preference Update Lambda to record play/skip/like/dislike events,2026-03-19
integration.bedrock.model_id,Integration,amazon.titan-text-express-v1,amazon.titan-text-express-v1,amazon.titan-text-express-v1,Bedrock foundation model ID for lyric and transcript emotion enrichment,Yes,String,Valid Bedrock model identifier,Public,Development,,Invoked when NLP classifier confidence falls below 0.75 threshold,2026-03-19
integration.bedrock.max_tokens,Integration,512,512,512,Maximum token count for Bedrock inference requests,Yes,Integer,1-8192,Public,Development,integration.bedrock.model_id,Constrains FM inference cost; sized for lyric-length input,2026-03-19
integration.sqs.feedback_queue_url,Integration,[sqs-feedback-queue-url],[sqs-feedback-queue-url],[sqs-feedback-queue-url],SQS standard queue URL for feedback capture events,Yes,String,Valid SQS HTTPS URL,Confidential,Development,aws.account_id,Decouples API acknowledgment from async preference vector update,2026-03-19
integration.sqs.feedback_queue_retention_seconds,Integration,345600,345600,345600,SQS message retention in seconds for the feedback capture queue,Yes,Integer,60-1209600,Public,Development,integration.sqs.feedback_queue_url,4-day retention; DLQ captures messages after 3 failed attempts,2026-03-19
integration.sqs.feedback_dlq_url,Integration,[sqs-feedback-dlq-url],[sqs-feedback-dlq-url],[sqs-feedback-dlq-url],SQS Dead Letter Queue URL for feedback events failing after 3 retries,Yes,String,Valid SQS HTTPS URL,Confidential,Development,integration.sqs.feedback_queue_url,CloudWatch alarm fires when DLQ message count exceeds 10,2026-03-19
integration.sqs.max_receive_count,Integration,3,3,3,SQS redrive policy: attempts before routing to DLQ,Yes,Integer,1-1000,Public,Development,integration.sqs.feedback_dlq_url,3 retries per detailed-design messaging patterns,2026-03-19
integration.eventbridge.catalog_bus_name,Integration,anp-prod-catalog,anp-dev-catalog,anp-prod-catalog,EventBridge custom event bus name for catalog upload events,Yes,String,Alphanumeric and hyphens,Public,Development,aws.account_id,Pattern anp.streaming.catalog.upload triggers Enrichment Lambda,2026-03-19
integration.stepfunctions.enrichment_arn,Integration,[enrichment-state-machine-arn],[enrichment-state-machine-arn],[enrichment-state-machine-arn],Step Functions state machine ARN for the catalog enrichment workflow,Yes,String,Valid AWS Step Functions ARN,Confidential,Development,aws.account_id,"Standard workflow; retry IntervalSeconds 2, MaxAttempts 3, BackoffRate 2",2026-03-19
monitoring.cloudwatch_dashboard_api,Monitoring,anp-prod-api-health,anp-dev-api-health,anp-prod-api-health,CloudWatch dashboard name covering API Gateway latency and error metrics,Yes,String,Non-empty string,Public,Operations,aws.account_id,Covers p50/p95/p99 latency and 4xx/5xx error rates,2026-03-19
monitoring.cloudwatch_dashboard_ml,Monitoring,anp-prod-ml-pipeline,anp-dev-ml-pipeline,anp-prod-ml-pipeline,CloudWatch dashboard name covering ML pipeline metrics,Yes,String,Non-empty string,Public,Operations,aws.account_id,Covers SageMaker invocations and classification throughput,2026-03-19
monitoring.cloudwatch_dashboard_business,Monitoring,anp-prod-business-metrics,anp-dev-business-metrics,anp-prod-business-metrics,CloudWatch dashboard name covering business KPI metrics,Yes,String,Non-empty string,Public,Operations,aws.account_id,Covers playlist volume and MAU proxy metrics,2026-03-19
monitoring.alert_sns_topic_arn,Monitoring,[sns-alerts-topic-arn],[sns-alerts-topic-arn],[sns-alerts-topic-arn],SNS topic ARN for operational alerts to ANP Technical Lead,Yes,String,Valid SNS ARN,Confidential,Operations,aws.account_id,Fan-out to email and optional Slack webhook configured in Secrets Manager,2026-03-19
monitoring.alarm_playlist_latency_ms,Monitoring,3000,3000,3000,API Gateway p95 latency threshold in ms above which alarm fires,Yes,Integer,100-30000,Public,Operations,monitoring.alert_sns_topic_arn,Target 2000 ms; alarm at 3000 ms per detailed-design alert definitions,2026-03-19
monitoring.alarm_api_5xx_pct,Monitoring,1,5,1,API Gateway 5xx error-rate percentage threshold for critical alarm,Yes,Integer,1-100,Public,Operations,monitoring.alert_sns_topic_arn,1 percent threshold per detailed-design alert definitions,2026-03-19
monitoring.alarm_sagemaker_error_pct,Monitoring,5,10,5,SageMaker ModelError percentage threshold triggering critical alarm,Yes,Integer,1-100,Public,Operations,monitoring.alert_sns_topic_arn,Triggers model rollback procedure documented in operational runbook,2026-03-19
monitoring.alarm_dlq_message_count,Monitoring,10,10,10,SQS DLQ message count threshold for high-severity alarm,Yes,Integer,1-1000,Public,Operations,"monitoring.alert_sns_topic_arn,integration.sqs.feedback_dlq_url",Investigate Preference Update Lambda errors when threshold breached,2026-03-19
monitoring.xray_tracing_enabled,Monitoring,true,true,true,Enable AWS X-Ray active tracing on all Lambda functions and API Gateway,Yes,Boolean,true|false,Public,Operations,,X-Ray service maps used for end-to-end latency root-cause analysis,2026-03-19
monitoring.log_retention_days,Monitoring,90,30,90,CloudWatch log group retention in days for all platform components,Yes,Integer,1-3653,Public,Operations,,Retention set per log group via CDK; aligns with security policy,2026-03-19
monitoring.canary_interval_minutes,Monitoring,5,5,5,CloudWatch Synthetics canary polling interval for the health endpoint,Yes,Integer,1-60,Public,Operations,compute.apigw.stage_name,Health endpoint uses API key auth not JWT; internal monitoring only,2026-03-19
networking.vpc_cidr,Networking,10.10.0.0/16,10.10.0.0/16,10.10.0.0/16,VPC CIDR block for the solution VPC in us-east-1,Yes,String,Valid CIDR /16 or smaller,Confidential,Network Team,aws.account_id,10.10.0.0/16 per detailed-design network section,2026-03-19
networking.public_subnet_az1,Networking,10.10.1.0/24,10.10.1.0/24,10.10.1.0/24,Public subnet CIDR in us-east-1a — NAT Gateway only,Yes,String,Valid CIDR within VPC CIDR,Confidential,Network Team,networking.vpc_cidr,No ML or data components in public subnets per detailed design,2026-03-19
networking.public_subnet_az2,Networking,10.10.2.0/24,10.10.2.0/24,10.10.2.0/24,Public subnet CIDR in us-east-1b — NAT Gateway only,Yes,String,Valid CIDR within VPC CIDR,Confidential,Network Team,networking.vpc_cidr,,2026-03-19
networking.private_subnet_app_az1,Networking,10.10.11.0/24,10.10.11.0/24,10.10.11.0/24,Private application subnet in us-east-1a for Lambda ENIs and SageMaker,Yes,String,Valid CIDR within VPC CIDR,Confidential,Network Team,networking.vpc_cidr,,2026-03-19
networking.private_subnet_app_az2,Networking,10.10.12.0/24,10.10.12.0/24,10.10.12.0/24,Private application subnet in us-east-1b for Lambda ENIs and SageMaker,Yes,String,Valid CIDR within VPC CIDR,Confidential,Network Team,networking.vpc_cidr,,2026-03-19
networking.private_subnet_data_az1,Networking,10.10.21.0/24,10.10.21.0/24,10.10.21.0/24,Private data subnet in us-east-1a for OpenSearch and ElastiCache nodes,Yes,String,Valid CIDR within VPC CIDR,Confidential,Network Team,networking.vpc_cidr,,2026-03-19
networking.private_subnet_data_az2,Networking,10.10.22.0/24,10.10.22.0/24,10.10.22.0/24,Private data subnet in us-east-1b for OpenSearch and ElastiCache nodes,Yes,String,Valid CIDR within VPC CIDR,Confidential,Network Team,networking.vpc_cidr,,2026-03-19
networking.vpc_gateway_endpoints,Networking,"S3,DynamoDB","S3,DynamoDB","S3,DynamoDB","VPC Gateway Endpoints keeping S3 and DynamoDB traffic off public internet",Yes,"List(String)","S3 and/or DynamoDB",Public,Network Team,networking.vpc_cidr,Eliminates NAT Gateway charges for S3 and DynamoDB from private subnets,2026-03-19
networking.nat_gateway_count,Networking,1,1,1,Number of NAT Gateway instances for outbound internet from private subnets,Yes,Integer,1-3,Public,Network Team,networking.vpc_cidr,1 NAT GW at 100 MAU; increase to 2 for HA at production scale,2026-03-19
storage.s3.raw_catalog_bucket,Storage,[anp-prod-raw-catalog],[anp-dev-raw-catalog],[anp-prod-raw-catalog],S3 bucket for source audio files stored at the raw-catalog prefix,Yes,String,Globally unique lowercase bucket name,Confidential,Operations,security.kms.catalog_cmk_alias,Versioning enabled; lifecycle to S3-IA after 90 days then Glacier at 365,2026-03-19
storage.s3.transcripts_bucket,Storage,[anp-prod-transcripts],[anp-dev-transcripts],[anp-prod-transcripts],S3 bucket for lyric and podcast transcript text files,Yes,String,Globally unique lowercase bucket name,Confidential,Operations,security.kms.catalog_cmk_alias,Input to NLP classifier pipeline; versioning enabled,2026-03-19
storage.s3.features_bucket,Storage,[anp-prod-features],[anp-dev-features],[anp-prod-features],S3 bucket for computed audio feature vectors at the features prefix,Yes,String,Globally unique lowercase bucket name,Confidential,Operations,security.kms.catalog_cmk_alias,Output from SageMaker audio extractor; lifecycle to S3-IA after 90 days,2026-03-19
storage.s3.models_bucket,Storage,[anp-prod-models],[anp-dev-models],[anp-prod-models],S3 bucket for SageMaker training artifacts and versioned model packages,Yes,String,Globally unique lowercase bucket name,Confidential,Operations,security.kms.model_artifacts_cmk_alias,Previous 3 model versions retained as rollback targets,2026-03-19
storage.s3.cloudtrail_bucket,Storage,[anp-prod-cloudtrail],[anp-dev-cloudtrail],[anp-prod-cloudtrail],S3 bucket for CloudTrail event logs with Object Lock enabled,Yes,String,Globally unique lowercase bucket name,Confidential,Security Team,security.cloudtrail_enabled,Object Lock WORM mode; separate CMK recommended for audit independence,2026-03-19
storage.s3.lifecycle_ia_days,Storage,90,90,90,Days before S3 objects transition to S3-Infrequent Access storage class,Yes,Integer,1-3650,Public,Operations,,Applies to raw-catalog and transcripts buckets per detailed design,2026-03-19
storage.s3.lifecycle_glacier_days,Storage,365,365,365,Days before S3 objects transition to S3 Glacier storage class,Yes,Integer,1-3650,Public,Operations,storage.s3.lifecycle_ia_days,Must be greater than the lifecycle_ia_days value,2026-03-19
storage.s3.versioning_enabled,Storage,true,true,true,Enable S3 versioning on all buckets to protect against accidental deletion,Yes,Boolean,true|false,Public,Operations,,Required alongside DynamoDB PITR to achieve RPO 1 hour target,2026-03-19
ml.mood_taxonomy.min_labels,ML,10,10,10,Minimum number of approved emotion/mood labels in the taxonomy,Yes,Integer,1-100,Public,Development,,10 or more labels per SOW success metric; approved by CEO before Phase 2,2026-03-19
ml.classifier.confidence_threshold,ML,0.75,0.75,0.75,NLP classifier confidence below which Bedrock FM fallback is invoked,Yes,Float,0.0-1.0,Public,Development,integration.bedrock.model_id,Documented in runbook; adjust after Phase 2 accuracy validation,2026-03-19
ml.classifier.accuracy_target_pct,ML,90,90,90,Minimum classifier agreement percentage required on holdout evaluation,Yes,Integer,1-100,Public,Development,,90 percent target per SOW success metrics; validated at Phase 2 close,2026-03-19
ml.retraining.schedule_expression,ML,"cron(0 2 ? * MON *)","cron(0 2 ? * MON *)","cron(0 2 ? * MON *)","EventBridge Scheduler cron for weekly SageMaker Pipelines retraining run",Yes,String,Valid EventBridge schedule expression,Public,Development,integration.stepfunctions.enrichment_arn,Runs Monday 02:00 UTC; configurable per detailed-design operational section,2026-03-19
ml.retraining.conditional_promotion,ML,true,true,true,Promote new model only when accuracy exceeds previous version on holdout set,Yes,Boolean,true|false,Public,Development,,Critical quality gate; disabling risks deploying a degraded model,2026-03-19
ml.personalize.min_interactions,ML,25,10,25,Minimum user interactions before Personalize includes user in training,Yes,Integer,1-1000,Public,Development,integration.personalize.dataset_group_arn,Below threshold cold-start fallback to mood-to-content matcher applies,2026-03-19
ml.sagemaker.model_registry_name,ML,anp-recommendation-model-registry,anp-recommendation-model-registry,anp-recommendation-model-registry,SageMaker Model Registry package group name for versioned model management,Yes,String,Alphanumeric and hyphens,Confidential,Development,aws.account_id,Previous 3 approved versions retained as rollback targets,2026-03-19
ml.sagemaker.max_versions_retained,ML,3,3,3,Number of previous approved model versions to keep in SageMaker Registry,Yes,Integer,1-100,Public,Development,ml.sagemaker.model_registry_name,Rollback to previous version executable in under 10 min per DR runbook,2026-03-19
operations.rto_hours,Operations,4,4,4,Recovery Time Objective in hours for full service restoration,Yes,Integer,1-24,Public,Operations,database.pitr_enabled,4-hour RTO per SOW DR design; tested in Phase 5 Staging drill,2026-03-19
operations.rpo_hours,Operations,1,1,1,Recovery Point Objective in hours representing maximum acceptable data loss,Yes,Integer,1-24,Public,Operations,database.pitr_enabled,1-hour RPO satisfied by DynamoDB PITR continuous backup and S3 versioning,2026-03-19
operations.lambda_max_concurrency,Operations,100,50,100,Maximum reserved concurrent Lambda executions per function,Yes,Integer,1-3000,Public,Operations,,Prevents runaway scaling; adjust at 10K MAU tier,2026-03-19
