#WIDTH: 38,14,25,25,25,50,8,15,28,12,18,22,30,12
#ALIGN: left,left,left,left,left,left,center,center,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
application.recommend_max_limit,Application,50,50,50,Maximum playlist item count the GET /recommend endpoint will return,Yes,Integer,1-100,Public,Development,application.recommend_default_limit,Max limit is 50 per API design spec; reject requests above this with HTTP 400,2025-06-01
application.api_timeout_seconds,Application,30,30,30,API Gateway integration timeout in seconds before returning 504 to caller,Yes,Integer,1-29,Public,Development,compute.lambda.classifier.timeout_seconds,Must be less than Classifier Lambda timeout to avoid Lambda running past Gateway timeout,2025-06-01
compute.lambda.classifier.function_name,Compute,anp-classifier-prod,anp-classifier-dev,anp-classifier-prod,Lambda function name for the POST /classify mood classification endpoint,Yes,String,Lowercase alphanumeric and hyphens; max 64 chars,Public,Development,solution.environment,Follows naming convention anp-classifier-<env> per DDD appendix,2025-06-01
compute.lambda.classifier.memory_mb,Compute,1024,1024,1024,Memory allocation in MB for the Classifier Lambda; determines proportional CPU,Yes,Integer,128-10240,Public,Development,,1024 MB selected to reduce Bedrock cold-start p95 latency; validate with Lambda Power Tuning in Phase 3,2025-06-01
compute.lambda.classifier.timeout_seconds,Compute,30,30,30,Maximum execution duration in seconds for the Classifier Lambda,Yes,Integer,1-900,Public,Development,application.api_timeout_seconds,Must exceed API Gateway integration timeout to avoid partial execution on gateway timeout,2025-06-01
compute.lambda.classifier.runtime,Compute,python3.12,python3.12,python3.12,Lambda runtime environment for the Classifier function,Yes,String,Valid Lambda runtime identifier,Public,Development,,Python 3.12 selected for boto3 SDK maturity with Bedrock and DynamoDB clients,2025-06-01
compute.lambda.classifier.provisioned_concurrency,Compute,0,0,0,Pre-initialized Lambda instance count for Classifier; 0 disables provisioned concurrency,Yes,Integer,0-1000,Public,Development,compute.lambda.classifier.function_name,Set above 0 if p95 latency exceeds 2s in Phase 3 load testing due to cold starts,2025-06-01
compute.lambda.classifier.bedrock_model_id,Compute,[bedrock-model-id],[bedrock-model-id],[bedrock-model-id],Amazon Bedrock foundation model ID used for mood classification inference,Yes,String,Valid Bedrock model ID string,Confidential,Development,aws.region,Model confirmed in Phase 1 accuracy benchmarking; Claude 3 Haiku or Titan Text G1 per DDD,2025-06-01
compute.lambda.classifier.bedrock_max_tokens,Compute,512,512,512,Maximum token count for Bedrock InvokeModel response on classification requests,Yes,Integer,1-4096,Public,Development,compute.lambda.classifier.bedrock_model_id,512 tokens sufficient for structured JSON mood label and confidence score response,2025-06-01
compute.lambda.recommender.function_name,Compute,anp-recommender-prod,anp-recommender-dev,anp-recommender-prod,Lambda function name for the GET /recommend personalized playlist endpoint,Yes,String,Lowercase alphanumeric and hyphens; max 64 chars,Public,Development,solution.environment,Follows naming convention anp-recommender-<env> per DDD appendix,2025-06-01
compute.lambda.recommender.memory_mb,Compute,512,512,512,Memory allocation in MB for the Recommender Lambda,Yes,Integer,128-10240,Public,Development,,512 MB sufficient for DynamoDB SDK queries; adjust if playlist ranking logic becomes CPU-intensive,2025-06-01
compute.lambda.recommender.timeout_seconds,Compute,15,15,15,Maximum execution duration in seconds for the Recommender Lambda,Yes,Integer,1-900,Public,Development,application.api_timeout_seconds,Lower timeout than Classifier as DynamoDB queries are faster than Bedrock inference,2025-06-01
compute.lambda.recommender.history_lookback,Compute,20,20,20,Number of recent listening history records fetched per user for recommendation exclusion,Yes,Integer,1-100,Public,Development,database.user_history.table_name,Higher values improve recommendation novelty but increase DynamoDB read cost,2025-06-01
compute.lambda.autotagger.function_name,Compute,anp-autotagger-prod,anp-autotagger-dev,anp-autotagger-prod,Lambda function name for the S3-triggered auto-tagging batch pipeline,Yes,String,Lowercase alphanumeric and hyphens; max 64 chars,Public,Development,solution.environment,Follows naming convention anp-autotagger-<env> per DDD appendix,2025-06-01
compute.lambda.autotagger.memory_mb,Compute,512,512,512,Memory allocation in MB for the Auto-Tagger Lambda,Yes,Integer,128-10240,Public,Development,,512 MB sufficient for S3 GetObject plus Bedrock InvokeModel plus DynamoDB PutItem,2025-06-01
compute.lambda.autotagger.timeout_seconds,Compute,60,60,60,Maximum execution duration in seconds for the Auto-Tagger Lambda per S3 event,Yes,Integer,1-900,Public,Development,,60s provides buffer for Bedrock inference on large transcript files; target tagging SLA is <60s per SOW,2025-06-01
compute.lambda.autotagger.max_retries,Compute,3,3,3,Maximum Bedrock invocation retry count inside Auto-Tagger Lambda before routing to DLQ,Yes,Integer,1-10,Public,Development,compute.lambda.autotagger.dlq_name,Exponential backoff applied: initial 1s delay; max 30s per DDD retry policy,2025-06-01
compute.lambda.autotagger.dlq_name,Compute,anp-autotagger-dlq-prod,anp-autotagger-dlq-dev,anp-autotagger-dlq-prod,SQS dead-letter queue name for failed Auto-Tagger S3 event processing,Yes,String,Valid SQS queue name; max 80 chars,Public,Operations,solution.environment,CloudWatch Alarm monitors DLQ depth; any message triggers investigation per runbook,2025-06-01
compute.apigw.api_name,Compute,anp-api-prod,anp-api-dev,anp-api-prod,Amazon API Gateway REST API resource name,Yes,String,Non-empty string; max 128 chars,Public,Development,solution.environment,Follows naming convention anp-api-<env> per DDD appendix,2025-06-01
compute.apigw.rate_limit_rps,Compute,100,50,100,API Gateway usage plan steady-state rate limit in requests per second,Yes,Integer,1-10000,Public,Development,compute.apigw.api_name,Sized for <100 concurrent users per SOW; increase via Change Order if user base grows,2025-06-01
compute.apigw.burst_limit,Compute,200,100,200,API Gateway usage plan burst limit for concurrent request spikes above rate limit,Yes,Integer,1-10000,Public,Development,compute.apigw.rate_limit_rps,Burst must be >= rate limit; 200 provides 2x headroom over steady-state rate,2025-06-01
database.catalog_moods.table_name,Database,anp-catalog-moods-prod,anp-catalog-moods-dev,anp-catalog-moods-prod,DynamoDB table name for the catalog mood-tag index,Yes,String,Valid DynamoDB table name; max 255 chars,Confidential,Database Team,solution.environment,Partition key: content_id (String); includes mood_label-index GSI per DDD data model,2025-06-01
database.catalog_moods.billing_mode,Database,PAY_PER_REQUEST,PAY_PER_REQUEST,PAY_PER_REQUEST,DynamoDB billing mode for the catalog mood-tag table,Yes,String,PROVISIONED | PAY_PER_REQUEST,Public,Database Team,database.catalog_moods.table_name,Pay-per-request keeps costs proportional to launch-scale traffic per SOW cost model,2025-06-01
database.catalog_moods.pitr_enabled,Database,true,false,true,Enable DynamoDB Point-in-Time Recovery on the catalog mood-tag table,Yes,Boolean,true | false,Public,Database Team,database.catalog_moods.table_name,PITR required on Prod per SOW go-live checklist; provides 35-day continuous backup window,2025-06-01
database.catalog_moods.gsi_name,Database,mood_label-index,mood_label-index,mood_label-index,GSI name on catalog moods table enabling mood-filtered recommendation queries,Yes,String,Valid DynamoDB index name,Public,Database Team,database.catalog_moods.table_name,"GSI partition key: mood_label; sort key: tagged_at; queried by Recommender Lambda",2025-06-01
database.catalog_moods.min_confidence_threshold,Database,0.5,0.5,0.5,Minimum Bedrock confidence score for a mood tag to appear in recommendation results,Yes,Number,0.0-1.0,Public,Database Team,database.catalog_moods.table_name,Items below threshold are written with low_confidence flag and excluded from GSI queries,2025-06-01
database.user_history.table_name,Database,anp-user-history-prod,anp-user-history-dev,anp-user-history-prod,DynamoDB table name for per-user listening history records,Yes,String,Valid DynamoDB table name; max 255 chars,Confidential,Database Team,solution.environment,"Partition key: user_id (String); sort key: played_at (ISO-8601 String)",2025-06-01
database.user_history.billing_mode,Database,PAY_PER_REQUEST,PAY_PER_REQUEST,PAY_PER_REQUEST,DynamoDB billing mode for the user listening history table,Yes,String,PROVISIONED | PAY_PER_REQUEST,Public,Database Team,database.user_history.table_name,On-demand mode handles variable listening event write patterns without capacity planning,2025-06-01
database.user_history.pitr_enabled,Database,true,false,true,Enable DynamoDB Point-in-Time Recovery on the user history table,Yes,Boolean,true | false,Public,Database Team,database.user_history.table_name,PITR required on Prod per SOW go-live checklist; user PII usage data protected,2025-06-01
database.user_history.ttl_attribute,Database,ttl,ttl,ttl,DynamoDB TTL attribute name used to auto-expire user history records after retention period,Yes,String,Valid DynamoDB attribute name,Public,Database Team,database.user_history.table_name,TTL value set on item write as UNIX timestamp equal to write_time plus ttl_days,2025-06-01
database.user_history.ttl_days,Database,90,90,90,Number of days after which user listening history records are auto-deleted via DynamoDB TTL,Yes,Integer,1-3650,Public,Database Team,database.user_history.ttl_attribute,90 days matches CloudWatch and CloudTrail log retention for a consistent data lifecycle,2025-06-01
storage.catalog.bucket_name,Storage,[anp-catalog-bucket-prod],[anp-catalog-bucket-dev],[anp-catalog-bucket-prod],S3 bucket name for lyric and transcript text file storage,Yes,String,Globally unique; lowercase alphanumeric and hyphens; max 63 chars,Confidential,Operations,aws.account_id,Naming pattern: anp-catalog-<account-id>-<env>; SSE-S3 encryption enabled by default,2025-06-01
storage.catalog.prefix,Storage,catalog/,catalog/,catalog/,S3 key prefix for catalog lyric and transcript files,Yes,String,Non-empty string ending with /,Public,Operations,storage.catalog.bucket_name,Auto-Tagger Lambda S3 event notification is scoped to this prefix only,2025-06-01
storage.catalog.versioning_enabled,Storage,true,true,true,Enable S3 object versioning on the catalog bucket,Yes,Boolean,true | false,Public,Operations,storage.catalog.bucket_name,Versioning enables catalog file recovery; required for DR RPO compliance per SOW,2025-06-01
storage.catalog.encryption,Storage,SSE-S3,SSE-S3,SSE-S3,Server-side encryption algorithm applied to all catalog S3 objects,Yes,String,SSE-S3 | SSE-KMS,Public,Security Team,storage.catalog.bucket_name,SSE-S3 (AES-256) applied by default; upgrade to SSE-KMS with CMK if compliance requirements change,2025-06-01
storage.catalog.size_limit_gb,Storage,50,50,50,Maximum expected catalog storage volume in GB per SOW scope parameter,Yes,Integer,1-10000,Public,Operations,storage.catalog.bucket_name,SOW scope parameter: <50 GB catalog; triggers Change Order review if exceeded,2025-06-01
security.api_key_secret_arn,Security,[secrets-manager-arn-api-key],[secrets-manager-arn-api-key],[secrets-manager-arn-api-key],Secrets Manager ARN storing the API Gateway API key for POST /classify,Yes,String,Valid AWS Secrets Manager ARN,Secret,Security Team,aws.account_id,Stored in Secrets Manager only; never in Lambda env vars or IaC outputs; rotate quarterly,2025-06-01
security.firebase_service_account_arn,Security,[secrets-manager-arn-firebase],[secrets-manager-arn-firebase],[secrets-manager-arn-firebase],Secrets Manager ARN storing the Firebase service account JSON key,Yes,String,Valid AWS Secrets Manager ARN,Secret,Security Team,aws.account_id,Manual rotation required; rotation procedure documented in operational runbook,2025-06-01
security.secret_rotation_days,Security,90,90,90,Number of days between Secrets Manager secret rotation cycles,Yes,Integer,1-365,Public,Security Team,security.api_key_secret_arn,Quarterly rotation per SOW Security and Compliance section; Firebase key requires manual rotation,2025-06-01
security.iam_mfa_required,Security,true,true,true,Require MFA for all named IAM users with AWS Console access,Yes,Boolean,true | false,Public,Security Team,,Enforced on ANP admin account and all nClouds engagement IAM users per SOW IAM policy,2025-06-01
security.https_only,Security,true,true,true,API Gateway rejects all HTTP requests and requires HTTPS (TLS 1.2+),Yes,Boolean,true | false,Public,Security Team,compute.apigw.api_name,HTTP requests return HTTP 403; enforced at API Gateway stage configuration level,2025-06-01
security.tls_minimum_version,Security,TLSv1.2,TLSv1.2,TLSv1.2,Minimum TLS version enforced on the API Gateway endpoint,Yes,String,TLSv1.2 | TLSv1.3,Public,Security Team,compute.apigw.api_name,TLS 1.2 minimum per SOW encryption in transit policy,2025-06-01
security.cloudtrail_enabled,Security,true,true,true,Enable AWS CloudTrail for account-level API activity audit logging,Yes,Boolean,true | false,Public,Security Team,,CloudTrail logs stored in dedicated S3 bucket with 90-day retention and log integrity validation,2025-06-01
security.cloudtrail_retention_days,Security,90,90,90,CloudTrail log retention period in days stored in the audit S3 bucket,Yes,Integer,1-3653,Public,Security Team,security.cloudtrail_enabled,90-day minimum per SOW compliance section; ANP may extend to 365 days via runbook procedure,2025-06-01
integration.cognito.user_pool_id,Integration,[cognito-user-pool-id],[cognito-user-pool-id],[cognito-user-pool-id],Amazon Cognito User Pool ID for JWT issuance and GET /recommend authorization,Yes,String,Format: <region>_<alphanumeric>,Confidential,Integration Team,aws.region,Referenced by API Gateway JWT authorizer; User Pool named anp-users-<env>,2025-06-01
integration.cognito.user_pool_arn,Integration,[cognito-user-pool-arn],[cognito-user-pool-arn],[cognito-user-pool-arn],Amazon Cognito User Pool ARN for API Gateway JWT authorizer configuration,Yes,String,Valid AWS ARN,Confidential,Integration Team,integration.cognito.user_pool_id,Used in API Gateway authorizer definition in the CDK IaC template,2025-06-01
integration.cognito.jwt_expiry_seconds,Integration,3600,3600,3600,Cognito JWT access token expiry in seconds,Yes,Integer,300-86400,Public,Integration Team,integration.cognito.user_pool_id,FlutterFlow app must implement Cognito refresh token flow before expiry to avoid 401 errors,2025-06-01
integration.firebase.export_s3_prefix,Integration,catalog/,catalog/,catalog/,S3 prefix where Firebase catalog export files are uploaded for DynamoDB seeding,Yes,String,Non-empty string ending with /,Public,Integration Team,storage.catalog.bucket_name,One-time seed export required by Week 2 Day 1 per SOW dependency; re-runnable on data quality issues,2025-06-01
integration.bedrock.endpoint_url,Integration,https://bedrock-runtime.us-east-1.amazonaws.com,https://bedrock-runtime.us-east-1.amazonaws.com,https://bedrock-runtime.us-east-1.amazonaws.com,Amazon Bedrock runtime endpoint URL for InvokeModel API calls,Yes,String,Valid HTTPS URL,Confidential,Integration Team,aws.region,Region must match solution.region.primary; model availability confirmed in us-east-1 per SOW,2025-06-01
integration.bedrock.monthly_token_budget,Integration,200000,200000,200000,Expected monthly Bedrock token consumption ceiling used for cost monitoring alert threshold,Yes,Integer,1-10000000,Public,Operations,compute.lambda.classifier.bedrock_model_id,Based on ~500K API invocations/month per SOW infrastructure cost model; alert at 90% of budget,2025-06-01
monitoring.cloudwatch.dashboard_operations,Monitoring,ANP-Operations,ANP-Operations,ANP-Operations,CloudWatch dashboard name for API monitoring covering invocations; error rates; p95 latency,Yes,String,Non-empty string,Public,Operations,aws.region,Dashboard provisioned by IaC; JSON definition included in CDK codebase per DDD observability design,2025-06-01
monitoring.cloudwatch.dashboard_cost,Monitoring,ANP-Cost-Tracking,ANP-Cost-Tracking,ANP-Cost-Tracking,CloudWatch dashboard name for Bedrock token consumption and DynamoDB capacity cost tracking,Yes,String,Non-empty string,Public,Operations,aws.region,Reviewed monthly by ANP admin to track against SOW cost model estimates,2025-06-01
monitoring.cloudwatch.log_retention_days,Monitoring,90,30,90,CloudWatch log group retention in days for all Lambda and API Gateway log groups,Yes,Integer,1-3653,Public,Operations,,90-day retention per SOW Security and Compliance; Dev uses 30 days to reduce cost,2025-06-01
monitoring.cloudwatch.xray_enabled,Monitoring,true,true,true,Enable AWS X-Ray tracing on Lambda functions and API Gateway stages,Yes,Boolean,true | false,Public,Operations,,X-Ray used during Phase 3 performance testing to identify p95 latency contributors per DDD,2025-06-01
monitoring.sns.ops_topic_arn,Monitoring,[sns-ops-topic-arn],[sns-ops-topic-arn],[sns-ops-topic-arn],SNS topic ARN used to deliver all CloudWatch alarm notifications to ANP operations team,Yes,String,Valid SNS ARN,Confidential,Operations,aws.region,Subscribed to ANP technical contact email at handover; optional Slack webhook documented in runbook,2025-06-01
monitoring.alarm.classifier_error_rate_pct,Monitoring,1,1,1,CloudWatch Alarm threshold: Classifier Lambda error percentage over a 5-minute window,Yes,Number,0.1-100,Public,Operations,monitoring.sns.ops_topic_arn,Alarm name: anp-classifier-error-rate-1pct-<env>; triggers immediate runbook investigation,2025-06-01
monitoring.alarm.recommender_error_rate_pct,Monitoring,1,1,1,CloudWatch Alarm threshold: Recommender Lambda error percentage over a 5-minute window,Yes,Number,0.1-100,Public,Operations,monitoring.sns.ops_topic_arn,Alarm name: anp-recommender-error-rate-1pct-<env>; escalate to nClouds during hypercare,2025-06-01
monitoring.alarm.apigw_p95_latency_ms,Monitoring,2000,2000,2000,CloudWatch Alarm threshold: API Gateway p95 latency in milliseconds over a 5-minute window,Yes,Integer,100-30000,Public,Operations,monitoring.sns.ops_topic_arn,2000ms matches SOW SLA target of <=2s p95; triggers Bedrock cold-start investigation per runbook,2025-06-01
monitoring.alarm.apigw_5xx_count,Monitoring,5,5,5,CloudWatch Alarm threshold: API Gateway 5xx error count over a 5-minute window,Yes,Integer,1-1000,Public,Operations,monitoring.sns.ops_topic_arn,Immediate CloudWatch Logs investigation required on trigger; check AWS Service Health Dashboard,2025-06-01
monitoring.alarm.autotagger_dlq_depth,Monitoring,0,0,0,CloudWatch Alarm threshold: Auto-Tagger SQS DLQ visible message count,Yes,Integer,0-10000,Public,Operations,"monitoring.sns.ops_topic_arn,compute.lambda.autotagger.dlq_name",Any value above 0 triggers alarm; re-process failed events via runbook DLQ recovery procedure,2025-06-01
monitoring.alarm.bedrock_token_budget_pct,Monitoring,90,90,90,CloudWatch Alarm threshold: Bedrock monthly token consumption as percentage of monthly budget,Yes,Integer,1-100,Public,Operations,"monitoring.sns.ops_topic_arn,integration.bedrock.monthly_token_budget",Alert at 90% of token budget to allow investigation before cost overage occurs,2025-06-01
monitoring.alarm.dynamodb_throttle_count,Monitoring,0,0,0,CloudWatch Alarm threshold: DynamoDB ThrottledRequests metric count over a 5-minute window,Yes,Integer,0-10000,Public,Operations,monitoring.sns.ops_topic_arn,Throttling unexpected in on-demand billing mode; triggers capacity mode review per runbook,2025-06-01
operations.tagging.project,Operations,ANPStreamingAI,ANPStreamingAI,ANPStreamingAI,Value for the Project tag applied to all AWS resources for cost allocation and governance,Yes,String,Non-empty string; no spaces,Public,Cloud CoE,,Applied by IaC to all stacks; enables AWS Cost Explorer filtering per DDD tagging standards,2025-06-01
operations.tagging.cost_center,Operations,OPP-2025-001,OPP-2025-001,OPP-2025-001,Value for the CostCenter tag applied to all resources for engagement-level cost tracking,Yes,String,Alphanumeric hyphens format,Public,Cloud CoE,solution.opportunity_id,Maps to nClouds opportunity ID for billing reconciliation,2025-06-01
operations.tagging.managed_by,Operations,cdk,cdk,cdk,Value for the ManagedBy tag indicating the IaC tool managing the resource,Yes,String,cdk | cloudformation | manual,Public,Cloud CoE,,Manual tag value disallowed on production resources; all resources must be IaC-managed,2025-06-01
operations.iac.tool,Operations,cdk,cdk,cdk,Infrastructure as Code tool used for all AWS resource provisioning,Yes,String,cdk | cloudformation,Public,Cloud CoE,,AWS CDK (TypeScript) preferred per DDD; CloudFormation fallback if CDK dependency management blocked,2025-06-01
operations.iac.stack_prefix,Operations,ANP,ANP,ANP,Prefix for CDK/CloudFormation stack names following the ANP<Component><Env>Stack convention,Yes,String,Uppercase alphanumeric; max 10 chars,Public,Cloud CoE,operations.iac.tool,Naming convention: ANP<Component><Env>Stack e.g. ANPApiProdStack per DDD appendix,2025-06-01
operations.deployment.lambda_alias,Operations,LIVE,LIVE,LIVE,Lambda function alias pointing to the active published version for blue-green deployments,Yes,String,Valid Lambda alias name; alphanumeric and hyphens,Public,Development,compute.lambda.classifier.function_name,Alias rollback to previous version completes in under 2 minutes per DDD rollback strategy,2025-06-01
operations.deployment.rollback_trigger_error_pct,Operations,10,10,10,Lambda error rate percentage that triggers immediate rollback procedure during Production deployment,Yes,Number,1-100,Public,Operations,monitoring.alarm.classifier_error_rate_pct,Trigger threshold per SOW rollback strategy; Jonas Bull notifies Lilly Goyah immediately on trigger,2025-06-01
operations.deployment.rollback_trigger_latency_ms,Operations,5000,5000,5000,API Gateway p95 latency in milliseconds that triggers rollback during Production deployment,Yes,Integer,1000-30000,Public,Operations,monitoring.alarm.apigw_p95_latency_ms,5000ms rollback trigger vs 2000ms SLA alert; rollback initiated if sustained for more than 10 minutes,2025-06-01
operations.hypercare.duration_weeks,Operations,2,2,2,Post-go-live hypercare support duration in weeks provided by nClouds,Yes,Integer,1-12,Public,Operations,,2-week hypercare per SOW Section 9; business hours Monday to Friday 9am to 5pm client local time,2025-06-01
operations.support.p1_response_hours,Operations,4,4,4,P1 Production outage hypercare response time target in hours,Yes,Integer,1-48,Public,Operations,operations.hypercare.duration_weeks,P1 definition: full Production API outage during hypercare window per SOW,2025-06-01
operations.support.p2_response_hours,Operations,8,8,8,P2 degraded functionality hypercare response time target in hours,Yes,Integer,1-72,Public,Operations,operations.hypercare.duration_weeks,P2 definition: degraded accuracy or latency above 2x SLA threshold during hypercare,2025-06-01
operations.availability_target_pct,Operations,99.5,99.5,99.5,Target availability SLA percentage for the Production API endpoints,Yes,Number,90.0-100.0,Public,Operations,monitoring.cloudwatch.dashboard_operations,99.5% per SOW SLA table; measured via CloudWatch API Gateway uptime monitoring,2025-06-01
operations.rto_minutes,Operations,60,60,60,Recovery Time Objective in minutes for the Production environment,Yes,Integer,1-1440,Public,Operations,operations.iac.tool,1-hour RTO per SOW operational design; achievable via IaC re-deployment in 15 to 30 minutes,2025-06-01
operations.rpo_hours,Operations,24,24,24,Recovery Point Objective in hours representing maximum acceptable data loss,Yes,Integer,1-168,Public,Operations,database.catalog_moods.pitr_enabled,24-hour RPO per SOW operational design; DynamoDB PITR provides 5-minute granularity exceeding this target,2025-06-01
