# SCOPE ASSUMPTIONS
#WIDTH: 25,35,30,25,25,30,40
#ALIGN: left,left,left,left,left,left,left
Category,Baseline Assumption,Current Scope,Small (1x),Medium (2x),Large (3x),Notes
Users / Consultants,Single team of 5-10 consultants,~120 consultants (US & CA),Up to 10 users,10-50 users,50+ users,PREDICTif has 120 distributed consultants needing concurrent access
Regions / Geographies,Single AWS region,us-west-2 (primary; isolated from us-east-1 workloads),1 region,2 regions,3+ regions,Fresh footprint in us-west-2 to isolate PoC blast radius
AI Agents / Pipelines,Single agent workflow,5 agents per solution (Input Validator + 4 generators),1-2 agents,3-4 agents,5+ agents,"Input Validator; Pre-Sales; Delivery; Code; EO Validator agents"
Artifacts per Solution,3 artifacts,12 artifacts (5 presales + 6 delivery + 1 automation bundle),Up to 5,6-9,10-12,"Full bundle: DOCX + PPTX + XLSX + Terraform IaC per solution"
Integration Points,1 integration,5 integrations (Bedrock; Cognito; DynamoDB; S3; GitHub),1-2,3-4,5+,"API Gateway HTTP v2; Lambda; Cognito; DynamoDB; GitHub PAT; S3"
Environments,Dev only,3 environments (dev / staging / prod),1 (dev),2 (dev + staging),3 (dev + staging + prod),Prod requires CTO sign-off and Cognito User Pool review
Compliance / Governance,No quota enforcement,Per-user monthly quotas + global pool (1000 sol/mo),None,Per-user only,"Per-user (10/mo) + global (1000/mo), atomic DynamoDB enforcement"
Monthly Solution Throughput,Ad hoc (manual),200 solutions/month steady-state target,<10/mo,10-100/mo,100-1000+/mo,Platform must scale linearly; per-solution target <$5 Bedrock spend
SLA / Availability Target,Best effort,End-to-end in under 1 hour; PoC live by end of April 2026,Best effort,99% uptime,99.9% uptime,Hard deadline: Q2 2026 executive sponsor demo

# ESTIMATE SETTINGS
#WIDTH: 25,30,15,80
#ALIGN: left,left,center,left
Phase,Variable Name,Multiplier,Description / Applies To Tasks
Discovery,discovery_factor,1.0,Baseline stakeholder interviews; requirements gathering; current-state review of legacy CLI workflow
Planning,planning_factor,1.2,Elevated for multi-agent graph design; AWS AgentCore + Strands framework; Cognito + API Gateway architecture planning
Development,development_factor,1.3,Elevated for 5-agent pipeline; 14-subcommand CLI; 11 Lambda routes; eof-tools container integration; Terraform IaC
Testing,testing_factor,1.1,Covers format-check + LLM quality-check validation loops; Terraform validate gate; 12 artifact type coverage
Deployment,deployment_factor,1.0,Baseline for production deployment; GitHub integration; hypercare; knowledge transfer

# LEVEL OF EFFORT
#WIDTH: 15,25,50,15,12,14,12,12,15,25,40
#ALIGN: left,left,left,left,right,center,right,right,right,left,left
Phase,Work Package,Task Description,Resource Type,Base Hours,Effort Multiplier,Actual Hours,Rate,Cost Estimate,Dependencies,Notes
Development,Bedrock Model Integration,"Claude Sonnet 4.6 (primary generation); Claude Haiku 4.5 (validation); prompt templates; retry logic (up to 3 retries per artifact)",ML/AI Engineer,48,1.3,62,$225,"=TEXT(62*225,""$#,##0"")",Agent Framework Implementation,Per-artifact: format-check pass + LLM quality-check with retry
Development,eof-tools Container Integration,"Bake eof-tools library into AgentCore container image; validate all 12 artifact-type converters (DOCX; PPTX; XLSX; Terraform)",DevOps Engineer,40,1.3,52,$200,"=TEXT(52*200,""$#,##0"")",Bedrock Model Integration,Terraform validate as syntax gate for IaC bundle
Development,Lambda API Routes Implementation,"Implement all 11 Lambda routes: solution CRUD; artifact download; user quota check; admin usage; status endpoints",Solutions Engineer,48,1.3,62,$200,"=TEXT(62*200,""$#,##0"")",eof-tools Container Integration,JWT-protected; per-route throttle policies applied
Development,Quota Enforcement Implementation,"Atomic DynamoDB conditional writes: per-user 10 sol/mo; global 1000 sol/mo pool; quota-exceeded error responses",Solutions Engineer,24,1.3,31,$200,"=TEXT(31*200,""$#,##0"")",Lambda API Routes Implementation,Atomic enforcement prevents race conditions at scale
Development,GitHub Integration,"Commit output artifacts to public GitHub repository via stored PAT; branch strategy; commit message format; error handling",Solutions Engineer,16,1.3,21,$200,"=TEXT(21*200,""$#,##0"")",Quota Enforcement Implementation,PAT stored in Secrets Manager; rotation procedure documented
Development,CI/CD Pipeline,"CodePipeline + CodeBuild: Docker image build; ECR push; AgentCore Runtime re-registration; automated smoke test on deploy",DevOps Engineer,40,1.3,52,$200,"=TEXT(52*200,""$#,##0"")",GitHub Integration,Enables consistent deployments across dev / staging / prod
Development,Terraform IaC Full Platform,"Terraform modules: Cognito; API GW; Lambda; DynamoDB; S3; ECR; AgentCore; IAM; CloudWatch; terraform validate gate",DevOps Engineer,48,1.3,62,$200,"=TEXT(62*200,""$#,##0"")",CI/CD Pipeline,Automation bundle artifact; terraform validate must pass in CI
Development,Token Usage Instrumentation,"Instrument all 5 agents: emit per-phase token counts to CloudWatch; surface in CLI status command and GET /admin/usage",ML/AI Engineer,16,1.3,21,$225,"=TEXT(21*225,""$#,##0"")",Terraform IaC Full Platform,Required for budget tracking against $5/solution Bedrock target
Development,Security Hardening,"Secrets Manager rotation; VPC endpoint for Bedrock/DynamoDB/S3; CloudTrail data events; GuardDuty enablement",Security Engineer,24,1.3,31,$200,"=TEXT(31*200,""$#,##0"")",Token Usage Instrumentation,Reduces attack surface; aligns with CTO security expectations
Development,Configuration and Code Documentation,"Inline code documentation; README files; deployment guide; environment variable reference; eof-tools integration notes",Technical Writer,32,1.3,42,$125,"=TEXT(42*125,""$#,##0"")",Security Hardening,Feeds delivery-phase runbooks
Testing,Test Plan Development,"Comprehensive test plan: unit; integration; E2E; load; security; 12 artifact-type validation coverage matrix",QA Engineer,16,1.1,18,$150,"=TEXT(18*150,""$#,##0"")",Configuration and Code Documentation,Phase 3 Weeks 10-12 gate
Testing,Unit Testing Agents and Lambda,"Unit tests for all 5 agents; 11 Lambda routes; Cognito trigger; quota logic; GitHub integration module",Solutions Engineer,32,1.1,35,$200,"=TEXT(35*200,""$#,##0"")",Test Plan Development,Target >80% code coverage
Testing,Integration Testing Full Pipeline,"End-to-end solution generation: Input Validator through EO Validator; all 12 artifact types validated",Solutions Engineer,32,1.1,35,$200,"=TEXT(35*200,""$#,##0"")",Unit Testing Agents and Lambda,Validate all 5 presales + 6 delivery + 1 Terraform bundle artifacts
Testing,Validation Loop Testing,"Test format-check + LLM quality-check retry mechanism (up to 3 retries); confirm deterministic pass/fail on all artifact types",QA Engineer,24,1.1,26,$150,"=TEXT(26*150,""$#,##0"")",Integration Testing Full Pipeline,EO Validator agent must surface actionable error messages
Testing,Performance and Load Testing,"Load test: 200 solutions/month throughput; concurrent solution generation; DynamoDB quota atomic writes under load",Solutions Engineer,24,1.1,26,$200,"=TEXT(26*200,""$#,##0"")",Validation Loop Testing,Verify <1hr end-to-end SLA at target throughput
Testing,Security Testing,"IAM policy review; Cognito token validation; JWT authoriser bypass testing; Secrets Manager access; VPC endpoint validation",Security Engineer,16,1.1,18,$200,"=TEXT(18*200,""$#,##0"")",Performance and Load Testing,Include OWASP API Top 10 checks on 11 Lambda routes
Testing,Terraform Validate Gate Testing,"Verify terraform validate passes in CI for all IaC modules; test plan/apply in staging environment",DevOps Engineer,16,1.1,18,$200,"=TEXT(18*200,""$#,##0"")",Security Testing,IaC automation bundle must pass gate before delivery
Testing,UAT Coordination,"Coordinate UAT with Marcus Patel (pre-sales scenarios); Daniel Park (delivery scenarios); CTO (Cognito / production gate)",Project Manager,16,1.1,18,$175,"=TEXT(18*175,""$#,##0"")",Terraform Validate Gate Testing,UAT sign-off required before go-live
Testing,CloudWatch Green Baseline,"Validate green CloudWatch metrics baseline: error rates; latency P99; retry rates; token spend per solution",DevOps Engineer,16,1.1,18,$200,"=TEXT(18*200,""$#,##0"")",UAT Coordination,Required deliverable: Phase 3 completion criterion
Testing,Defect Resolution,Address and resolve all P1/P2 defects identified during integration; UAT; performance; and security testing,Solutions Engineer,40,1.1,44,$200,"=TEXT(44*200,""$#,##0"")",CloudWatch Green Baseline,10-20% contingency buffer applied to defect-resolution hours
Testing,Test Results Report,"Document test results; coverage metrics; UAT sign-off; security attestation; CloudWatch baseline screenshot",QA Engineer,8,1.1,9,$150,"=TEXT(9*150,""$#,##0"")",Defect Resolution,"Distribute to Sarah Lin; Marcus Patel; Daniel Park; CTO"
Deployment,Go-Live Planning,"Cutover plan: production deployment checklist; rollback procedures; Cognito CTO sign-off gate; procurement notification",Project Manager,8,1.0,8,$175,"=TEXT(8*175,""$#,##0"")",Test Results Report,Hard gate: CTO sign-off before production Cognito User Pool activation
Deployment,Production Deployment,"Deploy full platform to production us-west-2: AgentCore Runtime; Lambda; DynamoDB; Cognito; S3; API GW; monitoring",Cloud Engineer,24,1.0,24,$200,"=TEXT(24*200,""$#,##0"")",Go-Live Planning,Follows 12-week schedule; demo-ready by end of April 2026
Deployment,GitHub Repository Setup,"Configure public GitHub repository; branch protection; initial artifact commits; PAT integration validation in production",Solutions Engineer,8,1.0,8,$200,"=TEXT(8*200,""$#,##0"")",Production Deployment,PAT stored in Secrets Manager; rotation schedule established
Deployment,Runbook Development,"Operational runbooks: agent failure recovery; quota reset; PAT rotation; DynamoDB backup; CloudWatch alarm response",Technical Writer,24,1.0,24,$125,"=TEXT(24*125,""$#,##0"")",Production Deployment,Handed to Daniel Park (Head of Delivery Operations)
Deployment,Knowledge Transfer Engineering,"Technical deep-dive sessions for Amatra engineering team: agent architecture; Lambda routes; CI/CD; Terraform modules",Solution Architect,16,1.0,16,$225,"=TEXT(16*225,""$#,##0"")",Runbook Development,Recorded sessions for future onboarding
Deployment,Knowledge Transfer Pre-Sales,"Pre-sales workflow training for Marcus Patel's team: CLI usage; solution generation; artifact review; quota management",Trainer,16,1.0,16,$150,"=TEXT(16*150,""$#,##0"")",Knowledge Transfer Engineering,"Target audience: 120 distributed consultants (train-the-trainer approach)"
Deployment,Documentation Delivery,"Deliver complete as-built documentation: architecture docs; API reference; runbooks; ADRs; deployment guide; eof-tools guide",Technical Writer,16,1.0,16,$125,"=TEXT(16*125,""$#,##0"")",Knowledge Transfer Pre-Sales,Stored in S3 and GitHub repository
Deployment,Hypercare Support,"8-week post-go-live hypercare: Bedrock quota monitoring; agent failure triage; validation retry tuning; quota adjustment",Support Engineer,80,1.0,80,$150,"=TEXT(80*150,""$#,##0"")",Documentation Delivery,"Large-complexity engagement; 8 weeks covers ~200 solutions/mo ramp"
Deployment,Optimisation Recommendations,"Document Phase 2 opportunities: multi-region expansion; advanced analytics; Haiku 4.5 cost optimisation; auto-scaling",Solution Architect,16,1.0,16,$225,"=TEXT(16*225,""$#,##0"")",Hypercare Support,Feeds Phase 2 engagement scoping and budget planning
Deployment,Project Closeout,"Project retrospective; lessons learned; KPI measurement (90% effort reduction; <1hr generation time); executive summary",Project Manager,8,1.0,8,$175,"=TEXT(8*175,""$#,##0"")",Optimisation Recommendations,Executive summary distributed to Sarah Lin (CRO)
Management,Technical Leadership,"EO Quarterback: technical oversight across all phases; architecture governance; agent-graph quality reviews; escalation handling",Solution Architect,"=ROUND(SUM($G$9:$G$58)*0.10,0)",1.0,"=ROUND(SUM($G$9:$G$58)*0.10,0)",$225,"=TEXT(ROUND(SUM($G$9:$G$58)*0.10,0)*225,""$#,##0"")",,10% of engineering hours
Management,Project Management,"Project coordination: weekly status reports; RAID log; milestone tracking; stakeholder comms to Sarah Lin and Marcus Patel",Project Manager,"=ROUND(SUM($G$9:$G$58)*0.10,0)",1.0,"=ROUND(SUM($G$9:$G$58)*0.10,0)",$175,"=TEXT(ROUND(SUM($G$9:$G$58)*0.10,0)*175,""$#,##0"")",,10% of engineering hours
,,,,,TOTAL HOURS,"=SUM($G$9:$G$60)",TOTAL COST,"=TEXT(SUMPRODUCT($G$9:$G$60,$H$9:$H$60),""$#,##0"")",,

# CREDITS
#WIDTH: 25,15,100
#ALIGN: left,right,left
Credit Type,Credit Amount,Credit Comments
AWS Partner Network (APN) Services Credit,"($15,000)","APN Advanced Tier Partner credit applied to professional services engagement; eligible for AWS AI/ML solution builds using Bedrock and AgentCore Runtime"
AWS Bedrock Launch Partner Incentive,"($5,000)","Early adopter incentive for AgentCore Runtime (Bedrock AgentCore); applicable to new platform builds leveraging Bedrock generative AI services in Year 1"
Implementation Volume Discount,"($10,000)","Volume discount on professional services for engagement exceeding $200k; applied as 4% reduction on total services cost for strategic PREDICTif / Amatra deal"
NET PROFESSIONAL SERVICES COST,"=SUMPRODUCT($G$9:$G$60,$H$9:$H$60)-30000","Total professional services cost minus APN credit ($15k) + Bedrock incentive ($5k) + volume discount ($10k) = $30,000 total credits applied in Year 1"
