Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
TECH-001,Technical Requirements,Current Infrastructure,"Describe the existing AWS account structure and any Service Control Policies (SCPs) or permission boundaries that apply to the new us-west-2 footprint.","Is the new footprint a net-new AWS account, a new OU, or a new region in an existing account? Are there org-level SCPs that restrict service usage?","","Account and permission structure directly impacts IAM design and deployment approach"
TECH-002,Technical Requirements,AWS Services,"Which AWS services are already provisioned in the existing account (us-east-1), and are any shared services (e.g. Route 53, AWS Organizations, SSO) expected to be reused?","Confirm whether DNS, identity federation, or billing is shared with the us-east-1 workloads","","Prevents duplicate provisioning and identifies cross-region dependencies"
TECH-003,Technical Requirements,Agentic Architecture,"Confirm the agent topology: five agents per solution (Input Validator, Pre-Sales Generator, Delivery Generator, Code Generator, EO Validator) — are these orchestrated as a sequential graph or can they run in parallel?","Strands Agents multi-agent graph; clarify whether the orchestration is a linear pipeline or a DAG with parallel branches","","Determines AgentCore Runtime concurrency requirements and task-queue design"
TECH-004,Technical Requirements,Model Selection,"Are Claude Sonnet 4.6 (primary generation) and Claude Haiku 4.5 (validation) the final model selections, or are alternatives being evaluated?","Confirm model IDs and whether on-demand inference or provisioned throughput (PTUs) is preferred","","Model choice and throughput mode are the primary Bedrock cost drivers"
TECH-005,Technical Requirements,API & CLI,"Describe the expected CLI distribution model — pip package on PyPI (public or private), internal Artifactory, or bundled installer?","Brief mentions a pip-installable CLI with 14 subcommands; confirm distribution channel, versioning strategy, and target OS environments (macOS, Linux, Windows)","","Affects CI/CD pipeline and release management scope"
TECH-006,Technical Requirements,API & CLI,"Confirm the 11 Lambda route signatures for the HTTP API — which routes require synchronous responses and which can be async (polling or webhook)?","Long-running generation jobs may need async patterns (SQS, Step Functions, or polling endpoint) to avoid Lambda timeouts","","Synchronous vs. async design decision impacts API Gateway timeout configuration and client UX"
TECH-007,Technical Requirements,Authentication & Identity,"How should the Cognito User Pool be populated initially — admin-created users, self-registration with email verification, or federated SSO (SAML/OIDC)?","Brief mentions a post-confirmation Lambda that writes user profiles to DynamoDB; confirm identity source","","Determines Cognito trigger configuration and onboarding workflow"
TECH-008,Technical Requirements,Authentication & Identity,"What is the expected number of Cognito Monthly Active Users (MAUs) at launch and at 12-month steady state?","MAU count drives Cognito cost tier; confirm whether MAUs are internal consultants only or include client users","","Directly affects Cognito line item in infrastructure cost estimate"
TECH-009,Technical Requirements,Data & Storage,"What is the expected S3 storage volume per solution (raw markdown, CSVs, converted DOCX/PPTX/XLSX, Terraform bundles)?","12 artifacts per solution; estimate average artifact size and total monthly new data ingested at steady-state throughput (200 solutions/month)","","S3 storage and data-transfer costs scale with artifact volume"
TECH-010,Technical Requirements,Data & Storage,"What is the DynamoDB access pattern — primarily write-heavy (quota tracking) or read-heavy (solution status polling)?","Quota enforcement is atomic writes; status polling may be frequent during generation; confirm read/write ratio","","Determines DynamoDB capacity mode (on-demand vs. provisioned) and GSI design"
TECH-011,Technical Requirements,Container & Image Pipeline,"Describe the Docker image build and deployment pipeline — GitHub Actions, AWS CodePipeline, or another CI system?","The eof-tools converter library (~30 Python modules) must be baked into the agent container image; confirm base image, registry (ECR), and image scanning requirements","","Container build pipeline is on the critical path for Phase 2; identify who owns it"
TECH-012,Technical Requirements,Terraform & IaC,"What Terraform version and state backend (S3 + DynamoDB lock) configuration is required?","Brief names `terraform validate` as a syntax gate; confirm whether `terraform plan` and `terraform apply` are also automated or remain manual","","Determines scope of the automation bundle and what the Code Generator agent must produce"
TECH-013,Technical Requirements,GitHub Integration,"Confirm the GitHub repository structure — single monorepo or per-solution repository — and the token-rotation policy for the stored personal access token.","Brief states artifacts are committed via a stored PAT to a fixed public repository; confirm branching strategy and PR-vs-direct-commit approach","","PAT storage in Secrets Manager or Parameter Store is a security requirement; rotation policy must be defined"
TECH-014,Technical Requirements,Performance & Scalability,"What is the maximum acceptable end-to-end generation time per solution (all 12 artifacts)?","Brief targets under 1 hour; confirm whether this is a hard SLA or a soft target, and whether it applies to the 95th-percentile case","","Drives concurrency design and Lambda/AgentCore timeout configuration"
TECH-015,Technical Requirements,Performance & Scalability,"What is the expected burst scenario — how many solutions might be submitted simultaneously during a peak sales event?","Per-user quota is 10 solutions/month; global cap is 1 000/month; identify likely burst patterns (e.g. end-of-quarter pipeline flush)","","Determines Lambda reserved-concurrency settings and Bedrock rate-limit headroom"
TECH-016,Technical Requirements,Observability,"What CloudWatch metrics, dashboards, and alarms are required for the Phase 3 green baseline?","Brief mentions per-phase token usage surfaced in CLI status and admin usage endpoint; confirm additional KPIs (error rates, latency p95, queue depth)","","Observability scope is a Phase 3 exit criterion; define early to avoid last-minute instrumentation work"
TECH-017,Technical Requirements,eof-tools Integration,"Which of the ~30 eof-tools converter modules are required for the 12 artifact types at launch, and are any modules currently unstable or under active development?","Identify any converter modules that may need patching or replacement; confirm test coverage for each module","","Unstable converters are the most likely source of Phase 2 integration failures"
SEC-001,Security & Compliance,Compliance Frameworks,"What compliance frameworks apply to this platform and the data it processes?","Likely candidates: SOC 2 Type II, ISO 27001; if any customer PII or client-confidential data flows through the platform, GDPR or CCPA may also apply","","Drives security controls, audit logging retention, and penetration testing requirements"
SEC-002,Security & Compliance,Data Classification,"What is the highest data classification level for artifacts stored in S3 and DynamoDB?","PREDICTif client briefings may contain confidential commercial or technical data; confirm classification policy","","Determines encryption key management approach (AWS-managed vs. customer-managed KMS keys)"
SEC-003,Security & Compliance,Authentication,"Will JWT tokens issued by Cognito be validated at the API Gateway layer (Lambda authoriser or native JWT authoriser) or within each Lambda function?","Native HTTP API JWT authoriser is simpler; Lambda authoriser allows custom claim validation","","Authentication enforcement point impacts latency and cost; confirm architecture decision"
SEC-004,Security & Compliance,Authentication,"What is the token expiry policy — 30-day refresh tokens are mentioned; what is the access token lifetime?","Short access token lifetimes (e.g. 1 hour) reduce exposure; refresh token rotation policy should also be defined","","Access token lifetime is a security posture decision; confirm with CTO"
SEC-005,Security & Compliance,IAM & Least Privilege,"Describe the expected IAM role structure — one execution role per Lambda, per agent, or a shared role across the platform?","Least-privilege IAM is a Well-Architected requirement; confirm whether the team has an existing IAM baseline or policy templates","","IAM design is foundational to Phase 1 and must be agreed before any service provisioning"
SEC-006,Security & Compliance,Secrets Management,"How will the GitHub PAT, Bedrock API credentials, and any third-party API keys be stored and rotated?","AWS Secrets Manager with automatic rotation is the recommended approach; confirm whether rotation is in scope","","Hardcoded or Parameter Store plaintext secrets are a common audit finding; address in Phase 1"
SEC-007,Security & Compliance,Network Security,"Will the Lambda functions and AgentCore Runtime run in a VPC, or in the default AWS public network?","VPC deployment increases security posture but adds NAT Gateway costs and ENI provisioning complexity","","VPC-vs-public is a key architecture decision with cost and operational implications"
SEC-008,Security & Compliance,Audit Logging,"What audit log retention period is required for API calls, agent invocations, and artifact generation events?","CloudTrail + CloudWatch Logs; confirm retention period (e.g. 90 days hot, 1 year cold in S3 Glacier)","","Retention period drives CloudWatch Logs and S3 storage costs"
SEC-009,Security & Compliance,Data Residency,"Must all data (S3 artifacts, DynamoDB records, CloudWatch logs) remain within the us-west-2 region?","Confirm whether any cross-region replication or backup to another region is permitted or required","","Drives S3 replication policy and DynamoDB global table decisions"
SEC-010,Security & Compliance,Vulnerability Management,"Is a container image vulnerability scanning requirement in place for the ECR repository hosting the agent image?","Amazon Inspector or ECR enhanced scanning; confirm whether critical findings must be remediated before deployment","","Container scanning policy is a pre-deployment gate; define in Phase 2"
OPS-001,Operations & Support,RTO & RPO,"What are the Recovery Time Objective (RTO) and Recovery Point Objective (RPO) targets for the platform?","For an internal tooling platform, RTO of 4-8 hours and RPO of 24 hours may be acceptable; confirm with Head of Delivery Operations","","Drives multi-AZ design, DynamoDB backup policy, and S3 versioning requirements"
OPS-002,Operations & Support,Monitoring & Alerting,"Which teams should receive CloudWatch alarms — only the platform ops team, or also the sales and pre-sales teams?","Define escalation paths for generation failures, quota exhaustion, and Bedrock throttling events","","Alerting design must be completed before Phase 3 green-baseline certification"
OPS-003,Operations & Support,Support Coverage,"What support coverage is required for the platform during and after the 12-week engagement?","Business hours (8x5) vs. 24x7; confirm whether PREDICTif will operate the platform internally or whether Amatra provides ongoing managed support","","Support model determines whether an AWS Support plan upgrade is needed and whether on-call runbooks are in scope"
OPS-004,Operations & Support,Maintenance Windows,"What maintenance windows are available for Lambda deployments, DynamoDB schema changes, and Bedrock model updates?","Identify low-traffic periods (e.g. weekends, off-peak hours) when blue-green deployments and schema migrations can be performed","","Maintenance window definition is required before Phase 2 deployment planning"
OPS-005,Operations & Support,Quota & Cost Governance,"How should per-user and global quota exhaustion be handled — hard block with an error response, or a soft limit with an admin override path?","Brief specifies atomic DynamoDB enforcement; confirm the UX for quota-exceeded scenarios and the admin override workflow","","Quota design must be implemented in Phase 1 (DynamoDB) before agent invocations begin"
OPS-006,Operations & Support,Cost Governance,"What cost governance controls are required — AWS Budgets alerts, cost allocation tags, or chargeback to individual business units?","Tagging strategy (solution_id, user_id, phase) should be agreed in Phase 1 to ensure all resources are attributable","","Without a tagging strategy, per-solution cost attribution (target <$5 model spend) cannot be tracked"
OPS-007,Operations & Support,Capacity Planning,"At steady-state throughput of 200 solutions/month, what is the expected daily and peak-hour distribution?","Uniform distribution (≈7 solutions/day) vs. end-of-quarter spike; confirm whether Lambda concurrency reservations are needed","","Capacity planning informs reserved concurrency and provisioned-throughput decisions"
OPS-008,Operations & Support,Backup & Recovery,"Should S3 artifacts be versioned and backed up to a separate account or Glacier tier for long-term retention?","12 artifacts per solution × 200 solutions/month = 2 400 artifacts/month; confirm retention policy (e.g. keep all versions for 1 year)","","S3 versioning and lifecycle policies are a Phase 1 configuration item"
IMPL-001,Implementation Planning,Migration Approach,"What is the agreed migration strategy for transitioning consultants from the current manual Claude Code CLI process to the new platform?","Options: hard cutover on go-live date, parallel run (old + new for N weeks), or gradual team-by-team rollout","","Migration approach determines training load and whether legacy processes need to continue post-launch"
IMPL-002,Implementation Planning,Phased Delivery,"Are the four Phase milestones (Foundation, Agents, Validation, Green Baseline) aligned with internal budget release gates or procurement checkpoints?","Confirm whether each phase requires a formal sign-off or invoice milestone before the next phase begins","","Phase gates with financial releases can block progress if not planned in advance"
IMPL-003,Implementation Planning,Resource Availability,"What PREDICTif / Amatra internal resources are available to support the engagement — AWS account access, architecture review, UAT participation?","Identify named individuals for: AWS account owner, security/IAM approver, eof-tools subject-matter expert, UAT lead","","Internal resource bottlenecks (e.g. IAM approvals) are the most common cause of schedule slippage in platform builds"
IMPL-004,Implementation Planning,Testing & UAT,"What user acceptance testing (UAT) criteria must be met before Phase 3 sign-off?","Define test scenarios: successful end-to-end generation for at least N solution types, quota enforcement verification, auth token validation, GitHub commit verification","","UAT criteria define the Phase 3 exit checklist; agree before development begins"
IMPL-005,Implementation Planning,Training Needs,"What training is required for the Amatra consultant team — platform administration, CLI usage, or both?","Identify whether training will be delivered as written runbooks, live sessions, or embedded in the CLI --help documentation","","Training scope must be planned in Phase 3 to avoid a post-go-live knowledge gap"
IMPL-006,Implementation Planning,Go-Live Readiness,"What go-live readiness criteria must be satisfied before the platform is made available to the full sales organisation?","Examples: all 12 artifact types validated, green CloudWatch dashboard, security review passed, at least one end-to-end run with real client data","","Go-live criteria prevent premature rollout; align with Sarah Lin (CRO) and Daniel Park (Delivery Ops)"
IMPL-007,Implementation Planning,Change Management,"How will the transition from manual artifact generation to automated generation be communicated to the sales and delivery teams?","Change management plan: announcement timeline, champion identification, feedback channel, escalation path for generation quality issues","","Adoption risk is highest in the first 30 days post-go-live; a change management plan reduces rejection risk"
IMPL-008,Implementation Planning,Rollback Plan,"What is the rollback plan if the platform fails to meet go-live criteria at the end of Phase 3?","Options: extend timeline by N weeks, defer scope, maintain parallel manual process as fallback","","A defined rollback plan is a risk management requirement for the executive sponsor demo"
RISK-001,Risk & Constraints,Technical Risks,"What is the risk appetite for using Bedrock AgentCore Runtime, which is a relatively new AWS service?","AgentCore Runtime may have limited reference architectures and support history; confirm whether a fallback to ECS/Fargate-hosted agents is acceptable if AgentCore Runtime does not meet requirements","","New service adoption risk should be evaluated in Phase 1 with a time-boxed proof-of-concept spike"
RISK-002,Risk & Constraints,Technical Risks,"Are there known limitations in the eof-tools converter library that could prevent any of the 12 artifact types from being generated automatically?","Identify any converters with known bugs, missing test coverage, or hard dependencies on local file system paths","","eof-tools integration is the highest-probability technical risk; surface blockers before Phase 2 begins"
RISK-003,Risk & Constraints,Dependencies,"What external dependencies (AWS service quotas, ECR image pull limits, GitHub API rate limits) could throttle the platform under peak load?","Bedrock RPM/TPM quotas for Claude Sonnet 4.6 in us-west-2 should be requested in advance; GitHub API rate limits apply to PAT-based commits","","Service quota requests can take days to weeks; submit in Phase 1 to avoid Phase 2 blockers"
RISK-004,Risk & Constraints,Constraints,"Are there organisational constraints on using public PyPI for CLI distribution, or on committing artifacts to a public GitHub repository?","Some enterprise policies prohibit public distribution channels or public repositories for internal tooling; confirm with PREDICTif IT security","","A policy constraint discovered late could require a significant rework of the distribution and GitHub integration design"
RISK-005,Risk & Constraints,Assumptions,"Confirm the key assumptions baked into the $5 per-solution model-spend target — input token counts, number of retries, and model selection.","The target assumes Claude Haiku 4.5 for validation (lower cost) and a bounded retry limit (max 3); if average retries are higher or Sonnet is used more broadly, cost will exceed target","","Cost assumption validation in Phase 1 prevents budget overrun in Phase 2 and Phase 3"
