#WIDTH: 38,14,25,25,25,50,8,15,28,12,18,22,30,12
#ALIGN: left,left,left,left,left,left,center,center,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
security.audit_log_retention_years,Security,7,1,7,Audit log retention period in years for CloudTrail PHI access events per HIPAA minimum,Yes,Integer,1-10,Public,Security Team,security.cloudtrail_trail_arn,HIPAA §164.312(b) requires 7-year retention; S3 Object Lock Compliance mode enforces immutability,2025-06-18
security.cloudwatch_log_retention_days,Security,90,30,90,CloudWatch Logs retention period in days for application and infrastructure logs,Yes,Integer,1-3653,Public,Operations,,90-day hot retention; older logs archived to S3 Glacier for cost optimization,2025-06-18
security.waf_enabled,Security,true,false,true,Enable AWS WAF on all ALBs and API Gateway endpoints,Yes,Boolean,true|false,Public,Security Team,networking.alb_dashboard_id,OWASP Top 10 + AWS managed rules + healthcare-specific rule set; WAF logs retained 90 days,2025-06-18
security.guardduty_enabled,Security,true,true,true,Enable Amazon GuardDuty threat detection across the Clinical Applications OU,Yes,Boolean,true|false,Public,Security Team,,Continuous ML-driven threat detection; High/Critical findings page CISO on-call via PagerDuty,2025-06-18
security.config_enabled,Security,true,true,true,Enable AWS Config with HIPAA rule set for continuous compliance monitoring,Yes,Boolean,true|false,Public,Security Team,,HIPAA configuration drift detected within 15 minutes; Critical findings remediated in 24h per SLA,2025-06-18
security.security_hub_enabled,Security,true,true,true,Enable AWS Security Hub for aggregated compliance and security findings,Yes,Boolean,true|false,Public,Security Team,security.config_enabled,Aggregates GuardDuty + Config + Inspector + Macie findings; CISO audit pane for SOC 2 Type II,2025-06-18
security.macie_enabled,Security,true,false,true,Enable Amazon Macie for automated PHI data classification in S3 buckets,Yes,Boolean,true|false,Public,Security Team,storage.s3.datalake_bucket_name,Alerts if PHI found in non-production or non-encrypted buckets; SOC 2 CC6 detective control,2025-06-18
security.secrets_manager.aurora_secret_arn,Security,[aurora-secret-arn],[aurora-secret-arn],[aurora-secret-arn],ARN of the Secrets Manager secret storing Aurora PostgreSQL credentials,Yes,String,Valid Secrets Manager ARN,Secret,Security Team,database.aurora.cluster_identifier,30-day automatic rotation via built-in RDS Lambda; every GetSecretValue call logged to CloudTrail,2025-06-18
security.secrets_manager.epic_oauth_secret_arn,Security,[epic-oauth-secret-arn],[epic-oauth-secret-arn],[epic-oauth-secret-arn],ARN of the Secrets Manager secret storing Epic FHIR R4 SMART on FHIR OAuth 2.0 client credentials,Yes,String,Valid Secrets Manager ARN,Secret,Security Team,integration.epic.fhir_base_url,Rotated per Epic 90-day OAuth token expiry; automatic re-issuance configured in rotation Lambda,2025-06-18
security.secrets_manager.mirth_api_key_arn,Security,[mirth-api-key-arn],[mirth-api-key-arn],[mirth-api-key-arn],ARN of the Secrets Manager secret storing Mirth Connect integration API key,Yes,String,Valid Secrets Manager ARN,Secret,Security Team,integration.mirth.endpoint_url,30-day automatic rotation; never stored in Lambda environment variables or IaC configuration files,2025-06-18
security.secrets_manager.datadog_api_key_arn,Security,[datadog-api-key-arn],[datadog-api-key-arn],[datadog-api-key-arn],ARN of the Secrets Manager secret storing Datadog APM API key,Yes,String,Valid Secrets Manager ARN,Secret,Security Team,monitoring.datadog.site,Rotated annually; injected into ECS task definition at deploy time via Secrets Manager integration,2025-06-18
security.iam.access_analyzer_enabled,Security,true,true,true,Enable IAM Access Analyzer to detect overly permissive resource policies,Yes,Boolean,true|false,Public,Security Team,,Continuously identifies IAM policies granting unintended cross-account or public access,2025-06-18
security.tls_minimum_version,Security,TLSv1.2,TLSv1.2,TLSv1.2,Minimum TLS version enforced on all ALB listeners and API Gateway endpoints,Yes,String,"TLSv1.2|TLSv1.3",Public,Security Team,,HIPAA §164.312(e) mandate; HTTP redirected to HTTPS with 301 on all ALB listeners,2025-06-18
networking.vpc_cidr_primary,Networking,10.10.0.0/16,10.20.0.0/16,10.11.0.0/16,VPC CIDR block for the CDS Platform in the primary region (us-east-1),Yes,String,Valid /16 CIDR block,Confidential,Network Team,,All PHI traffic on private subnets; no public internet traversal for data paths per security design,2025-06-18
networking.subnet_cidr_public_az1,Networking,10.10.0.0/24,10.20.0.0/24,10.11.0.0/24,Public subnet CIDR for AZ1 (ALB and NAT Gateway only; no application workloads),Yes,String,Valid CIDR within VPC CIDR,Confidential,Network Team,networking.vpc_cidr_primary,Only ALBs and NAT Gateways deployed in public subnets per network segmentation design,2025-06-18
networking.subnet_cidr_public_az2,Networking,10.10.1.0/24,10.20.1.0/24,10.11.1.0/24,Public subnet CIDR for AZ2 (ALB and NAT Gateway only; no application workloads),Yes,String,Valid CIDR within VPC CIDR,Confidential,Network Team,networking.vpc_cidr_primary,,2025-06-18
networking.subnet_cidr_app_az1,Networking,10.10.10.0/23,10.20.10.0/23,10.11.10.0/23,Private application subnet CIDR for AZ1 hosting ECS Fargate tasks and VPC-attached Lambdas,Yes,String,Valid CIDR within VPC CIDR,Confidential,Network Team,networking.vpc_cidr_primary,No direct internet routing; all egress via NAT Gateway or PrivateLink,2025-06-18
networking.subnet_cidr_app_az2,Networking,10.10.12.0/23,10.20.12.0/23,10.11.12.0/23,Private application subnet CIDR for AZ2 hosting ECS Fargate tasks and VPC-attached Lambdas,Yes,String,Valid CIDR within VPC CIDR,Confidential,Network Team,networking.vpc_cidr_primary,,2025-06-18
networking.subnet_cidr_app_az3,Networking,10.10.14.0/23,10.20.14.0/23,10.11.14.0/23,Private application subnet CIDR for AZ3 hosting ECS Fargate tasks and VPC-attached Lambdas,Yes,String,Valid CIDR within VPC CIDR,Confidential,Network Team,networking.vpc_cidr_primary,Three AZs required for 99.95% availability SLA per high availability design,2025-06-18
networking.subnet_cidr_data_az1,Networking,10.10.20.0/24,10.20.20.0/24,10.11.20.0/24,Private data subnet CIDR for AZ1 hosting RDS Aurora and ElastiCache Redis,Yes,String,Valid CIDR within VPC CIDR,Confidential,Network Team,networking.vpc_cidr_primary,Data tier subnets allow inbound only from application tier Security Groups,2025-06-18
networking.subnet_cidr_data_az2,Networking,10.10.21.0/24,10.20.21.0/24,10.11.21.0/24,Private data subnet CIDR for AZ2 hosting RDS Aurora replica and ElastiCache replica,Yes,String,Valid CIDR within VPC CIDR,Confidential,Network Team,networking.vpc_cidr_primary,,2025-06-18
networking.nat_gateway_count,Networking,2,1,2,Number of NAT Gateway instances for outbound AWS control-plane calls,Yes,Integer,1-3,Public,Network Team,networking.vpc_cidr_primary,One per AZ (us-east-1a and us-east-1b); PrivateLink eliminates NAT for PHI data paths,2025-06-18
networking.direct_connect_bandwidth_gbps,Networking,1,0,1,Direct Connect hosted connection bandwidth in Gbps from MedCore Nashville DC to AWS us-east-1,Yes,Integer,1-100,Public,Network Team,,Must be provisioned by MedCore by Week 8 per SOW critical path dependency,2025-06-18
networking.vpn_enabled,Networking,true,false,true,Enable site-to-site VPN as secondary failover path for Direct Connect,Yes,Boolean,true|false,Public,Network Team,networking.direct_connect_bandwidth_gbps,IKEv2 with AES-256 encryption; maintains connectivity during any Direct Connect disruption,2025-06-18
networking.alb_dashboard_id,Networking,[alb-dashboard-id],[alb-dashboard-id],[alb-dashboard-id],Application Load Balancer ARN or ID for the clinical dashboard and API backend (multi-AZ),Yes,String,Valid ALB ARN or ID,Confidential,Network Team,networking.vpc_cidr_primary,HTTPS only; WAF attached; terminates TLS 1.2+ at edge per security design,2025-06-18
networking.alb_fhir_inbound_id,Networking,[alb-fhir-inbound-id],[alb-fhir-inbound-id],[alb-fhir-inbound-id],Application Load Balancer ARN or ID for the Epic FHIR R4 subscription inbound endpoint,Yes,String,Valid ALB ARN or ID,Confidential,Network Team,networking.vpc_cidr_primary,Receives Epic FHIR subscription events over Direct Connect; WAF and rate limiting attached,2025-06-18
networking.privatelink_endpoints_enabled,Networking,true,true,true,Enable VPC Interface Endpoints (PrivateLink) for all AWS managed service communications,Yes,Boolean,true|false,Public,Network Team,,Eliminates PHI egress to public internet; covers HealthLake + SageMaker + Bedrock + KMS + S3,2025-06-18
storage.s3.datalake_bucket_name,Storage,[s3-datalake-bucket-name],[s3-datalake-bucket-name],[s3-datalake-bucket-name],S3 bucket name for PHI data lake (HL7 event archives and ML model artefacts),Yes,String,"Globally unique; medcore-cds-{env}-datalake-{account-id} pattern",Confidential,Operations,solution.account_id,Cross-region replication to us-west-2 in real-time; KMS encrypted; Macie PHI classification scans,2025-06-18
storage.s3.audit_bucket_name,Storage,[s3-audit-bucket-name],[s3-audit-bucket-name],[s3-audit-bucket-name],S3 bucket name for CloudTrail PHI audit log delivery,Yes,String,"Globally unique; medcore-cds-{env}-audit-{account-id} pattern",Confidential,Security Team,security.cloudtrail_trail_arn,S3 Object Lock Compliance mode; 7-year WORM retention; HIPAA §164.312(b) compliance bucket,2025-06-18
storage.s3.model_artefacts_bucket_name,Storage,[s3-model-artefacts-bucket-name],[s3-model-artefacts-bucket-name],[s3-model-artefacts-bucket-name],S3 bucket name for SageMaker model artefacts and training job outputs,Yes,String,"Globally unique; medcore-cds-{env}-models-{account-id} pattern",Confidential,Cloud CoE,solution.account_id,SageMaker Model Registry references this bucket; versioning enabled; KMS encrypted,2025-06-18
storage.s3.object_lock_retention_years,Storage,7,0,7,S3 Object Lock compliance retention period in years for the audit log bucket,Yes,Integer,1-100,Public,Security Team,storage.s3.audit_bucket_name,7-year WORM retention per HIPAA; Compliance mode prevents deletion even by bucket owner,2025-06-18
storage.s3.cross_region_replication_enabled,Storage,true,false,true,Enable S3 cross-region replication from us-east-1 to us-west-2 for all data lake buckets,Yes,Boolean,true|false,Public,Operations,storage.s3.datalake_bucket_name,Supports RPO ≤ 15 minutes target for multi-region DR; real-time replication in production,2025-06-18
storage.healthlake.datastore_id,Storage,[healthlake-datastore-id],[healthlake-datastore-id],[healthlake-datastore-id],Amazon HealthLake FHIR R4 datastore ID for PHI persistence and longitudinal patient records,Yes,String,Valid HealthLake datastore ID,Confidential,Cloud CoE,,HIPAA-eligible FHIR R4 datastore; daily FHIR export to S3 with Object Lock for 7-year retention,2025-06-18
storage.healthlake.fhir_version,Storage,R4,R4,R4,FHIR version for Amazon HealthLake datastore configuration,Yes,String,R4,Public,Cloud CoE,storage.healthlake.datastore_id,FHIR R4 required for Epic SMART on FHIR OAuth 2.0 integration per SOW scope,2025-06-18
storage.healthlake.active_storage_tb,Storage,1,0.1,1,Expected active FHIR store storage in TB at full 18-hospital utilization,Yes,Number,0.1-100.0,Public,Cloud CoE,storage.healthlake.datastore_id,1 TB active + 500 GB/month import per SOW scope parameters; review annually at full utilization,2025-06-18
storage.healthlake.retention_years,Storage,7,1,7,Minimum retention period in years for HealthLake FHIR patient data,Yes,Integer,1-10,Public,Security Team,storage.healthlake.datastore_id,HIPAA minimum 7-year retention; HealthLake exports backed up to S3 with Object Lock,2025-06-18
