Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
TECH-002,Technical Requirements,Current Infrastructure,"In what format is lyric and transcript text stored in Firebase?","Plain text, HTML, structured JSON, third-party captions (e.g., Rev.ai), character encoding","","Impacts text pre-processing pipeline design and NLP service selection"
TECH-003,Technical Requirements,Current Infrastructure,"What is the average and maximum length of lyric or transcript text per item?","Character count or word count ranges; are podcasts full transcripts or summaries?","","Drives token-limit considerations for LLM-based classification and API payload sizing"
TECH-004,Technical Requirements,Current Infrastructure,"How does the FlutterFlow app currently authenticate with Firebase — and what auth mechanism should be used for the new AWS REST API?","Firebase Auth (JWT), API key, OAuth 2.0, AWS Cognito — identify what the app can pass today","","Authentication design determines API Gateway authorizer type and security posture"
TECH-005,Technical Requirements,API Design,"What HTTP method and payload structure does the mood-classification endpoint need to accept?","POST with JSON body containing lyric/transcript text; confirm field names expected by the app team","","API contract definition required before build phase begins"
TECH-006,Technical Requirements,API Design,"What HTTP method and payload structure does the personalized playlist endpoint need to accept?","POST or GET with mood label and recent listening history (track IDs, timestamps); confirm array size limits","","Drives request validation logic and Lambda payload design"
TECH-007,Technical Requirements,API Design,"What response format and fields does the FlutterFlow app expect from each endpoint?","JSON structure: mood label + confidence score for classifier; ordered track IDs + metadata for playlist","","API contract must be finalised before FlutterFlow integration to avoid rework"
TECH-008,Technical Requirements,Cloud Platform,"Are there any AWS region preferences or restrictions for deploying the solution?","Primary region (e.g., us-east-1, us-west-2); any data-residency requirements","","Region selection impacts latency to Firebase and AWS service availability"
TECH-009,Technical Requirements,Cloud Platform,"Does ANP already have an AWS account, or will a new account be created for this engagement?","Confirm account ID and that nClouds has admin IAM access; single account or multi-account (dev/prod)","","Account setup is a Day-1 prerequisite; multi-account adds complexity"
TECH-010,Technical Requirements,AI/ML Requirements,"Which mood or emotion taxonomy should the classifier use?","Predefined label set (e.g., Joyful, Peaceful, Reflective, Uplifting, Lament) vs. open-ended generation","","Custom label set may be required to align with ANP's faith-based content philosophy"
TECH-011,Technical Requirements,AI/ML Requirements,"What AWS AI/ML services are preferred or approved for this solution?","Amazon Bedrock (foundation models), Amazon Comprehend, custom SageMaker model, or combination","","Service selection drives cost, latency, accuracy, and compliance posture"
TECH-012,Technical Requirements,AI/ML Requirements,"Is there an existing labeled dataset of songs/podcasts with mood tags that can be used to validate or fine-tune the classifier?","Number of labeled examples, label quality, who created the labels","","Determines whether zero-shot, few-shot, or fine-tuned approach is most appropriate"
TECH-013,Technical Requirements,AI/ML Requirements,"What is the expected volume of new uploads per day/week that require mood classification?","Current upload rate and projected growth rate over 12 months","","Drives throughput sizing for the classification pipeline and cost projection"
TECH-014,Technical Requirements,AI/ML Requirements,"What listening-history signals are available per user for generating recommendations?","Track plays, skips, likes, playlist saves, session duration — and how far back history is retained","","Determines recommendation algorithm complexity and cold-start handling strategy"
TECH-015,Technical Requirements,Performance,"What is the maximum acceptable latency for the playlist recommendation endpoint?","Target p95 response time — e.g., under 500 ms, under 2 seconds","","Drives architecture choice: synchronous Lambda vs. pre-computed recommendations cached in DynamoDB or ElastiCache"
TECH-016,Technical Requirements,Performance,"What is the maximum acceptable latency for the mood-classification endpoint?","Acceptable if synchronous (user waiting) or can it be asynchronous (background job)?","","Async classification allows cheaper batch processing; sync requires low-latency LLM or cached results"
TECH-017,Technical Requirements,Performance,"What is the expected number of concurrent API users at launch and within 12 months?","Concurrent sessions peak estimate — used for Lambda concurrency and API Gateway throttling settings","","Right-sizes auto-scaling configuration and reserved concurrency allocation"
TECH-018,Technical Requirements,Integration,"How will Firebase listening-history data be made available to the AWS recommendation endpoint?","Direct Firebase REST query at call time, periodic sync to DynamoDB, or webhook-driven replication","","Integration pattern choice affects latency, cost, and data freshness"
TECH-019,Technical Requirements,Integration,"Does the solution need to write mood labels back to Firebase after classification?","Confirm whether AWS will push labels to Firebase via REST or whether the app team pulls from AWS","","Bidirectional integration increases scope; clarify data-ownership boundaries"
TECH-020,Technical Requirements,Integration,"Are there any third-party services (CDN, analytics, CMS) that must be considered in the API design?","e.g., Cloudflare, Segment, Contentful — any that sit between FlutterFlow and the new API","","Identifies potential routing, CORS, or token-passthrough issues"
SEC-001,Security & Compliance,Compliance Frameworks,"Are there any compliance frameworks that must be satisfied for handling user data?","CCPA, COPPA (if users under 13), GDPR (if serving EU users), SOC 2 plans — specify applicability","","Faith-based app may have minor-aged users; COPPA has strict data-handling rules"
SEC-002,Security & Compliance,Data Classification,"What is the sensitivity level of the data the API will process?","Lyric/transcript text (content), user listening history (behavioral PII), account identifiers","","Determines encryption, logging, and retention requirements"
SEC-003,Security & Compliance,Authentication,"What authentication mechanism will secure the new AWS REST API from the FlutterFlow app?","API key, AWS Cognito JWT, Firebase Auth token verified by Lambda authorizer, IAM SigV4","","Unauthorized access to the recommendation API could expose user behavioral data"
SEC-004,Security & Compliance,Authentication,"Will the API be accessible only from the mobile app, or also from a web dashboard or admin tooling?","Identify all consumers of the API and their auth capabilities","","Multiple consumers may require different authorizer strategies per endpoint"
SEC-005,Security & Compliance,Encryption,"Are there requirements for encrypting data at rest and in transit?","TLS 1.2+ in transit (API Gateway default); at-rest encryption for DynamoDB, S3, CloudWatch Logs","","Baseline AWS encryption should be confirmed and documented for any compliance audit"
SEC-006,Security & Compliance,Data Residency,"Are there restrictions on where user behavioral data (listening history) may be stored or processed?","US-only, specific AWS regions, or no restriction","","Data residency requirements constrain region selection and cross-region replication"
SEC-007,Security & Compliance,Audit Logging,"What audit logging is required for API calls and AI model invocations?","CloudTrail for AWS API actions; custom access logs in API Gateway; Bedrock/model invocation logs","","Logging scope affects storage costs and compliance evidence availability"
SEC-008,Security & Compliance,IAM & Access Control,"Who within ANP and nClouds needs access to the AWS account, and at what permission level?","Admin, developer, read-only — separate roles for build phase vs. steady-state operations","","Least-privilege IAM design; important for handoff and ongoing operations"
SEC-009,Security & Compliance,Vulnerability Management,"Are there requirements for code scanning, dependency audits, or penetration testing before go-live?","SAST tools, OWASP checks, third-party pen test, AWS Inspector","","Determines additional pre-launch security activities and timeline impact"
OPS-001,Operations & Support,RTO,"What is the maximum acceptable downtime for the AI recommendation API?","Hours per incident; is the API non-critical (app degrades gracefully) or business-critical?","","Determines need for multi-AZ Lambda, API Gateway redundancy, and health-check alerting"
OPS-002,Operations & Support,RPO,"What is the maximum acceptable data loss for listening-history or classification data?","RPO in hours; impacts DynamoDB backup frequency and Point-in-Time Recovery (PITR) settings","","Drives backup strategy cost and complexity"
OPS-003,Operations & Support,Monitoring,"What monitoring and alerting is required post-launch?","CloudWatch dashboards, Lambda error-rate alarms, latency alarms, cost anomaly alerts","","Defines observability stack scope and who receives alerts (ANP vs. nClouds NOC)"
OPS-004,Operations & Support,Support Coverage,"What support coverage is required for the AWS environment after handoff?","Business hours only, 24x7 on-call, managed services via nClouds, or self-managed by ANP","","Determines whether a managed-services SOW is needed post-project"
OPS-005,Operations & Support,Maintenance,"Are there preferred maintenance windows for Lambda deployments and infrastructure updates?","Days/times with lowest app usage; weekend nights typical for streaming apps","","Impacts CI/CD pipeline deployment gates and change-management process"
OPS-006,Operations & Support,Capacity Planning,"How do you expect the user base and catalog size to grow over the next 12 months?","Active users, monthly uploads, API call volume projections","","Ensures auto-scaling policies and cost estimates remain valid at scale"
OPS-007,Operations & Support,Logging,"What log retention period is required for API and application logs?","30 days, 90 days, 1 year — driven by compliance or internal policy","","CloudWatch Logs retention setting; longer retention increases storage cost"
OPS-008,Operations & Support,Training,"What operational training or runbook documentation is required at handoff?","Admin guide, incident-response runbook, API onboarding guide for app team","","Defines documentation deliverables for Phase 3 of the engagement"
IMPL-001,Implementation Planning,Migration Approach,"Is this a greenfield AWS deployment with no existing AWS workloads to migrate?","Confirm no legacy AWS services need to be decommissioned or migrated","","Greenfield simplifies environment setup; confirms no migration risk"
IMPL-002,Implementation Planning,Data Preparation,"How will the existing Firebase catalog be made available for initial mood classification of the back-catalog?","One-time bulk export (JSON/CSV), Firebase REST API batch pull, or manual sample for testing only","","Back-catalog tagging scope directly impacts Phase 2 build timeline and cost"
IMPL-003,Implementation Planning,Data Preparation,"How many existing catalog items require back-fill mood classification at launch?","Total count of songs and podcasts needing initial labeling","","Large back-catalogs may require a batch-processing pipeline (Step Functions + Bedrock) rather than on-demand"
IMPL-004,Implementation Planning,Downtime Tolerance,"Is any downtime acceptable on the Firebase/FlutterFlow app side during API integration?","Integration is additive (new endpoints), so likely zero downtime — confirm with app team","","Confirms low-risk integration approach and no maintenance window needed for Phase 3"
IMPL-005,Implementation Planning,Resource Availability,"What is the availability of ANP's technical point of contact during the 4–6 week engagement?","Hours per week, specific unavailability (holidays, competing projects)","","Resource gaps are a primary schedule risk for a short engagement"
IMPL-006,Implementation Planning,Resource Availability,"Will ANP's technical contact own API testing and UAT, or will nClouds provide test scripts?","Define UAT responsibilities: who writes test cases, who executes, who signs off","","UAT ownership affects Phase 3 duration and go-live readiness criteria"
IMPL-007,Implementation Planning,Environment Strategy,"Is a separate development/staging environment required, or will a single AWS environment be used?","Dev + Prod vs. single environment; impacts cost and deployment pipeline complexity","","Separate environments add ~$50–200/month in base costs but reduce production risk"
IMPL-008,Implementation Planning,API Documentation,"What format and level of detail is required for the API documentation delivered at handoff?","OpenAPI/Swagger spec, Postman collection, README, Confluence page, or all of the above","","Documentation format must be consumable by the FlutterFlow app team without nClouds involvement"
IMPL-009,Implementation Planning,Go-Live Criteria,"What are the go/no-go criteria for production launch of the new API endpoints?","Performance benchmarks met, security review passed, UAT sign-off, documentation complete","","Defines exit criteria for the engagement and final acceptance conditions"
IMPL-010,Implementation Planning,Knowledge Transfer,"What knowledge transfer sessions are required for the ANP team at handoff?","Architecture walkthrough, ops runbook walkthrough, live demo, recorded session","","Ensures ANP can operate and maintain the solution independently after engagement closes"
RISK-001,Risk & Constraints,Dependencies,"Are there any dependencies on Firebase APIs or FlutterFlow plugin updates that could block integration?","Firebase REST API rate limits, FlutterFlow HTTP package version, CORS policy constraints","","Third-party platform constraints are outside nClouds control and could delay Phase 3"
RISK-002,Risk & Constraints,Constraints,"Are there any technology restrictions that would prevent use of specific AWS AI services (e.g., Bedrock, Comprehend)?","Legal, procurement, or faith-based policy restrictions on specific foundation model providers","","Some organizations prohibit use of certain LLM providers for ethical or doctrinal reasons"
RISK-003,Risk & Constraints,Risks,"What is the fallback behavior if the AI recommendation or classification endpoint is unavailable?","App shows generic playlist, last-known recommendations, or error message to user","","Graceful degradation design is critical for user experience and should be spec'd in Phase 1"
RISK-004,Risk & Constraints,Assumptions,"Are there any assumptions about the quality or completeness of lyric and transcript text in Firebase?","Missing transcripts, non-English content, very short or low-quality text — prevalence estimate","","Poor text quality is the top risk to classifier accuracy; may require a data-quality remediation step"
