# SCOPE ASSUMPTIONS
#WIDTH: 25,35,30,25,25,30,40
#ALIGN: left,left,left,left,left,left,left
Category,Baseline Assumption,Current Scope,Small (1x),Medium (2x),Large (3x),Notes
Users / Clinical Staff,Single hospital unit,"~4200 staff across 18 hospitals and 60+ clinics",50-100 users,500-1000 users,4000+ users,"Alert consumers include nurses, hospitalists, and admins; phased rollout per facility"
Regions / Facilities,Single facility,"18 hospitals + 60+ outpatient clinics (southeastern US)",1 site,2-5 sites,18+ sites,"Multi-region AWS resiliency required; phased go-live by facility cohort"
Data Volume / Patient Records,Low-volume EHR feeds,"~2.1 million patients annually; real-time vitals, labs, and EHR events",< 100K records/yr,100K-1M records/yr,2M+ records/yr,"Real-time streaming via Kinesis; latency SLA < 3 seconds end-to-end"
Integration Points,No external integrations,"Epic FHIR R4 API, Mirth Connect HL7 v2.3, Azure AD SSO, SQL Server nightly export",1-2 integrations,3-5 integrations,6+ integrations,"Event-driven only (no batch); Philips and GE bedside monitor streams included"
Environments,Single environment,"Dev / QA / Staging / Production (4 environments)",1 (prod only),2 (dev + prod),"4 (dev, QA, staging, prod)","Dedicated AWS account under MedCore Clinical Applications OU"
AI/ML Models,Single pre-built model,"3 custom models (sepsis; readmission; rapid response) + LLM summarization",1 model (pre-built),2-3 models (custom),4+ models + LLM,"Model explainability required per alert; continuous retraining pipeline required"
Compliance Frameworks,No specific compliance,"HIPAA BAA + HITECH + SOC 2 Type II + PHI audit logging",No regulatory requirements,HIPAA baseline,"HIPAA + HITECH + SOC 2 Type II","BAA with AWS required; all PHI must remain in US AWS regions; full audit log mandatory"
SLA / Availability Target,Best-effort (99.0%),99.95% platform availability (excluding maintenance windows),99.0%,99.9%,99.95%,"Multi-AZ + multi-region active/passive; automated failover required"
Timeline Phases,Single-phase delivery,"3 phases: Phase 1 by 2026-10-31; Phase 2 by 2027-02-28; Phase 3 by 2027-06-30",1 phase,2 phases,3 phases,Phase 1 hard deadline tied to Joint Commission accreditation review (Nov 2026)

# ESTIMATE SETTINGS
#WIDTH: 25,30,15,80
#ALIGN: left,left,center,left
Phase,Variable Name,Multiplier,Description / Applies To Tasks
Discovery,discovery_factor,1.2,"Elevated due to complex HIPAA/PHI requirements and multi-stakeholder clinical environment"
Planning,planning_factor,1.3,"Large-scale AWS AI/ML platform design with multi-region HA and EHR integration complexity"
Development,development_factor,1.5,"Custom ML model development + real-time streaming pipeline + Epic FHIR integration at enterprise scale"
Testing,testing_factor,1.3,"Clinical validation and model accuracy testing required alongside standard QA; compliance testing mandatory"
Deployment,deployment_factor,1.2,"Phased rollout across 18 facilities with per-facility UAT and go-live coordination"
Management,management_factor,1.0,Project management and technical leadership overhead (10% of engineering hours)

# LEVEL OF EFFORT
#WIDTH: 15,25,50,15,12,14,12,12,15,25,40
#ALIGN: left,left,left,left,right,center,right,right,right,left,left
Phase,Work Package,Task Description,Resource Type,Base Hours,Effort Multiplier,Actual Hours,Rate,Cost Estimate,Dependencies,Notes
Planning,Detailed Architecture Design,"Design ML platform: SageMaker Pipelines, Model Registry, real-time endpoints and Feature Store",ML/AI Engineer,40,1.3,52,$275,$14300,Assessment Report,"Support training, versioning, and real-time serving for 3 custom models"
Planning,Detailed Architecture Design,Design LLM summarization layer using Amazon Bedrock with clinical prompt templates,ML/AI Engineer,24,1.3,31,$275,$8525,ML platform design,Bedrock invocation must meet < 3-second inference SLA
Planning,Infrastructure Provisioning,"Define Infrastructure-as-Code (Terraform/CDK) standards and CI/CD pipeline for platform deployments",DevOps Engineer,32,1.3,42,$200,$8400,Architecture designs complete,"All environments provisioned via IaC; no manual console changes in prod"
Planning,Security & Compliance Design,"Design PHI encryption strategy: KMS CMKs, S3 SSE, HealthLake encryption and TLS 1.2+ in transit",Security Engineer,32,1.3,42,$225,$9450,Architecture designs complete,Every PHI data store must use CMK managed by MedCore
Planning,Security & Compliance Design,"Design HIPAA-compliant audit logging architecture (CloudTrail, CloudWatch and Security Hub)",Security Engineer,24,1.3,31,$225,$6975,Security design,Every PHI access event logged; audit log retention 7 years per HIPAA
Planning,Security & Compliance Design,"Design RBAC model: Cognito user pools, SAML 2.0 federation to Azure AD and IAM policies per clinical role",Security Engineer,20,1.3,26,$225,$5850,Security design,"Roles: nurse, physician, admin, data scientist; enforce least privilege"
Planning,Monitoring Design,"Design observability stack: CloudWatch dashboards, alarms and X-Ray tracing for inference latency",DevOps Engineer,20,1.3,26,$200,$5200,Architecture designs complete,"Latency alarm threshold: 3 seconds; availability alarm: < 99.95%"
Planning,Design Documentation,Produce HLD and LLD architecture documents and data flow diagrams,Solution Architect,32,1.3,42,$225,$9450,All Planning tasks,"Deliverables: HLD, LLD, Data Flow Diagram, Security Architecture doc"
Planning,Design Documentation,Produce data dictionary and FHIR resource mapping specification,Data Engineer,20,1.3,26,$200,$5200,Data Assessment,Maps Epic FHIR R4 resource fields to ML feature store schema
Development,Environment Setup,"Provision Dev, QA, Staging and Production AWS accounts and VPCs via IaC",Cloud Engineer,40,1.5,60,$200,$12000,Design Documentation,Accounts under Clinical Applications OU; apply SCPs and GuardRails
Development,Environment Setup,Configure Transit Gateway and PrivateLink connectivity to on-premises Mirth Connect engine,Cloud Engineer,24,1.5,36,$200,$7200,Environment provisioning,Private routing only; no public internet traversal for PHI data
Development,EHR Integration,"Develop Epic FHIR R4 API connector for real-time patient data ingestion (vitals, labs, medications)",Solutions Engineer,80,1.5,120,$200,$24000,Environment Setup,"Event-driven using FHIR subscription notifications; handle OAuth 2.0 SMART on FHIR"
Development,EHR Integration,"Develop HL7 v2.3 adapter for Mirth Connect bedside monitor streams (Philips and GE)",Solutions Engineer,64,1.5,96,$200,$19200,Environment Setup,Parse and normalize HL7 v2.3 ADT and ORU message types
Development,EHR Integration,Implement Azure AD SAML 2.0 federation with Amazon Cognito for SSO,Security Engineer,24,1.5,36,$225,$8100,Environment Setup,Attribute mapping for clinical role claims; test with all 4 role types
Development,Data Pipeline,Build Kinesis Data Streams ingestion pipeline with schema validation and dead-letter queue,Data Engineer,48,1.5,72,$200,$14400,EHR Integration,Validate FHIR and HL7 payloads before ingestion; DLQ for malformed messages
Development,Data Pipeline,Build SageMaker Feature Store pipelines for feature extraction from patient data streams,Data Engineer,64,1.5,96,$200,$19200,Kinesis pipeline,Real-time feature group for inference; offline feature group for training
Development,Data Pipeline,Build AWS HealthLake FHIR data store ingestion and query layer,Data Engineer,40,1.5,60,$200,$12000,SageMaker Feature Store,HIPAA-compliant FHIR persistence; supports longitudinal patient tracking
Development,ML Model Development,Develop and train sepsis risk prediction model (Phase 1) using SageMaker Pipelines,ML/AI Engineer,120,1.5,180,$275,$49500,Feature Store,XGBoost/ensemble model; minimum AUROC >= 0.85 clinical acceptance threshold
Development,ML Model Development,Develop model explainability pipeline using SHAP values output per inference call,ML/AI Engineer,40,1.5,60,$275,$16500,Sepsis model,SHAP output bundled with each risk score alert payload
Development,ML Model Development,Develop and train 30-day readmission prediction model (Phase 2),ML/AI Engineer,100,1.5,150,$275,$41250,Feature Store,Phase 2 deliverable; separate SageMaker training pipeline and endpoint
Development,ML Model Development,Develop and train rapid response / early deterioration model (Phase 2),ML/AI Engineer,100,1.5,150,$275,$41250,Feature Store,Phase 2 deliverable; combined with readmission model release
Development,LLM Integration,Implement Amazon Bedrock integration for LLM-powered clinical narrative generation,ML/AI Engineer,48,1.5,72,$275,$19800,ML Model Development,"Prompt engineering for clinical-grade plain-language summaries; latency < 3 seconds"
Development,Alert & Notification System,"Build real-time alert routing service (SNS/EventBridge) with role-based alert delivery",Solutions Engineer,48,1.5,72,$200,$14400,LLM Integration,Route alerts to correct clinical role; suppress duplicate alerts within window
Development,Clinical Dashboard,"Develop clinical staff dashboard (React/Amplify) for risk score visualization and alert management",Solutions Engineer,80,1.5,120,$200,$24000,Alert system,Role-specific views; mobile-responsive for tablet use at bedside
Development,Analytics Platform,Build longitudinal outcome tracking and model performance monitoring dashboards (QuickSight),Data Engineer,48,1.5,72,$200,$14400,HealthLake,"Tracks sepsis mortality, readmission rates, alert false-positive rates; refreshed daily"
Development,Security Implementation,Implement KMS CMK key policies and enforce encryption on all PHI data stores,Security Engineer,24,1.5,36,$225,$8100,Environment Setup,Separate CMK per data classification tier; annual key rotation enabled
Development,Security Implementation,"Implement HIPAA audit logging (CloudTrail, CloudWatch Logs and Athena query layer)",Security Engineer,24,1.5,36,$225,$8100,Security design,"Every PHI access logged with user, timestamp, resource ID; Athena for CISO audit queries"
Development,Security Implementation,Implement AWS Config rules and Security Hub findings for continuous compliance posture,Security Engineer,20,1.5,30,$225,$6750,Audit logging,Automate detection of non-compliant resource configurations
Development,CI/CD & DevOps,"Build CI/CD pipelines (CodePipeline/CodeBuild) for model and application deployments",DevOps Engineer,56,1.5,84,$200,$16800,Environment Setup,Blue/green deployment for inference endpoints; automated rollback on latency breach
Development,CI/CD & DevOps,Implement infrastructure drift detection and automated compliance remediation,DevOps Engineer,32,1.5,48,$200,$9600,CI/CD pipelines,AWS Config + Lambda auto-remediation for common drift scenarios
Development,Configuration Documentation,"Document all component configurations, IaC modules, and operational procedures",Technical Writer,48,1.5,72,$125,$9000,All Development tasks,As-built configuration catalog; stored in version-controlled documentation repository
Testing,Test Plan Development,"Develop comprehensive test plan covering functional, integration, performance, security, and clinical acceptance",QA Engineer,20,1.3,26,$150,$3900,Development complete,Test plan reviewed and approved by Clinical Informatics Lead and CISO
Testing,Functional Testing,Execute functional test cases for data ingestion pipeline and feature store,QA Engineer,32,1.3,42,$150,$6300,Test Plan,Validate FHIR and HL7 message processing and feature extraction accuracy
Testing,Functional Testing,Execute functional test cases for ML inference endpoints and explainability output,QA Engineer,32,1.3,42,$150,$6300,Test Plan,Validate risk score computation and SHAP output structure per alert
Testing,Integration Testing,Test Epic FHIR R4 integration end-to-end with MedCore test environment,Solutions Engineer,40,1.3,52,$200,$10400,Functional Testing,Use synthetic PHI in test environment; validate all FHIR resource types
Testing,Integration Testing,"Test HL7 v2.3 Mirth Connect adapter with Philips and GE monitor test feeds",Solutions Engineer,24,1.3,31,$200,$6200,Functional Testing,Simulate ADT and ORU message types at production throughput rates
Testing,Performance Testing,"Conduct end-to-end latency load test (target: < 3 seconds per patient update at peak load)",Solutions Engineer,32,1.3,42,$200,$8400,Integration Testing,Simulate 18-hospital concurrent patient event load; stress test Kinesis and SageMaker endpoints
Testing,Performance Testing,Conduct availability failover test to validate 99.95% SLA with multi-region passive failover,Cloud Engineer,20,1.3,26,$200,$5200,Integration Testing,Simulate primary region outage; validate RTO and RPO meet clinical SLA
Testing,Model Accuracy Validation,"Validate sepsis model AUROC, sensitivity and specificity against held-out clinical dataset",ML/AI Engineer,40,1.3,52,$275,$14300,Functional Testing,Clinical Informatics Lead and clinician reviewers must sign off on model performance
Testing,Model Accuracy Validation,Validate LLM narrative quality and clinical appropriateness with nurse and hospitalist reviewers,ML/AI Engineer,24,1.3,31,$275,$8525,Model accuracy validation,At least 5 clinical reviewers; qualitative scoring rubric defined with Informatics Lead
Testing,Security Testing,"Execute HIPAA security controls validation checklist (encryption, access controls, audit logs)",Security Engineer,24,1.3,31,$225,$6975,All Development tasks,CISO sign-off required before production go-live
Testing,Security Testing,Coordinate penetration testing engagement (scoped to CDS platform boundary),Security Engineer,20,1.3,26,$225,$5850,Security controls validation,External pen test firm; remediate all Critical and High findings before go-live
Testing,Compliance Validation,SOC 2 Type II readiness review and evidence collection,Security Engineer,32,1.3,42,$225,$9450,Security Testing,"Evidence packages for CC6 (access), CC7 (monitoring) and A1 (availability) Trust Services Criteria"
Testing,UAT Coordination,Coordinate and facilitate UAT sessions with clinical staff at pilot facility,Project Manager,24,1.3,31,$175,$5425,Model Accuracy Validation,Pilot facility selection aligned with Phase 1 deployment; collect structured feedback
Testing,Defect Resolution,Triage and resolve defects identified during all testing phases,Solutions Engineer,48,1.3,62,$200,$12400,All Testing phases,Priority: Critical and High blockers resolved before go-live; Medium resolved before GA
Testing,Test Results Report,Compile test results report and obtain CMO/CIO go-live sign-off,QA Engineer,12,1.3,16,$150,$2400,All Testing complete,Report includes model performance metrics and security validation summary
Deployment,Go-Live Planning,Develop phased rollout plan and per-facility cutover playbook for 18 hospitals,Project Manager,24,1.2,29,$175,$5075,Test sign-off,Cohort-based rollout schedule; rollback procedure documented per facility
Deployment,Phase 1 Production Deployment,"Deploy sepsis model and ingestion pipeline to production (target: 2026-10-31)",Solutions Engineer,32,1.2,38,$200,$7600,Go-Live Planning,Blue/green deployment; monitor latency and error rates for 48 hours post-cutover
Deployment,Phase 1 Production Deployment,Configure production Epic FHIR R4 and Mirth Connect connections at pilot facility cohort,Solutions Engineer,24,1.2,29,$200,$5800,Phase 1 deployment,Coordinate with EHR Integration Lead; validate live data flow before clinical activation
Deployment,Phase 2 Production Deployment,"Deploy readmission and rapid response models to production (target: 2027-02-28)",Solutions Engineer,32,1.2,38,$200,$7600,Phase 1 stable in production,Incremental deployment; no disruption to live sepsis alerting
Deployment,Phase 3 Full Facility Rollout,"Execute full 18-hospital and 60+ clinic rollout (target: 2027-06-30)",Solutions Engineer,80,1.2,96,$200,$19200,Phase 2 deployment,Facility-by-facility activation with per-facility UAT sign-off before activation
Deployment,Phase 3 Full Facility Rollout,Conduct per-facility Epic integration validation and alert workflow activation,Solutions Engineer,48,1.2,58,$200,$11600,Phase 3 rollout,Validate FHIR subscriptions and alert routing for each facility before activation
Deployment,Runbook Development,"Create operational runbooks for ingestion pipeline, ML inference, and alert system",Technical Writer,32,1.2,38,$125,$4750,Configuration Documentation,"Runbooks cover monitoring, common failure modes, escalation paths"
Deployment,Knowledge Transfer,Deliver architecture and operations knowledge transfer sessions for MedCore IT and data engineering team,Solution Architect,24,1.2,29,$225,$6525,Runbooks complete,"Sessions cover SageMaker pipeline operations, Kinesis troubleshooting, and model retraining"
Deployment,Knowledge Transfer,Conduct clinical staff training on alert dashboard and risk score interpretation,Trainer,48,1.2,58,$150,$8700,Phase 3 rollout,"Train-the-trainer model; target >= 75% adoption within 90 days per facility"
Deployment,Documentation Delivery,Deliver final as-built documentation package and hand over all IaC repositories,Technical Writer,20,1.2,24,$125,$3000,All Deployment tasks,"Includes architecture diagrams, data flow docs, and model cards for each ML model"
Deployment,Hypercare Support,Provide 8-week post-go-live hypercare support (Phase 3 GA in Q3 2027),Support Engineer,160,1.2,192,$150,$28800,Documentation delivery,"On-call support SLA: 1-hour response for Critical; 4-hour for High severity issues"
Deployment,Project Closeout,"Conduct project retrospective, lessons learned, and formal project closure",Project Manager,12,1.2,14,$175,$2450,Hypercare complete,Deliver outcomes report to CMO and CIO with KPI baseline vs. actual metrics
Management,Technical Leadership,Quarterback technical oversight and cross-phase architecture governance across all 3 project phases,Solution Architect,"=ROUND(SUM($G$15:$G$88)*0.10,0)",1.0,"=E91*F91",$225,"=TEXT(G91*H91,""$#,##0"")",,10% of engineering task hours; covers architecture reviews and escalation resolution
Management,Project Management,"Project coordination, status reporting, risk management, and stakeholder communications",Project Manager,"=ROUND(SUM($G$15:$G$88)*0.10,0)",1.0,"=E92*F92",$175,"=TEXT(G92*H92,""$#,##0"")",Technical Leadership,10% of engineering task hours; covers weekly status meetings and PMO reporting
,,,,,TOTAL HOURS,"=SUM($G$15:$G$92)",TOTAL COST,"=TEXT(SUMPRODUCT($G$15:$G$92,$H$15:$H$92),""$#,##0"")",,

# CREDITS
#WIDTH: 25,15,100
#ALIGN: left,right,left
Credit Type,Credit Amount,Credit Comments
AWS Partner Services Credit,"($15,000)","AWS Partner Network (APN) Advanced Tier services credit for solution architecture and ML platform implementation; applied to Year 1 professional services cost"
AWS Healthcare Competency Credit,"($10,000)","AWS Healthcare Competency partner credit for HIPAA-compliant solution delivery; requires AWS Healthcare Competency designation and active BAA with end customer"
Implementation Volume Discount,"($12,500)","Volume discount on professional services for engagement exceeding $1M total PS spend; approximately 5% discount on Year 1 services"
Training & Enablement Credit,"($5,000)","AWS Training credit applied toward MedCore IT and data engineering team enablement sessions; covers SageMaker, Kinesis, and HealthLake training modules"
NET PROFESSIONAL SERVICES COST,"=SUMPRODUCT($G$15:$G$92,$H$15:$H$92)-42500","Total professional services cost minus all partner and volume credits applied in Year 1; infrastructure credits (Reserved Instances, SageMaker Savings Plans) are captured in infrastructure-costs.csv"
