Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
TECH-002,Technical Requirements,Current Infrastructure,"Describe your Mirth Connect integration engine deployment — version, current message volume (HL7 v2.3 messages/day), and existing outbound channel configurations.","Include Mirth Connect version, server specs, and daily HL7 v2.3 message throughput from Philips and GE monitors","","Mirth Connect throughput and version determine the event-driven ingestion architecture into AWS"
TECH-003,Technical Requirements,Data Sources,"What structured patient data elements are currently captured and available for model features (vitals, labs, medications, EHR events)?","Provide a data dictionary or list: heart rate, blood pressure, temperature, WBC, creatinine, lactate, medication administration records, etc.","","Feature availability drives model architecture; missing data elements may require additional integration work"
TECH-004,Technical Requirements,Data Sources,"How frequently are lab results, vitals, and medication administration records updated in Epic and bedside monitors?","Specify update frequency per data type: e.g. vitals every 15 minutes, labs within 30 minutes of resulted, MAR on administration","","Data refresh cadence determines pipeline latency design and Kinesis stream partitioning"
TECH-005,Technical Requirements,Data Volume,"What is the current and projected patient census across all 18 hospitals and 60+ clinics?","Provide average daily census (ADC) per facility and total; include peak census periods (flu season, etc.)","","Patient census drives Kinesis shard count, SageMaker endpoint scaling, and HealthLake storage sizing"
TECH-006,Technical Requirements,Data Volume,"Estimate the total daily volume of HL7 messages (v2.3 and FHIR R4) expected from all facilities once fully live.","Include both real-time monitor streams and EHR event notifications; provide messages/hour at peak","","Message throughput determines Kinesis Data Streams capacity and Lambda concurrency limits"
TECH-007,Technical Requirements,AI/ML Requirements,"What predictive models are in scope: sepsis risk, 30-day readmission, rapid response events — any others?","Confirm the full model portfolio; specify whether models are binary classifiers, risk scores (0–100), or probability estimates","","Model portfolio determines SageMaker training jobs, endpoint count, and MLflow/model registry scope"
TECH-008,Technical Requirements,AI/ML Requirements,"Does MedCore have existing ML models, clinical scoring algorithms (e.g. NEWS2, qSOFA), or training datasets that can seed the initial models?","Describe any existing models, labeled datasets, or clinical scoring logic to be incorporated or replaced","","Existing assets can accelerate Phase 1 model development; absence requires full de-novo training pipeline"
TECH-009,Technical Requirements,AI/ML Requirements,"What model explainability format is required for clinical staff — SHAP values, feature contribution lists, natural-language explanations, or all three?","Describe how clinicians expect to see the explanation: bedside dashboard, EHR alert note, mobile push?","","Explainability output format drives Bedrock prompt design and SageMaker Clarify integration"
TECH-010,Technical Requirements,AI/ML Requirements,"What minimum acceptable model accuracy/AUC is required before a model can be deployed to production?","Specify AUC, sensitivity, specificity, PPV, NPV thresholds by model type (sepsis, readmission, rapid response)","","Model acceptance thresholds gate production deployment and define clinical validation process"
TECH-011,Technical Requirements,LLM/Summarization,"Which AWS Bedrock foundation models are preferred or approved for generating clinical narrative summaries?","e.g. Anthropic Claude 3, Amazon Titan — any model restrictions based on vendor security review?","","Bedrock model selection impacts token cost, latency, and summarization quality; vendor approval may be needed"
TECH-012,Technical Requirements,EHR Integration,"What Epic integration method is preferred for writing alert notifications back into Epic — Smart-on-FHIR app, FHIR R4 write-back, HL7 v2.x ADT/ORU message, or Epic Secure Chat?","Confirm with EHR Integration Lead; describe current Epic Interconnect capabilities for inbound messages","","Alert write-back method determines Phase 3 integration architecture and Epic configuration scope"
TECH-013,Technical Requirements,EHR Integration,"Is MedCore's Epic HL7 FHIR R4 endpoint accessible directly from AWS, or does it require traversal through an on-premises API gateway or VPN?","Describe network path: AWS → Mirth Connect / API gateway → Epic; include firewall and latency considerations","","Network topology determines AWS Direct Connect vs. VPN design and end-to-end latency feasibility"
TECH-014,Technical Requirements,Cloud Platform,"Confirm the target AWS regions for the CDS platform (primary and DR) and any constraints imposed by the existing AWS Organization landing zone.","Specify primary region (e.g. us-east-1), DR region (e.g. us-west-2), and OU/account structure under Clinical Applications OU","","Region selection determines HealthLake availability, SageMaker endpoint regions, and data residency compliance"
TECH-015,Technical Requirements,Cloud Platform,"What AWS services has the IT team pre-approved for use within the Clinical Applications OU (Service Control Policies, approved service list)?","List any SCP restrictions (e.g. blocked regions, unapproved services) and required tagging/naming conventions","","SCP and landing zone constraints may block certain AWS services; must be resolved before architecture design"
TECH-016,Technical Requirements,Performance,"What is the maximum acceptable end-to-end latency from patient data arrival (at Mirth Connect or Epic FHIR API) to risk score alert delivery to clinical staff?","Confirm 3-second inference latency target; specify whether this is p50, p95, or p99","","Latency SLA drives Kinesis-to-Lambda-to-SageMaker pipeline design and endpoint instance type selection"
TECH-017,Technical Requirements,Performance,"What is the expected peak concurrent alert volume (simultaneous patients with active risk scores) across all facilities?","Estimate peak concurrent patients in monitored state: e.g. all ICU + med-surg beds = ~2,000 patients","","Concurrent patient load drives SageMaker auto-scaling policy and Kinesis consumer parallelism"
TECH-018,Technical Requirements,Integration,"What downstream systems need to receive readmission outcome data from the CDS platform (e.g. SQL Server data warehouse, Revenue Cycle system)?","Confirm nightly export format (CSV, HL7, FHIR) and target endpoint for the SQL Server 2016 data warehouse","","Downstream integration scope determines ETL pipeline and AWS Glue/Data Pipeline configuration"
TECH-019,Technical Requirements,Analytics,"What longitudinal outcome tracking and model performance dashboards are required post go-live?","Describe required metrics: AUROC drift, alert accuracy, patient outcomes by facility, clinician response time","","Analytics requirements drive Amazon QuickSight dashboard design and SageMaker Model Monitor configuration"
TECH-020,Technical Requirements,Identity & Access,"Confirm the Azure Active Directory tenant configuration for SAML 2.0 federation to Amazon Cognito — is AD FS or Azure AD Enterprise Application the preferred federation method?","Specify Azure AD tenant ID, supported SAML claims (UPN, role, facility), and MFA enforcement policy","","SSO federation design determines Cognito User Pool configuration and RBAC attribute mapping"
SEC-001,Security & Compliance,Compliance Frameworks,"Confirm which compliance frameworks formally apply to the CDS platform: HIPAA, HITECH, SOC 2 Type II — any others (HITRUST, NIST CSF, CMS)?","List all frameworks requiring formal attestation or audit evidence; confirm SOC 2 Type II audit scope","","Framework scope determines control implementation effort and audit timeline; drives AWS Config rules and GuardDuty policies"
SEC-002,Security & Compliance,PHI Data Handling,"What PHI data elements will be stored and processed by the CDS platform, and what is the required data retention period?","List PHI fields: patient ID, name, DOB, MRN, vitals, labs, diagnoses, medications; specify retention (e.g. 7 years per HIPAA)","","PHI inventory is required for BAA scope, data classification, and HealthLake/S3 encryption key policy design"
SEC-003,Security & Compliance,PHI Data Handling,"Is there a requirement to de-identify or pseudonymize PHI for model training datasets, or can identifiable PHI be used under BAA?","Describe data de-identification policy: HIPAA Safe Harbor vs. Expert Determination method","","De-identification requirement impacts model training pipeline design and SageMaker training data preparation"
SEC-004,Security & Compliance,Data Residency,"Confirm that all PHI must remain within US AWS regions at all times — are there any specific state-level data residency restrictions beyond federal HIPAA requirements?","Specify allowed AWS regions; confirm no cross-border data transfer is permitted","","Data residency constraint enforces region-pinned S3 bucket policies and HealthLake configuration"
SEC-005,Security & Compliance,Encryption,"What encryption standard is required for PHI at rest and in transit — AES-256, TLS 1.2+, and who manages the KMS keys (AWS-managed vs. customer-managed CMKs)?","Specify KMS key management preference, key rotation policy, and who holds key administrator role","","KMS CMK design impacts operational complexity and compliance audit evidence for HIPAA encryption controls"
SEC-006,Security & Compliance,Audit Logging,"What is the required format, retention period, and access control for the HIPAA-compliant PHI access audit log?","Describe required log fields (who, what, when, from where), retention (minimum 6 years under HIPAA), and SIEM integration","","Audit log design drives CloudTrail, CloudWatch Logs, and optional SIEM (Splunk/Sentinel) integration scope"
SEC-007,Security & Compliance,Authentication,"What MFA method is mandated for clinical staff accessing the CDS platform — TOTP, hardware token, or Azure AD Conditional Access MFA?","Confirm MFA enforcement point: Azure AD Conditional Access before SAML assertion, or Cognito-level MFA","","MFA architecture determines Cognito configuration and Azure AD Conditional Access policy requirements"
SEC-008,Security & Compliance,Authorization,"Define the required role-based access control model — what permissions does each role (nurse, physician, administrator, data scientist) have?","Map roles to actions: view alerts, acknowledge alerts, view risk scores, access model performance dashboards, manage users","","RBAC model drives Cognito group policy, IAM role design, and API Gateway authorization layer"
SEC-009,Security & Compliance,Network Security,"What network segmentation and perimeter controls are required between the AWS CDS platform and MedCore's on-premises Epic/Mirth Connect environment?","Describe VPN or Direct Connect preference, firewall rules, and whether a WAF is required for internet-facing endpoints","","Network security controls determine AWS Transit Gateway, Site-to-Site VPN, and WAF configuration"
SEC-010,Security & Compliance,Vulnerability Management,"What is MedCore's policy for patching and vulnerability scanning of AWS infrastructure — who owns this for the CDS platform?","Clarify responsibility: Amatra manages during build; post-handover to MedCore IT or co-managed?","","Vulnerability management scope impacts project cost and determines whether Amazon Inspector is in scope"
SEC-011,Security & Compliance,BAA Governance,"Has MedCore executed or is prepared to execute a BAA with AWS for the CDS platform account?","Confirm BAA status with AWS; identify any additional vendor BAAs required (e.g. Bedrock third-party model providers)","","BAA must be in place before any PHI enters the AWS environment; blocks Phase 1 start if not resolved"
IMPL-001,Implementation Planning,Migration Approach,"What is the preferred deployment approach for Phase 1 — greenfield build in the new dedicated AWS account, and what sign-off is needed from the IT landing zone team?","Confirm greenfield deployment; identify AWS Organization account vending process and lead time","","Account provisioning lead time can affect Phase 1 schedule; must be initiated 4–6 weeks before build start"
IMPL-002,Implementation Planning,Phased Rollout,"How many hospitals and clinics will be onboarded in each phase, and what is the criteria for graduating a facility from pilot to full production?","Define facility selection criteria for Phase 1 pilot (e.g. 2 flagship hospitals), and graduation checklist","","Phased facility rollout determines integration effort per site and resource allocation across all three phases"
IMPL-003,Implementation Planning,Downtime Tolerance,"What is the maximum acceptable downtime for EHR integration cutovers, and what maintenance windows are available?","Specify allowed maintenance windows by facility type (acute care vs. ambulatory); confirm 99.95% availability target","","Downtime tolerance drives multi-AZ vs. multi-region active-active architecture and cutover runbook design"
IMPL-004,Implementation Planning,Data Migration,"Does MedCore need to backfill historical patient data (vitals, labs, EHR events) into the platform for initial model training, and if so, what is the historical data volume and format?","Estimate years of history required, data format (HL7, CSV, SQL export), and Epic data extract capability","","Historical backfill scope is a major implementation effort; impacts Phase 1 timeline and SageMaker training pipeline design"
IMPL-005,Implementation Planning,Resource Availability,"Which MedCore internal teams (IT, Clinical Informatics, Epic Integration, CISO office) are available to support the build, and what is their estimated weekly time commitment?","Identify named resources per team and their availability (FTE percentage, conflicting projects)","","Internal resource availability is a key project risk; under-resourced client teams frequently cause schedule slippage"
IMPL-006,Implementation Planning,Training Needs,"What training is required for clinical staff, nursing managers, administrators, and IT operations personnel?","Specify training modality preferences: in-person, virtual, train-the-trainer, LMS e-learning; estimate learner count per role","","Training scope and timeline are deliverables in Phase 3; must be designed 6–8 weeks before facility go-live"
IMPL-007,Implementation Planning,UAT,"Who owns User Acceptance Testing for the CDS platform, and what is the minimum UAT duration before production go-live at each facility?","Identify UAT lead (Clinical Informatics or Quality & Patient Safety), test case owners, and pass/fail criteria","","UAT process must be budgeted into Phase 2 and Phase 3 timelines; inadequate UAT is a top-3 go-live risk"
IMPL-008,Implementation Planning,Change Management,"What change management and clinical communication plan exists for introducing AI-generated alerts to nursing and physician workflows?","Describe existing change management resources (Organizational Change Management team, CMO communications)","","Clinical adoption (≥75% target) depends heavily on structured change management; absence is a project risk"
IMPL-009,Implementation Planning,Go-Live Readiness,"What are the go-live readiness criteria for Phase 1 (sepsis model only) in advance of the November 2026 Joint Commission review?","Define checklist: data pipeline validated, model AUC threshold met, alert workflow tested, audit logging verified, BAA confirmed","","Joint Commission readiness criteria must be documented and signed off by CISO and CMO before go-live"
OPS-001,Operations & Support,RTO,"What is the Recovery Time Objective (RTO) for the CDS platform in the event of a regional AWS outage?","Specify RTO per component: ingestion pipeline, inference endpoints, clinical dashboard, alert delivery","","RTO drives multi-region active-active vs. active-passive design and Route 53 health-check failover configuration"
OPS-002,Operations & Support,RPO,"What is the Recovery Point Objective (RPO) for patient risk score data and audit logs in the event of data loss?","Maximum acceptable data loss in minutes; distinguish between real-time scores (low RPO) and historical analytics (higher RPO)","","RPO drives Kinesis Data Firehose backup frequency, HealthLake cross-region replication, and S3 versioning policy"
OPS-003,Operations & Support,Monitoring,"What monitoring and alerting is required for the CDS platform — infrastructure, ML model performance, pipeline latency, and clinical alert delivery?","Specify monitoring tools: Amazon CloudWatch, Grafana, Datadog, or MedCore's existing monitoring platform","","Monitoring scope determines CloudWatch dashboard design, SageMaker Model Monitor schedules, and PagerDuty integration"
OPS-004,Operations & Support,Support Coverage,"What support coverage is required for the CDS platform post go-live — 24x7 for clinical alert delivery, business hours for model management?","Specify SLA tiers by component: critical (alert pipeline) = 24x7; non-critical (analytics) = business hours","","Support coverage tiers drive Amatra managed services scope and escalation runbook design"
OPS-005,Operations & Support,Capacity Planning,"How will capacity scaling be governed — AWS auto-scaling policies managed by MedCore IT, or delegated to Amatra under a managed services agreement?","Describe internal AWS operations maturity; identify AWS-certified resources on MedCore's IT team","","Capacity governance model determines whether SageMaker endpoint auto-scaling and Kinesis scaling are self-managed or co-managed"
OPS-006,Operations & Support,Backup & Recovery,"What is the backup policy for HealthLake patient data, SageMaker model artifacts, and the clinical audit log — frequency, retention, and tested restore cadence?","Specify backup frequency per data type and required restore test schedule (e.g. quarterly DR drill)","","Backup policy drives AWS Backup configuration and compliance evidence for HIPAA contingency plan control"
OPS-007,Operations & Support,Model Operations,"What process is required for ongoing model retraining, version management, and promotion from staging to production?","Describe MLOps maturity: does MedCore have a data science team to own model retraining, or does Amatra manage post go-live?","","MLOps ownership model determines whether SageMaker Pipelines and MLflow are handed over or remain Amatra-managed"
OPS-008,Operations & Support,Maintenance Windows,"What maintenance windows are available for infrastructure patching, model deployments, and Epic integration updates?","Specify days and times; confirm whether 99.95% availability SLA excludes planned maintenance","","Maintenance windows must be formalized in the Operations Runbook and communicated to clinical leadership"
RISK-001,Risk & Constraints,Project Risks,"What is the risk if the Epic FHIR R4 API does not expose all required clinical data elements (e.g. lactate, culture results) in time for Phase 1?","Describe Epic upgrade timeline and any pending API enablement requests with Epic support","","Missing EHR data elements are the highest technical risk to Phase 1 model accuracy; mitigation plan required"
RISK-002,Risk & Constraints,Dependencies,"What third-party or vendor dependencies could delay the project — Epic configuration changes, Philips/GE monitor firmware updates, AWS service availability?","List all vendor dependencies with lead times; identify single points of failure in the integration chain","","Vendor dependency mapping is required for Phase 1 risk register and Joint Commission deadline contingency plan"
RISK-003,Risk & Constraints,Constraints,"Are there any AWS Service Control Policy restrictions in the existing Organization landing zone that could block required services (SageMaker, HealthLake, Bedrock, Kinesis)?","Request a review of the Clinical Applications OU SCPs from the IT landing zone team before architecture finalization","","SCP conflicts must be resolved in the first two weeks of the project; late discovery is a schedule risk"
RISK-004,Risk & Constraints,Assumptions,"Does MedCore assume that Amatra will manage all AWS infrastructure and MLOps tooling through general availability, or will a knowledge-transfer handover occur at Phase 3 completion?","Clarify operating model post-GA: fully managed, co-managed, or full handover to MedCore IT","","Operating model assumption drives project budget, staffing, and managed services contract scope"
