# SCOPE ASSUMPTIONS
#WIDTH: 25,35,30,25,25,30,40
#ALIGN: left,left,left,left,left,left,left
Category,Baseline Assumption,Current Scope,Small (1x),Medium (2x),Large (3x),Notes
Users / Stakeholders,Single business unit (~50 users),~120 employees — pre-sales + delivery + sales teams as primary users,Up to 50 internal users,50-200 internal users,200+ internal users,Amatra has ~120 employees; all pre-sales consultants are day-1 users
AWS Services in Scope,Core compute + storage only,"Bedrock, Lambda, API Gateway, DynamoDB, S3, Cognito — 6 named services",1-3 AWS services,4-6 AWS services,7+ AWS services,Claude model integration via Bedrock adds AI/ML complexity
Regions / Geographies,Single AWS region (us-east-1),Single region: us-west-2 (all customer data resident in US),1 region,2 regions,3+ regions,us-west-2 mandated; no multi-region failover in scope for MVP
Integration Points,No external system integrations,"Okta to Cognito identity migration; Google Workspace doc import; Word/Excel/PPT template pipeline",0 integrations,1-3 integrations,4+ integrations,Okta migration and legacy template carry-over are critical-path integrations
Environments,Dev + Prod only,"Dev / Staging / Prod (3 environments)",Dev + Prod,Dev + Staging + Prod,Dev + Staging + Prod + DR,Staging required for QA gating before each phase go-live
Artifact Types Generated,Single artifact type,"7 artifact types: discovery questionnaire + solution briefing + SoW + infra costs + detailed design + implementation guide + Terraform automation",1-2 artifact types,3-5 artifact types,6+ artifact types,Full automation pipeline spans pre-sales and delivery phases
Compliance Frameworks,No formal compliance requirements,"SOC 2 Type II + GDPR-aligned data handling + US data residency",None,SOC 2 Type II only,SOC 2 Type II + GDPR + data residency controls,Security & Compliance Lead must sign off; adds controls design and audit evidence
Async Job Duration,Synchronous API calls only,"Long-running generation jobs: 30-60 min per engagement; must not drop",Synchronous (< 30 s),Short async (< 5 min),Long async (30-60 min),Requires durable async orchestration (Step Functions or SQS + Lambda chaining)
Legacy Artifact Templates,No existing templates to migrate,"Word/Excel/PowerPoint templates in Google Workspace; Okta user records to migrate",No migration,Template migration only,Template + identity migration,Template parsing and pipeline integration adds significant implementation scope
Availability / SLA Target,Best-effort (no SLA),"99.9% platform availability; artifacts pass QA on first review >= 90% of the time",Best-effort,99.5% uptime,99.9% uptime + QA >= 90% first-pass,High availability and quality gates drive additional testing and monitoring scope

# ESTIMATE SETTINGS
#WIDTH: 25,30,15,80
#ALIGN: left,left,center,left
Phase,Variable Name,Multiplier,Description / Applies To Tasks
Discovery,discovery_factor,1.0,Baseline multiplier for stakeholder interviews and current-state review across all discovery tasks
Planning & Design,planning_factor,1.2,Elevated multiplier reflecting complex AWS serverless architecture with AI/ML integration and compliance requirements
Development & Implementation,development_factor,1.3,Higher multiplier for large-scope greenfield build spanning 6 AWS services and 7 artifact-type pipelines
Testing & Validation,testing_factor,1.2,Elevated for rigorous QA gating (>= 90% first-pass rate SLA) plus security and compliance validation
Deployment,deployment_factor,1.0,Standard multiplier for production rollout; phased delivery (Phase 1 MVP by 2026-09-30; Phase 2 by 2026-12-15)
Training & Enablement,training_factor,1.0,Standard multiplier for knowledge transfer to pre-sales consultants and delivery teams
Management,management_factor,1.0,Standard multiplier for project management and technical leadership overhead (10% of engineering hours)

# LEVEL OF EFFORT
#WIDTH: 15,25,50,15,12,14,12,12,15,25,40
#ALIGN: left,left,left,left,right,center,right,right,right,left,left
Phase,Work Package,Task Description,Resource Type,Base Hours,Effort Multiplier,Actual Hours,Rate,Cost Estimate,Dependencies,Notes
Development & Implementation,Security Hardening,Implement IAM least-privilege policies and KMS encryption for S3/DynamoDB and WAF rules and enable GuardDuty and Security Hub,Security Engineer,40,1.3,52,$225,$11700,Security Baseline Design,SOC 2 evidence collection begins here
Development & Implementation,Monitoring & Observability Build,Implement CloudWatch dashboards and alarms and async job failure alerting and SLA availability and QA pass-rate dashboards,Cloud Engineer,32,1.3,42,$200,$8400,Monitoring & Observability Design,Required for 99.9% SLA validation
Development & Implementation,Configuration & Runbook Documentation,Document all Lambda configurations and API contracts and DynamoDB schemas and environment variable management,Technical Writer,32,1.3,42,$125,$5250,All Development tasks,Input to SOC 2 documentation set
Testing & Validation,Test Plan Development,Create comprehensive test plan covering functional / integration / performance / security and compliance validation,QA Engineer,16,1.2,19,$150,$2850,All Development tasks,Must include QA >= 90% first-pass acceptance criteria
Testing & Validation,Functional Testing Phase 1 Artifacts,Test generation pipelines for all Phase 1 artifact types against sample client briefs and validate output quality,QA Engineer,40,1.2,48,$150,$7200,Development & Implementation Pre-Sales Artifact Pipeline Phase 1,Gate for Phase 1 go-live
Testing & Validation,Functional Testing Phase 2 Artifacts,Test Delivery and Terraform automation artifact generation pipelines against sample briefs,QA Engineer,32,1.2,38,$150,$5700,Development & Implementation Delivery Artifact Pipeline Phase 2,Gate for Phase 2 go-live
Testing & Validation,Integration Testing Okta Cognito,Validate Okta to Cognito migration and test all auth flows and admin governance controls in staging,Solutions Engineer,24,1.2,29,$200,$5800,Development & Implementation Okta to Cognito User Migration,Auth continuity is critical-path risk
Testing & Validation,Integration Testing Template Pipeline,Test Word/Excel/PPT template ingestion and format-consistent output for all 7 artifact types,Solutions Engineer,24,1.2,29,$200,$5800,Development & Implementation Artifact Template Pipeline,Validates Amatra branding preservation
Testing & Validation,Async Job Reliability Testing,Load-test async generation jobs at concurrent volumes and validate 30-60 min job completion without dropping under stress,Solutions Engineer,24,1.2,29,$200,$5800,Development & Implementation Async Job Orchestration,Validates core reliability SLA
Testing & Validation,Performance & Scalability Testing,Validate system under load and simulate 24 concurrent engagements per quarter and confirm API Gateway and Lambda scaling behaviour,Solutions Engineer,16,1.2,19,$200,$3800,All Development tasks,Validates tripled proposal throughput target
Testing & Validation,Security Testing,Perform security validation: IAM policy review and KMS encryption verification and WAF rule testing and GuardDuty alert validation,Security Engineer,24,1.2,29,$225,$6525,Development & Implementation Security Hardening,SOC 2 evidence artefact
Testing & Validation,Compliance Validation,Validate SOC 2 Type II controls implementation and GDPR data flow controls and US data residency verification and produce audit evidence,Security Engineer,24,1.2,29,$225,$6525,Testing & Validation Security Testing,Security & Compliance Lead sign-off required
Testing & Validation,UAT Pre-Sales Consultants,Coordinate UAT sessions with Head of Solutions and pre-sales consultants and validate artifact quality and usability,Project Manager,16,1.2,19,$175,$3325,Testing & Validation Functional Testing Phase 1 Artifacts,Validates >= 90% first-pass QA target
Testing & Validation,UAT Delivery Team,Coordinate UAT with Delivery Consulting team for Phase 2 artifacts and Terraform automation,Project Manager,12,1.2,14,$175,$2450,Testing & Validation Functional Testing Phase 2 Artifacts,Downstream consumer sign-off
Testing & Validation,Defect Resolution,Triage and resolve defects identified during all testing streams and execute regression testing,Solutions Engineer,40,1.2,48,$200,$9600,All Testing tasks,10-15% defect-resolution buffer included
Testing & Validation,Test Results Report & Sign-Off,Document test results and produce sign-off report for CTO phase gate approval,QA Engineer,8,1.2,10,$150,$1500,All Testing tasks,Required for each phase gate
Deployment,Go-Live Planning Phase 1 MVP,Plan Phase 1 cutover approach and define rollback procedures and confirm 2026-09-30 production readiness checklist,Project Manager,8,1.0,8,$175,$1400,Testing & Validation UAT Pre-Sales Consultants,CTO sign-off required before cutover
Deployment,Production Deployment Phase 1 MVP,Deploy Phase 1 generation platform to production (us-west-2) and validate all endpoints and async job flows,Solutions Engineer,16,1.0,16,$200,$3200,Deployment Go-Live Planning Phase 1 MVP,Phase 1 deadline: 2026-09-30
Deployment,Production Deployment Phase 2,Deploy Phase 2 delivery artifact and Terraform automation pipelines to production,Solutions Engineer,16,1.0,16,$200,$3200,Deployment Production Deployment Phase 1 MVP,Phase 2 deadline: 2026-12-15
Deployment,GA Rollout Planning,Plan General Availability rollout to all ~120 internal users in Q1 2027 with communications and onboarding plan,Project Manager,8,1.0,8,$175,$1400,Deployment Production Deployment Phase 2,Must complete before 2027-01-31 client renewal
Deployment,Hypercare Support Phase 1 (8 weeks),Provide 8-week post-go-live hypercare for Phase 1 MVP with triage and performance tuning and escalation support,Support Engineer,80,1.0,80,$150,$12000,Deployment Production Deployment Phase 1 MVP,Large complexity = 8-week hypercare per guidance
Deployment,Hypercare Support Phase 2 (4 weeks),Provide 4-week post-go-live hypercare for Phase 2 delivery pipeline with triage and issue resolution,Support Engineer,40,1.0,40,$150,$6000,Deployment Production Deployment Phase 2,Phase 2 additional support period
Deployment,Optimization Recommendations,Document AI prompt optimization opportunities and Lambda cold-start tuning and DynamoDB capacity planning recommendations,Solution Architect,16,1.0,16,$225,$3600,Deployment Hypercare Support Phase 1 (8 weeks),Input to post-GA steady-state operations
Deployment,Project Closeout,Project retrospective and lessons learned and final artifact delivery and transition to steady-state operations team,Project Manager,8,1.0,8,$175,$1400,All Deployment tasks,Formal engagement close with CTO
Training & Enablement,Training Material Development,"Create user guides for pre-sales consultants covering brief submission and artifact retrieval and quality review workflows",Technical Writer,32,1.0,32,$125,$4000,Deployment Production Deployment Phase 1 MVP,Materials must cover all 7 artifact types
Training & Enablement,Administrator Training,Train VP Engineering team on platform administration: Cognito user management and usage limit controls and CloudWatch monitoring,Trainer,16,1.0,16,$150,$2400,Deployment Production Deployment Phase 1 MVP,Cognito admin group governance
Training & Enablement,Pre-Sales Consultant Training,Conduct hands-on training sessions for pre-sales team on brief submission workflow and artifact review,Trainer,24,1.0,24,$150,$3600,Training & Enablement Training Material Development,Target: all consultants trained before GA
Training & Enablement,Delivery Team Enablement,Enable Delivery Consulting team on Phase 2 artifacts and Terraform automation outputs,Trainer,16,1.0,16,$150,$2400,Deployment Production Deployment Phase 2,Enables 40% consulting-hours-reduction target
Training & Enablement,Train-the-Trainer,Enable Head of Solutions to onboard future pre-sales hires independently,Trainer,8,1.0,8,$150,$1200,Training & Enablement Pre-Sales Consultant Training,Reduces long-term dependency on external support
Management,Technical Leadership,Quarterback technical oversight across all phases; AWS architecture governance and quality review,Solution Architect,"=ROUND(SUM($G$16:$G$94)*0.10,0)",1.0,"=ROUND(SUM($G$16:$G$94)*0.10,0)",$225,"=TEXT(ROUND(SUM($G$16:$G$94)*0.10,0)*225,""$#,##0"")",,10% of engineering task hours
Management,Project Management,End-to-end project coordination and stakeholder reporting to CTO and VP Engineering and risk and issue management,Project Manager,"=ROUND(SUM($G$16:$G$94)*0.10,0)",1.0,"=ROUND(SUM($G$16:$G$94)*0.10,0)",$175,"=TEXT(ROUND(SUM($G$16:$G$94)*0.10,0)*175,""$#,##0"")",,10% of engineering task hours
,,,,,TOTAL HOURS,"=SUM($G$16:$G$96)",TOTAL COST,"=TEXT(SUMPRODUCT($G$16:$G$96,$H$16:$H$96),""$#,##0"")",,

# CREDITS
#WIDTH: 25,15,100
#ALIGN: left,right,left
Credit Type,Credit Amount,Credit Comments
AWS Partner Services Credit,"($15,000)","AWS Partner Network (APN) Advanced Tier credit applied to professional services for solution architecture and implementation of AWS-native platform (Bedrock, Lambda, API Gateway, DynamoDB, S3, Cognito)"
AWS AI/ML Specialization Credit,"($5,000)","AWS Generative AI competency partner credit for Amazon Bedrock implementation and Claude model integration; applicable to APN partners with validated AI/ML practice"
Implementation Volume Discount,"($10,000)","Strategic engagement discount for multi-phase engagement (Phase 1 MVP + Phase 2 + GA rollout) totalling Year 1 build commitment of $300K-$450K"
New Workload Incentive,"($5,000)","AWS new workload launch incentive for greenfield serverless platform on AWS with net-new Bedrock consumption commitment"
NET PROFESSIONAL SERVICES COST,"=SUMPRODUCT($G$16:$G$96,$H$16:$H$96)-35000","Total professional services cost minus all AWS Partner and engagement credits applied in Year 1 only; infrastructure credits (Reserved Instances and Savings Plans) are in infrastructure-costs.csv"
