#WIDTH: 38,14,25,25,25,50,8,15,28,12,18,22,30,12
#ALIGN: left,left,left,left,left,left,center,center,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
security.scp.cloudtrail_lock_enabled,Security,true,true,true,Enable SCP preventing disabling or modification of the CloudTrail organisation trail,Yes,Boolean,true|false,Public,Security Team,aws.organizations.root_id,Prevents tampering with the immutable audit trail; required for SOC 2 / HIPAA,2025-01-31
security.scp.config_lock_enabled,Security,true,true,true,Enable SCP preventing disabling of AWS Config recording across member accounts,Yes,Boolean,true|false,Public,Security Team,aws.organizations.root_id,Ensures continuous compliance monitoring cannot be circumvented,2025-01-31
security.rcp.data_perimeter_enabled,Security,true,false,true,Enable Resource Control Policy enforcing org-boundary data perimeter on all member accounts,Yes,Boolean,true|false,Public,Security Team,aws.organizations.id,Prevents data exfiltration to principals outside the Organisation; not applied to NonProd to reduce friction,2025-01-31
security.kms.key_rotation_enabled,Security,true,true,true,Enable automatic annual rotation for all customer-managed KMS keys in both regions,Yes,Boolean,true|false,Public,Security Team,,Satisfies FSBP kms-key-rotation-enabled control; applied via Config conformance pack,2025-01-31
security.kms.key_arn.us_east_1,Security,[kms-key-arn-use1],[kms-key-arn-use1],[kms-key-arn-use2],ARN of the customer-managed KMS key in us-east-1 for S3/CloudTrail/EBS encryption,Yes,String,"^arn:aws:kms:us-east-[12]:[0-9]{12}:key/[a-f0-9-]{36}$",Secret,Security Team,solution.region.primary,Store in Secrets Manager; used by Log Archive S3 bucket and CloudTrail config,2025-01-31
security.kms.key_arn.us_east_2,Security,[kms-key-arn-use2],[kms-key-arn-use2],[kms-key-arn-use1],ARN of the customer-managed KMS key in us-east-2 for DR region encryption,Yes,String,"^arn:aws:kms:us-east-[12]:[0-9]{12}:key/[a-f0-9-]{36}$",Secret,Security Team,solution.region.secondary,Store in Secrets Manager; replicate key policy from primary region,2025-01-31
security.breakglass.secret_arn,Security,[breakglass-secret-arn],[breakglass-secret-arn],[breakglass-secret-arn],Secrets Manager ARN for the sealed management-account root break-glass credentials,Yes,String,Valid Secrets Manager ARN format,Secret,Security Team,aws.account_id.management,Access restricted to PlatformAdministrator + MFA; rotate immediately after any use,2025-01-31
security.breakglass.rotation_days,Security,90,90,90,Maximum number of days before break-glass credentials must be rotated,Yes,Integer,1-365,Public,Security Team,security.breakglass.secret_arn,SNS alert is triggered on each rotation event via CloudTrail rule,2025-01-31
security.tls_minimum_version,Security,TLS1_2,TLS1_2,TLS1_2,Minimum TLS version enforced by S3 bucket policies and Network Firewall egress rules,Yes,String,TLS1_2 | TLS1_3,Public,Security Team,,Enforced via s3:SecureTransport S3 bucket condition and NFW stateful rules,2025-01-31
security.s3_block_public_access,Security,true,true,true,Enforce S3 Block Public Access setting at the AWS account level across all member accounts,Yes,Boolean,true|false,Public,Security Team,aws.organizations.root_id,Enforced via SCP and Config rule s3-account-level-public-access-blocks,2025-01-31
security.ebs_encryption_by_default,Security,true,true,true,Enable EBS encryption by default in all member accounts via Config rule,Yes,Boolean,true|false,Public,Security Team,,Config rule ec2-ebs-encryption-by-default applied via conformance pack,2025-01-31
networking.ipam.supernet_cidr,Networking,10.0.0.0/8,10.0.0.0/8,10.0.0.0/8,VPC IPAM top-level supernet CIDR managed in the Network Hub account,Yes,String,Valid CIDR block; must not overlap with on-premises ranges,Confidential,Network Team,aws.account_id.network_hub,Confirmed non-overlapping with on-premises IP space during Phase 1 discovery,2025-01-31
networking.ipam.pool_us_east_1_cidr,Networking,10.0.0.0/10,10.0.0.0/10,10.0.0.0/10,IPAM regional sub-pool CIDR for us-east-1; supports up to 256 /20 spoke VPCs,Yes,String,Valid CIDR within networking.ipam.supernet_cidr,Confidential,Network Team,networking.ipam.supernet_cidr,Allocates /20 blocks automatically to each new spoke VPC in us-east-1,2025-01-31
networking.ipam.pool_us_east_2_cidr,Networking,10.64.0.0/10,10.64.0.0/10,10.64.0.0/10,IPAM regional sub-pool CIDR for us-east-2; supports up to 256 /20 spoke VPCs,Yes,String,Valid CIDR within networking.ipam.supernet_cidr,Confidential,Network Team,networking.ipam.supernet_cidr,Non-overlapping with us-east-1 pool; mirrors spoke count capacity,2025-01-31
networking.hub_vpc.us_east_1_cidr,Networking,10.128.0.0/20,10.128.0.0/20,10.192.0.0/20,Network Hub VPC CIDR block in us-east-1; must not be allocated from the spoke IPAM pool,Yes,String,Valid /20 CIDR; must not overlap with IPAM regional pool,Confidential,Network Team,networking.ipam.supernet_cidr,Hub VPC uses static allocation outside the spoke IPAM pool by design,2025-01-31
networking.hub_vpc.us_east_2_cidr,Networking,10.192.0.0/20,10.192.0.0/20,10.128.0.0/20,Network Hub VPC CIDR block in us-east-2; mirrors hub layout with a different offset,Yes,String,Valid /20 CIDR; must not overlap with IPAM regional pool,Confidential,Network Team,networking.ipam.supernet_cidr,Non-overlapping with us-east-1 hub VPC; same subnet tier layout,2025-01-31
networking.spoke_vpc.cidr_prefix_length,Networking,20,20,20,CIDR prefix length auto-allocated from IPAM for each new spoke VPC,Yes,Integer,16-28,Public,Network Team,networking.ipam.pool_us_east_1_cidr; networking.ipam.pool_us_east_2_cidr,SOW specifies /20 per spoke (4096 hosts); change requires IPAM reconfiguration,2025-01-31
networking.tgw.id.us_east_1,Networking,[tgw-id-use1],[tgw-id-use1],[tgw-id-use1],Transit Gateway ID in us-east-1; shared to all spoke accounts via RAM,Yes,String,"^tgw-[a-f0-9]{17}$",Confidential,Network Team,aws.account_id.network_hub,All spoke VPC attachments target this TGW; shared via AWS Resource Access Manager,2025-01-31
networking.tgw.id.us_east_2,Networking,[tgw-id-use2],[tgw-id-use2],[tgw-id-use2],Transit Gateway ID in us-east-2; inter-region peering links it to us-east-1 TGW,Yes,String,"^tgw-[a-f0-9]{17}$",Confidential,Network Team,aws.account_id.network_hub; networking.tgw.id.us_east_1,Static inter-region TGW peering attachment configured between both TGWs,2025-01-31
networking.nat_gateway.count_per_region,Networking,2,1,2,Number of NAT Gateway instances per region; one per AZ in production for HA,Yes,Integer,1-3,Public,Network Team,networking.hub_vpc.us_east_1_cidr,SOW specifies one NAT Gateway per AZ in production; test uses single NAT to reduce cost,2025-01-31
networking.vpn.customer_gateway_ip,Networking,[on-prem-gateway-ip],[on-prem-gateway-ip],[on-prem-gateway-ip],On-premises VPN gateway public IP for the AWS Site-to-Site VPN Customer Gateway,Yes,String,Valid public IPv4 address,Confidential,Network Team,,Confirmed at kick-off per Dependency D5; required before Phase 2 networking deployment,2025-01-31
networking.vpn.customer_gateway_asn,Networking,[on-prem-bgp-asn],[on-prem-bgp-asn],[on-prem-bgp-asn],BGP ASN of the on-premises Customer Gateway; used for dynamic route propagation,Yes,Integer,1-4294967295,Confidential,Network Team,networking.vpn.customer_gateway_ip,Static routing configured as fallback if BGP is not supported on-premises,2025-01-31
networking.firewall.policy_arn.us_east_1,Networking,[nfw-policy-arn-use1],[nfw-policy-arn-use1],[nfw-policy-arn-use2],ARN of the AWS Network Firewall stateful policy in us-east-1,Yes,String,Valid Network Firewall policy ARN,Confidential,Network Team,aws.account_id.network_hub,Default-deny stance; all permit rules managed as Terraform in IaC repository,2025-01-31
networking.firewall.policy_arn.us_east_2,Networking,[nfw-policy-arn-use2],[nfw-policy-arn-use2],[nfw-policy-arn-use1],ARN of the AWS Network Firewall stateful policy in us-east-2,Yes,String,Valid Network Firewall policy ARN,Confidential,Network Team,aws.account_id.network_hub; networking.firewall.policy_arn.us_east_1,Policy mirrors us-east-1 for symmetric east-west and north-south enforcement,2025-01-31
networking.vpc_flow_logs.enabled,Networking,true,true,true,Enable VPC Flow Logs on all spoke and hub VPCs delivered to Log Archive S3,Yes,Boolean,true|false,Public,Network Team,aws.account_id.log_archive,Flow Logs delivered to Log Archive S3 under /vpc-flow-logs/ prefix,2025-01-31
networking.vpc_flow_logs.retention_days,Networking,90,30,90,Retention period in days for VPC Flow Logs in the Log Archive S3 bucket before Glacier transition,Yes,Integer,1-3653,Public,Network Team,networking.vpc_flow_logs.enabled,Lifecycle policy transitions logs to Glacier Instant Retrieval after this period,2025-01-31
logging.cloudtrail.trail_name,Monitoring,ins-org-trail-use1,ins-org-trail-use1,ins-org-trail-use2,Name of the CloudTrail organisation trail; naming follows ins-org-trail-{region-short} convention,Yes,String,Alphanumeric and hyphens; max 128 chars,Public,Cloud CoE,,Single org trail captures all management events across both regions,2025-01-31
logging.cloudtrail.log_bucket_name,Monitoring,[log-archive-cloudtrail-bucket],[log-archive-cloudtrail-bucket],[log-archive-cloudtrail-bucket],S3 bucket name in the Log Archive account for CloudTrail log delivery,Yes,String,Globally unique S3 bucket name; follows ins-log-archive-use1-{account-id} pattern,Confidential,Cloud CoE,aws.account_id.log_archive,Object Lock (compliance mode) and SSE-S3 enabled on this bucket,2025-01-31
logging.cloudtrail.s3_retention_days_standard,Monitoring,90,30,90,Days to retain CloudTrail logs in S3 Standard storage before lifecycle transition to Glacier,Yes,Integer,1-3653,Public,Cloud CoE,logging.cloudtrail.log_bucket_name,After this period logs move to S3 Glacier Instant Retrieval for cost-effective retention,2025-01-31
logging.cloudtrail.lake_retention_years,Monitoring,7,1,7,Retention period in years for CloudTrail Lake event data store (queryable audit trail),Yes,Integer,1-10,Public,Cloud CoE,aws.account_id.audit,SOW specifies 7-year retention to satisfy SOC 2 / HIPAA / NIST 800-53 requirements,2025-01-31
logging.cloudtrail.object_lock_retention_days,Monitoring,90,30,90,S3 Object Lock compliance-mode minimum retention period in days; prevents log deletion,Yes,Integer,1-3653,Public,Security Team,logging.cloudtrail.log_bucket_name,Compliance mode means no user or role can delete locked objects within this period,2025-01-31
logging.config.delivery_bucket_name,Monitoring,[log-archive-config-bucket],[log-archive-config-bucket],[log-archive-config-bucket],S3 bucket name in Log Archive account for AWS Config snapshot and history delivery,Yes,String,Globally unique S3 bucket name,Confidential,Cloud CoE,aws.account_id.log_archive,Separate prefix from CloudTrail logs within the same Log Archive account,2025-01-31
logging.config.recording_enabled,Monitoring,true,true,true,Enable AWS Config recording in all accounts and both regions,Yes,Boolean,true|false,Public,Cloud CoE,,Config recording active from Phase 1; SOW go-live criterion,2025-01-31
logging.config.conformance_pack.fsbp,Monitoring,true,true,true,Enable the AWS Foundational Security Best Practices conformance pack in all accounts,Yes,Boolean,true|false,Public,Security Team,logging.config.recording_enabled,Mandatory at go-live per SOW; provides 200+ FSBP control evaluations,2025-01-31
logging.config.conformance_pack.nist,Monitoring,true,false,true,Enable the NIST 800-53 Rev 5 conformance pack if confirmed by Client Security Lead,Yes,Boolean,true|false,Public,Security Team,logging.config.recording_enabled,Activation contingent on compliance framework confirmation (Dependency D3 / Week 2),2025-01-31
monitoring.securityhub.enabled,Monitoring,true,true,true,Enable AWS Security Hub in all accounts and both regions with FSBP standard,Yes,Boolean,true|false,Public,Security Team,aws.account_id.audit,Aggregated to Audit account; SOW go-live success metric,2025-01-31
monitoring.securityhub.fsbp_score_target,Monitoring,80,80,80,Minimum Security Hub FSBP compliance score percentage required at go-live,Yes,Integer,0-100,Public,Security Team,monitoring.securityhub.enabled,Zero critical findings AND score >= 80% required for go-live sign-off per SOW,2025-01-31
monitoring.securityhub.delegated_admin_account_id,Monitoring,[audit-account-id],[audit-account-id],[audit-account-id],AWS account ID of the Security Hub delegated administrator (Audit account),Yes,String,12-digit numeric; must match aws.account_id.audit,Confidential,Security Team,aws.account_id.audit; monitoring.securityhub.enabled,Aggregates all member account findings to the Audit account dashboard,2025-01-31
monitoring.guardduty.enabled,Monitoring,true,true,true,Enable Amazon GuardDuty organisation-wide in both regions with delegated administrator,Yes,Boolean,true|false,Public,Security Team,aws.account_id.audit,Analyses VPC Flow Logs; CloudTrail events; DNS logs for threat indicators,2025-01-31
monitoring.guardduty.delegated_admin_account_id,Monitoring,[audit-account-id],[audit-account-id],[audit-account-id],AWS account ID of the GuardDuty delegated administrator (Audit account),Yes,String,12-digit numeric; must match aws.account_id.audit,Confidential,Security Team,aws.account_id.audit; monitoring.guardduty.enabled,Single pane for GuardDuty findings across all member accounts,2025-01-31
monitoring.guardduty.alert_severity_threshold,Monitoring,7.0,7.0,7.0,GuardDuty finding severity threshold above which an SNS HIGH alert is triggered,Yes,Number,0.1-10.0,Public,Security Team,monitoring.guardduty.enabled; monitoring.sns.topic_arn_high,EventBridge rule routes findings at or above this threshold to SNS HIGH topic,2025-01-31
monitoring.cloudwatch.dashboard_name_ops,Monitoring,ins-landing-zone-ops,ins-landing-zone-ops,ins-landing-zone-ops,CloudWatch dashboard name for the Landing Zone Operations dashboard in Shared Services account,Yes,String,Non-empty string; max 255 chars,Public,Operations,aws.account_id.shared_services,Shows CT compliance status; AFT pipeline health; account count; VPN status,2025-01-31
monitoring.cloudwatch.dashboard_name_security,Monitoring,ins-security-posture,ins-security-posture,ins-security-posture,CloudWatch dashboard name for the Security Posture dashboard in Shared Services account,Yes,String,Non-empty string; max 255 chars,Public,Security Team,aws.account_id.shared_services,Shows Security Hub FSBP score; GuardDuty finding volume; Config compliance score,2025-01-31
monitoring.cloudwatch.dashboard_name_finops,Monitoring,ins-finops,ins-finops,ins-finops,CloudWatch dashboard name for the FinOps dashboard in Shared Services account,Yes,String,Non-empty string; max 255 chars,Public,Operations,aws.account_id.shared_services,Shows org-wide cost trend; top 5 accounts by spend; Budget alert status,2025-01-31
monitoring.cloudwatch.log_retention_days,Monitoring,90,30,90,Retention period in days for CloudWatch Log Groups created across the landing zone,Yes,Integer,1-3653,Public,Operations,,Applies to all platform log groups; workload log groups inherit this default,2025-01-31
monitoring.sns.topic_arn_critical,Monitoring,[sns-topic-arn-critical],[sns-topic-arn-critical],[sns-topic-arn-critical],SNS topic ARN for CRITICAL (P1) alerts — CT drift and FSBP critical findings,Yes,String,Valid SNS topic ARN,Confidential,Operations,aws.account_id.shared_services,24x7 on-call routing; P1 response SLA 2 hours per SOW hypercare terms,2025-01-31
monitoring.sns.topic_arn_high,Monitoring,[sns-topic-arn-high],[sns-topic-arn-high],[sns-topic-arn-high],SNS topic ARN for HIGH (P2) alerts — AFT pipeline failures and GuardDuty threats,Yes,String,Valid SNS topic ARN,Confidential,Operations,aws.account_id.shared_services,Business-hours routing; P2 response SLA 4 hours per SOW hypercare terms,2025-01-31
monitoring.sns.topic_arn_medium,Monitoring,[sns-topic-arn-medium],[sns-topic-arn-medium],[sns-topic-arn-medium],SNS topic ARN for MEDIUM (P3) alerts — Config drift and budget threshold notifications,Yes,String,Valid SNS topic ARN,Confidential,Operations,aws.account_id.shared_services,1 business-day response SLA; routed to operations email distribution list,2025-01-31
monitoring.sns.alert_email_endpoint,Monitoring,[ops-alert-email],[ops-alert-email],[ops-alert-email],Email address for SNS alert delivery; confirmed with client operations team at kick-off,Yes,String,Valid email address,Confidential,Operations,monitoring.sns.topic_arn_critical,Subscription must be confirmed by the client before go-live readiness sign-off,2025-01-31
aft.pipeline.account_request_repo,Application,[aft-account-request-repo-url],[aft-account-request-repo-url],[aft-account-request-repo-url],VCS repository URL for AFT account request Terraform configuration files,Yes,String,Valid HTTPS VCS URL,Confidential,Cloud CoE,,VCS provider confirmed per Dependency D6; CodeCommit used if no preference stated,2025-01-31
aft.pipeline.terraform_version,Application,1.9.0,1.9.0,1.9.0,Terraform version pinned for all AFT pipeline executions,Yes,String,Semantic versioning X.Y.Z; must be >= 1.5.0 for AFT,Public,Cloud CoE,aft.pipeline.account_request_repo,Pin version in AFT settings to prevent unintended upgrades during the engagement,2025-01-31
aft.pipeline.codebuild_compute_type,Application,BUILD_GENERAL1_SMALL,BUILD_GENERAL1_SMALL,BUILD_GENERAL1_SMALL,AWS CodeBuild compute type for AFT account vending and customisation stages,Yes,String,"BUILD_GENERAL1_SMALL | BUILD_GENERAL1_MEDIUM | BUILD_GENERAL1_LARGE",Public,Cloud CoE,,SMALL (2 vCPU / 3 GB RAM) is sufficient for Terraform apply workloads at this scale,2025-01-31
aft.pipeline.vending_sla_minutes,Application,30,30,30,Maximum time in minutes for a complete AFT account vending run including all customisations,Yes,Integer,1-120,Public,Cloud CoE,,SOW hard success metric: < 30 min validated across 3 consecutive test runs at go-live,2025-01-31
aft.pipeline.max_concurrent_vending,Application,5,2,5,Maximum number of concurrent AFT account vending pipelines permitted,Yes,Integer,1-20,Public,Cloud CoE,aft.pipeline.account_request_repo,Limit prevents AWS API throttling during bulk account provisioning events,2025-01-31
aft.customisation.mandatory_tags.environment_key,Application,Environment,Environment,Environment,Mandatory tag key for environment classification applied to all resources via AFT,Yes,String,Non-empty string; valid AWS tag key,Public,Cloud CoE,,"Valid values: development, non-production, production, platform, sandbox",2025-01-31
aft.customisation.mandatory_tags.owner_key,Application,Owner,Owner,Owner,Mandatory tag key for team ownership applied to all resources via AFT,Yes,String,Non-empty string; valid AWS tag key,Public,Cloud CoE,,Value must be a valid team name or email from IAM Identity Center group directory,2025-01-31
aft.customisation.mandatory_tags.cost_center_key,Application,CostCenter,CostCenter,CostCenter,Mandatory tag key for cost allocation applied to all resources via AFT,Yes,String,Non-empty string; valid AWS tag key,Public,Cloud CoE,,Finance cost centre code provided by client FinOps contact at kick-off,2025-01-31
aft.customisation.mandatory_tags.project_key,Application,Project,Project,Project,Mandatory tag key for project identification applied to all resources via AFT,Yes,String,Non-empty string; valid AWS tag key,Public,Cloud CoE,,,2025-01-31
aft.customisation.mandatory_tags.data_classification_key,Application,DataClassification,DataClassification,DataClassification,Mandatory tag key for data sensitivity classification applied to all resources via AFT,Yes,String,Non-empty string; valid AWS tag key,Public,Cloud CoE,,"Valid values: public, internal, confidential, restricted",2025-01-31
aft.customisation.budgets.alert_threshold_80,Application,80,80,80,AWS Budgets percentage threshold for the first spend alert sent to all account owners,Yes,Integer,1-100,Public,Cloud CoE,,Applied to every vended account via AFT customisation; SOW go-live criterion,2025-01-31
aft.customisation.budgets.alert_threshold_100,Application,100,100,100,AWS Budgets percentage threshold for the second (full) spend alert sent to all account owners,Yes,Integer,1-100,Public,Cloud CoE,aft.customisation.budgets.alert_threshold_80,Both 80% and 100% alerts mandatory per SOW; SNS topic routes to FinOps contact,2025-01-31
storage.log_archive.bucket_name_primary,Storage,[log-archive-s3-bucket-use1],[log-archive-s3-bucket-use1],[log-archive-s3-bucket-use2],Primary Log Archive S3 bucket name in the Log Archive account (us-east-1),Yes,String,Globally unique; follows ins-log-archive-use1-{account-id} naming convention,Confidential,Cloud CoE,aws.account_id.log_archive,Object Lock compliance mode; SSE-S3 default; restricted to SecurityAuditor and PlatformAdministrator,2025-01-31
storage.log_archive.bucket_name_replica,Storage,[log-archive-s3-bucket-use2],[log-archive-s3-bucket-use2],[log-archive-s3-bucket-use1],CRR destination S3 bucket name in us-east-2 for log archive cross-region replication,Yes,String,Globally unique; follows ins-log-archive-use2-{account-id} naming convention,Confidential,Cloud CoE,storage.log_archive.bucket_name_primary,S3 CRR replicates within < 15 minutes to meet Log Archive RPO; enables DR restore,2025-01-31
storage.log_archive.glacier_transition_days,Storage,90,30,90,Days after which Log Archive objects transition from S3 Standard to Glacier Instant Retrieval,Yes,Integer,30-3650,Public,Cloud CoE,storage.log_archive.bucket_name_primary,Reduces storage cost while maintaining rapid retrieval for audit evidence requests,2025-01-31
storage.terraform_state.bucket_name,Storage,[tf-state-bucket],[tf-state-bucket],[tf-state-bucket],S3 bucket name for Terraform remote state storage; versioning and MFA delete enabled,Yes,String,Globally unique S3 bucket name,Confidential,Cloud CoE,aws.account_id.management,State versioning with 90-day version retention; PITR enabled on DynamoDB lock table,2025-01-31
storage.terraform_state.dynamodb_lock_table,Storage,[tf-lock-table],[tf-lock-table],[tf-lock-table],DynamoDB table name for Terraform state locking to prevent concurrent apply conflicts,Yes,String,Valid DynamoDB table name; max 255 chars,Confidential,Cloud CoE,storage.terraform_state.bucket_name,Point-in-Time Recovery enabled; LockID is the primary key attribute,2025-01-31
cicd.pipeline.branch_protection_enabled,Application,true,true,true,Enable branch protection rules on the IaC VCS repository requiring peer review before merge,Yes,Boolean,true|false,Public,Cloud CoE,aft.pipeline.account_request_repo,SOW requires peer review + automated plan gate on all infrastructure changes,2025-01-31
