Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
TECH-005,Technical Requirements,AWS Footprint,"Do you have any existing AWS accounts, IAM users, or AWS Organizations today (even informal or test accounts)?","List all existing account IDs and their current state","","Existing accounts must be enrolled into the new organization or decommissioned; rogue accounts are a security risk"
TECH-006,Technical Requirements,AWS Footprint,"Are you enrolled in any AWS commercial programs? (APN credits, MAP, EDP, Activate, ISV Accelerate)","List program names and credit amounts available","","AWS credits can offset landing zone infrastructure costs; MAP may include funded assessments"
TECH-007,Technical Requirements,OU & Account Structure,"How many AWS accounts do you expect to need in the first 12 months? (Exclude the 6 Control Tower baseline accounts)","Provide counts by environment type: Production, Non-Production, Sandbox","","Determines Account Factory throughput requirements and OU design depth"
TECH-008,Technical Requirements,OU & Account Structure,"Do you anticipate onboarding separate business units or acquired companies onto the same AWS Organization?","Describe the business units and their expected autonomy (shared payer, separate billing, separate security boundary)","","Drives top-level OU design and whether a dedicated BU OU tier is needed"
TECH-009,Technical Requirements,Networking,"What on-premises connectivity option is preferred for the initial phase — Site-to-Site VPN or AWS Direct Connect?","VPN is faster to provision; Direct Connect offers lower latency and higher bandwidth but has longer lead times (weeks to months)","","Direct Connect lead time may impact Phase 2 networking timeline"
TECH-010,Technical Requirements,Networking,"What is the expected bandwidth requirement for on-premises-to-AWS traffic at launch and at 12-month projected growth?","Provide current WAN capacity and expected cloud traffic volume (Mbps or Gbps)","","Determines VPN or Direct Connect circuit sizing and redundancy requirements"
TECH-011,Technical Requirements,Networking,"Are there any third-party SaaS or partner networks that require private connectivity (AWS PrivateLink or VPC peering)?","List SaaS providers and connectivity requirements","","May require additional PrivateLink endpoints or peering connections in the network hub"
TECH-012,Technical Requirements,Networking,"What IP address ranges are already in use on-premises or in partner networks that must not overlap with the 10.0.0.0/8 supernet?","Provide a list of used RFC 1918 ranges","","Required for VPC IPAM plan design; overlapping ranges prevent routing"
TECH-013,Technical Requirements,Networking,"How many spoke VPCs are anticipated in the first 12 months and what workload types will they host?","List VPC count by environment and workload type (web, app, data, tooling)","","Drives Transit Gateway attachment planning and IPAM /20 block allocation"
TECH-014,Technical Requirements,Automation & IaC,"What is the team's current experience level with Terraform?","Beginner (no experience), Intermediate (used in projects), Advanced (production pipelines)","","Impacts training scope, AFT complexity, and whether a simpler IaC abstraction is needed for early phases"
TECH-015,Technical Requirements,Automation & IaC,"What CI/CD platform will be used for Terraform pipelines? (GitHub Actions, GitLab CI, AWS CodePipeline, Azure DevOps, etc.)","Specify the preferred platform and whether it is already licenced and in use","","AFT supports multiple VCS backends; pipeline choice affects Phase 3 automation scope"
TECH-016,Technical Requirements,Automation & IaC,"What version control system (VCS) will host the landing zone Terraform modules? (GitHub, GitLab, Bitbucket, CodeCommit)","Specify VCS provider, organisation/group name, and branch strategy","","AFT requires VCS integration; branch protection rules impact deployment guardrails"
TECH-017,Technical Requirements,Monitoring & Alerting,"What monitoring and alerting tools does your organisation currently use or plan to use? (Datadog, Splunk, PagerDuty, ServiceNow, native AWS)","List preferred tools and whether they are already licenced","","Determines whether CloudWatch and Security Hub alerts route to native SNS/email or a third-party SIEM/ITSM"
TECH-018,Technical Requirements,Monitoring & Alerting,"What log retention periods are required for CloudTrail, Config, and VPC Flow Logs?","Typical ranges: 90 days hot (S3 Standard), 1 year warm (S3 IA), 7 years cold (Glacier) for regulated industries","","Log retention directly impacts S3 storage costs and compliance posture"
TECH-019,Technical Requirements,Tagging & Cost Allocation,"Are the proposed mandatory tags (Environment, Owner, CostCenter, Project, DataClassification) aligned with your internal taxonomy?","Provide your preferred tag key names and valid values for each tag","","Tag keys and values must match internal finance systems for cost allocation reports to be actionable"
TECH-020,Technical Requirements,Tagging & Cost Allocation,"Do you require per-account or per-tag cost allocation reports to be delivered to specific stakeholders?","Specify report format (AWS Cost and Usage Report, Cost Explorer export, third-party FinOps tool)","","Drives AWS Cost and Usage Report configuration and any downstream FinOps tooling integration"
SEC-001,Security & Compliance,Compliance Frameworks,"Which compliance frameworks are formally required for your cloud environment? (SOC 2 Type II, HIPAA, PCI-DSS, NIST 800-53, FedRAMP, ISO 27001, state privacy laws)","List all frameworks and indicate which are legally mandated vs internally adopted","","Determines which Security Hub standards to enable and which Config rules are mandatory"
SEC-002,Security & Compliance,Compliance Frameworks,"Is a formal third-party audit or attestation (e.g. SOC 2 audit, PCI QSA assessment) planned within the next 12 months?","Provide audit scope and target date if known","","Audit timelines may require specific controls to be operational before the assessment window"
SEC-003,Security & Compliance,Data Classification,"What is the highest data classification level expected to be stored or processed in AWS at launch?","Options: Public, Internal, Confidential (PII/PHI), Restricted (payment card, legal)","","Highest classification drives encryption key management, access control, and network segmentation requirements"
SEC-004,Security & Compliance,Data Classification,"Will the environment store, process, or transmit Protected Health Information (PHI) or Personally Identifiable Information (PII)?","Indicate data types and applicable regulations (HIPAA, CCPA, NAIC)","","PHI/PII triggers HIPAA BAA with AWS, specific encryption requirements, and audit log retention minimums"
SEC-005,Security & Compliance,Authentication,"What MFA method is required for AWS console access? (Virtual MFA, hardware token FIDO2, SSO-enforced)","Specify whether MFA is enforced at IdP level or via SCP","","SCP-enforced MFA is already proposed; confirm whether hardware token compliance is required"
SEC-006,Security & Compliance,Authentication,"Will the root account be used for any operational purpose, or is it to be locked immediately after Control Tower setup?","Root account should be locked with hardware MFA per AWS best practice","","Root account lockdown is a proposed SCP; confirm exceptions if any break-glass procedure requires root"
SEC-007,Security & Compliance,Network Security,"Are there data loss prevention (DLP) or web content filtering requirements for egress traffic?","Specify whether URL filtering, SSL inspection, or DLP scanning is required at the AWS Network Firewall","","Determines Network Firewall rule group complexity and whether a third-party NGFW is needed"
SEC-008,Security & Compliance,Network Security,"Are there requirements for east-west (lateral) traffic inspection between workload VPCs?","Describe whether VPC-to-VPC traffic must be inspected or only north-south internet egress","","Determines Transit Gateway routing topology (inspection VPC pattern vs flat hub-and-spoke)"
SEC-009,Security & Compliance,Encryption,"What key management approach is required for data at rest? (AWS managed keys, customer managed keys via KMS, external key store via XKS)","Regulated industries often require customer managed keys with annual rotation","","Customer managed KMS keys add operational overhead but provide key custody audit trails"
SEC-010,Security & Compliance,Encryption,"Are there requirements for TLS inspection or certificate pinning for inbound or outbound traffic?","Specify whether ACM-issued certificates are acceptable or if an internal CA is required","","Internal CA requirements impact AWS Certificate Manager configuration and Private CA costs"
SEC-011,Security & Compliance,Audit & Logging,"What is the required retention period for CloudTrail logs and who must have read access to them?","Common requirements: 1 year active, 7 years archived; access for internal audit and external auditors","","Drives S3 lifecycle policy, CloudTrail Lake query retention, and bucket access policy design"
SEC-012,Security & Compliance,Vulnerability Management,"Is there a vulnerability management programme in place that must integrate with AWS findings? (Tenable, Rapid7, AWS Inspector)","Describe current tooling and integration requirements","","AWS Inspector can be centralised in the Audit account; third-party integrations require Security Hub connector configuration"
OPS-001,Operations & Support,RTO,"What is the Recovery Time Objective (RTO) for the landing zone shared services (logging, networking, IAM Identity Center)?","Maximum time the organisation can operate without access to centralised services; typical range: 1–4 hours","","Drives Control Tower multi-region configuration and cross-region replication of log buckets"
OPS-002,Operations & Support,RPO,"What is the Recovery Point Objective (RPO) for configuration state and audit logs?","Maximum acceptable data loss; typical range: 0–15 minutes for audit logs","","Drives CloudTrail log delivery frequency, S3 Cross-Region Replication, and Config snapshot frequency"
OPS-003,Operations & Support,Backup,"Are there requirements to back up Terraform state files and AFT configuration repositories?","Specify whether S3 versioning, DynamoDB PITR, or external backup is required for state","","Terraform state loss can require full environment reimport; backup strategy prevents data loss"
OPS-004,Operations & Support,Monitoring,"What is the expected response SLA for Security Hub critical findings? (Immediate/15 min, 1 hour, 4 hours, next business day)","Define severity-to-response mapping for the initial operational period","","Drives alerting thresholds, escalation runbook design, and on-call requirements for the operations team"
OPS-005,Operations & Support,Support Coverage,"What AWS Support tier is in place or planned? (Developer, Business, Enterprise On-Ramp, Enterprise)","Higher support tiers provide faster response times and access to Technical Account Managers","","Enterprise Support is recommended for regulated industries; TAM access supports ongoing optimisation"
OPS-006,Operations & Support,Maintenance Windows,"What maintenance windows are available for applying guardrail updates, Control Tower upgrades, or network changes?","Provide preferred day/time and any blackout periods (e.g. month-end, product launches)","","Control Tower updates occasionally require brief management plane interruptions"
OPS-007,Operations & Support,Capacity Planning,"What is the expected rate of new AWS account creation after go-live? (per month or per quarter)","Estimate based on planned project pipelines or business unit onboarding schedule","","Determines whether AFT pipeline throughput and Terraform concurrency settings need tuning"
OPS-008,Operations & Support,Training,"What AWS training or certifications does the internal team have today?","List relevant certifications (e.g. AWS Solutions Architect, DevOps Engineer) and experience areas","","Identifies knowledge gaps that must be addressed in the knowledge transfer and runbook documentation plan"
IMPL-001,Implementation Planning,Migration Approach,"Is this a pure greenfield deployment or will any existing AWS accounts be enrolled into the new organisation?","Confirm whether informal/shadow accounts need to be migrated into AWS Organizations","","Existing account enrolment adds complexity and risk to Phase 1; requires account preparation steps"
IMPL-002,Implementation Planning,Migration Approach,"What is your preferred approach for the initial workload accounts — pilot with one account first, or provision all environment accounts simultaneously?","Piloting reduces risk; simultaneous provisioning accelerates timeline","","Impacts AFT configuration and Phase 3 account vending scope"
IMPL-003,Implementation Planning,Downtime Tolerance,"For the on-premises connectivity cutover (VPN establishment), what is the maximum acceptable disruption to on-premises-to-cloud traffic?","If zero downtime is required, dual-connection approach must be designed","","VPN failover configuration and testing plan depends on downtime tolerance"
IMPL-004,Implementation Planning,Resource Availability,"What internal team members are available to support the project and at what capacity? (hours per week per role)","List roles: Cloud Engineer, Network Engineer, Security Analyst, FinOps, Application Owner","","Under-resourced customer teams are the #1 cause of landing zone project delays"
IMPL-005,Implementation Planning,Resource Availability,"Who will own the landing zone operationally after handover — an internal team, a managed services provider, or Amatra?","Confirm ownership model and whether a managed service or ongoing advisory engagement is desired","","Handover scope and runbook depth depend on the long-term operating model"
IMPL-006,Implementation Planning,Training Needs,"What training is required for the team taking ownership of the landing zone post-handover?","Options: hands-on workshops, recorded sessions, written runbooks, AWS Training courses","","Training scope impacts Phase 3 timeline; complex environments may require 3–5 days of dedicated workshops"
IMPL-007,Implementation Planning,UAT & Go-Live,"What are the acceptance criteria your team will use to sign off on the landing zone at end of Phase 3?","Examples: all Control Tower guardrails green, two workload accounts vended via AFT, Security Hub score above threshold","","Formal acceptance criteria prevent scope creep and provide a clear project completion gate"
IMPL-008,Implementation Planning,UAT & Go-Live,"Who has authority to sign off on go-live readiness? (Technical lead, CISO, CTO, Steering Committee)","Identify the approver and any committee review process required","","Multi-stakeholder sign-off processes can add 1–2 weeks to Phase 3; plan accordingly"
IMPL-009,Implementation Planning,Change Management,"Is there a formal change management or change advisory board (CAB) process that AWS infrastructure changes must pass through?","Describe the CAB cadence and lead time required for change approvals","","CAB approval cycles must be factored into phase transition planning and cutover scheduling"
IMPL-010,Implementation Planning,Documentation,"What documentation deliverables are required at project close? (Architecture diagrams, runbooks, decision records, as-built documentation)","List required documents and any templates that must be used","","Documentation scope impacts Phase 3 effort estimate; confirm format requirements (Confluence, Word, PDF)"
RISK-001,Risk & Constraints,Technical Dependencies,"Is AWS Direct Connect being considered? If so, has a provider been selected and has the lead time been confirmed?","Direct Connect provisioning can take 4–12 weeks depending on location and provider","","If Direct Connect is required by go-live, it must be ordered in Week 1 of the project to avoid timeline slippage"
RISK-002,Risk & Constraints,Technical Dependencies,"Are there any third-party security or network tools (SIEM, CASB, NGFW) that must be in place before workloads can be onboarded?","List tools, vendors, and procurement/deployment status","","Undeployed third-party tooling can block workload onboarding; confirm procurement timelines"
RISK-003,Risk & Constraints,Constraints,"Are there any constraints on the Terraform or IaC tooling version? (e.g. enterprise policy mandating specific Terraform version or HashiCorp licencing restrictions)","Note the BSL licence change introduced in Terraform 1.6+ and OpenTofu as an alternative","","Licencing constraints may require a pivot to OpenTofu or AWS CDK; must be resolved before AFT pipeline design"
RISK-004,Risk & Constraints,Assumptions,"Does your organisation have an existing AWS account creation process that Account Factory for Terraform will replace?","Describe any existing manual or ticket-based provisioning workflows that need to be decommissioned","","Parallel processes create governance risk; old provisioning methods must be formally retired at Phase 3 go-live"
RISK-005,Risk & Constraints,Project Risks,"What organisational risks could delay stakeholder availability or decision-making during the 3-month engagement?","Examples: upcoming M&A activity, leadership changes, competing IT projects, regulatory audits","","Proactive risk identification allows contingency planning and realistic timeline management"
